date,cc_open,cc_occupied
2022-11-14,637,462
2022-11-15,633,484
2022-11-16,637,484
2022-11-17,647,507
2022-11-18,650,519
2022-11-19,650,520
2022-11-20,645,497
2022-11-21,637,483
2022-11-22,640,511
2022-11-23,637,508
2022-11-24,639,534
2022-11-25,632,504
2022-11-26,635,487
2022-11-27,632,464
2022-11-28,629,453
2022-11-29,640,503
2022-11-30,646,533
2022-12-01,647,555
2022-12-02,643,514
2022-12-03,639,499
2022-12-04,635,469
2022-12-05,635,465
2022-12-06,637,497
2022-12-07,640,512
2022-12-08,643,526
2022-12-09,646,524
2022-12-10,648,516
2022-12-11,647,510
2022-12-12,648,503
2022-12-13,648,536
2022-12-14,646,541
2022-12-15,645,542
2022-12-16,650,547
2022-12-17,636,511
2022-12-18,639,501
2022-12-19,649,520
2022-12-20,659,553
2022-12-21,649,542
2022-12-22,669,548
2022-12-23,671,553
2022-12-24,669,529
2022-12-25,669,510
2022-12-26,660,486
2022-12-27,656,494
2022-12-28,668,537
2022-12-29,674,563
2022-12-30,673,555
2022-12-31,665,546
2023-01-01,667,536
2023-01-02,659,534
2023-01-03,672,548
2023-01-04,682,570
2023-01-05,678,566
2023-01-06,678,563
2023-01-07,673,566
2023-01-08,668,534
2023-01-09,662,541
2023-01-10,658,552
2023-01-11,664,548
2023-01-12,673,566
2023-01-13,669,549
2023-01-14,669,546
2023-01-15,666,525
2023-01-16,667,533
2023-01-17,665,548
2023-01-18,678,545
2023-01-19,671,544
2023-01-20,659,516
2023-01-21,659,518
2023-01-22,661,507
2023-01-23,650,480
2023-01-24,656,487
2023-01-25,656,509
2023-01-26,662,514
2023-01-27,662,507
2023-01-28,657,492
2023-01-29,655,458
2023-01-30,648,461
2023-01-31,655,495
2023-02-01,652,502
2023-02-02,659,509
2023-02-03,653,499
2023-02-04,660,507
2023-02-05,652,484
2023-02-06,652,488
2023-02-07,654,516
2023-02-08,656,511
2023-02-09,655,516
2023-02-10,658,529
2023-02-11,660,512
2023-02-12,662,487
2023-02-13,660,479
2023-02-14,654,492
2023-02-15,655,496
2023-02-16,654,502
2023-02-17,654,509
2023-02-18,652,498
2023-02-19,653,479
2023-02-20,644,463
2023-02-21,651,497
2023-02-22,658,514
2023-02-23,653,509
2023-02-24,652,502
2023-02-25,652,497
2023-02-26,655,482
2023-02-27,646,467
2023-02-28,652,505
2023-03-01,657,529
2023-03-02,659,507
2023-03-03,656,505
2023-03-04,659,506
2023-03-05,652,486
2023-03-06,652,466
2023-03-07,654,488
2023-03-08,652,509
2023-03-09,646,511
2023-03-10,639,502
2023-03-11,649,486
2023-03-12,644,471
