date,cc_open,cc_occupied
2022-11-14,324,235
2022-11-15,328,250
2022-11-16,329,254
2022-11-17,323,258
2022-11-18,325,254
2022-11-19,325,255
2022-11-20,325,246
2022-11-21,323,238
2022-11-22,323,246
2022-11-23,323,247
2022-11-24,323,232
2022-11-25,323,229
2022-11-26,323,223
2022-11-27,324,214
2022-11-28,324,228
2022-11-29,324,233
2022-11-30,327,242
2022-12-01,318,235
2022-12-02,317,235
2022-12-03,323,238
2022-12-04,323,241
2022-12-05,324,235
2022-12-06,326,241
2022-12-07,324,243
2022-12-08,324,249
2022-12-09,324,255
2022-12-10,323,245
2022-12-11,324,237
2022-12-12,324,239
2022-12-13,326,246
2022-12-14,323,247
2022-12-15,325,251
2022-12-16,323,241
2022-12-17,319,237
2022-12-18,322,234
2022-12-19,319,240
2022-12-20,321,257
2022-12-21,324,254
2022-12-22,322,258
2022-12-23,321,253
2022-12-24,323,244
2022-12-25,324,253
2022-12-26,321,244
2022-12-27,324,246
2022-12-28,326,252
2022-12-29,331,272
2022-12-30,331,262
2022-12-31,329,276
2023-01-01,328,268
2023-01-02,332,277
2023-01-03,330,266
2023-01-04,328,278
2023-01-05,327,275
2023-01-06,327,274
2023-01-07,328,272
2023-01-08,328,245
2023-01-09,326,237
2023-01-10,326,254
2023-01-11,326,260
2023-01-12,327,252
2023-01-13,328,258
2023-01-14,327,254
2023-01-15,326,238
2023-01-16,328,238
2023-01-17,328,253
2023-01-18,327,263
2023-01-19,326,244
2023-01-20,328,239
2023-01-21,326,236
2023-01-22,325,229
2023-01-23,325,229
2023-01-24,325,241
2023-01-25,325,247
2023-01-26,327,251
2023-01-27,325,256
2023-01-28,325,251
2023-01-29,326,242
2023-01-30,326,245
2023-01-31,327,245
2023-02-01,327,249
2023-02-02,328,246
2023-02-03,328,247
2023-02-04,328,238
2023-02-05,329,226
2023-02-06,319,231
2023-02-07,322,228
2023-02-08,320,229
2023-02-09,321,238
2023-02-10,323,252
2023-02-11,322,252
2023-02-12,320,232
2023-02-13,320,229
2023-02-14,321,230
2023-02-15,323,236
2023-02-16,323,240
2023-02-17,322,228
2023-02-18,322,226
2023-02-19,321,218
2023-02-20,320,229
2023-02-21,322,213
2023-02-22,321,218
2023-02-23,320,224
2023-02-24,319,214
2023-02-25,320,207
2023-02-26,319,210
2023-02-27,319,214
2023-02-28,320,238
2023-03-01,320,237
2023-03-02,319,236
2023-03-03,321,237
2023-03-04,323,235
2023-03-05,320,211
2023-03-06,320,216
2023-03-07,320,228
2023-03-08,320,237
2023-03-09,312,233
2023-03-10,312,235
2023-03-11,320,228
2023-03-12,319,217
