date,cc_open,cc_occupied
2022-11-14,378,290
2022-11-15,380,298
2022-11-16,367,293
2022-11-17,371,299
2022-11-18,378,312
2022-11-19,371,302
2022-11-20,366,290
2022-11-21,381,291
2022-11-22,385,306
2022-11-23,378,302
2022-11-24,383,291
2022-11-25,387,311
2022-11-26,381,302
2022-11-27,379,289
2022-11-28,388,281
2022-11-29,388,302
2022-11-30,386,301
2022-12-01,388,315
2022-12-02,380,309
2022-12-03,383,315
2022-12-04,377,302
2022-12-05,376,290
2022-12-06,388,316
2022-12-07,393,329
2022-12-08,390,327
2022-12-09,389,326
2022-12-10,377,306
2022-12-11,370,302
2022-12-12,382,308
2022-12-13,392,325
2022-12-14,381,325
2022-12-15,397,337
2022-12-16,393,329
2022-12-17,385,329
2022-12-18,380,313
2022-12-19,390,317
2022-12-20,382,329
2022-12-21,381,324
2022-12-22,385,314
2022-12-23,386,320
2022-12-24,394,289
2022-12-25,370,257
2022-12-26,388,306
2022-12-27,377,299
2022-12-28,377,283
2022-12-29,375,303
2022-12-30,380,323
2022-12-31,378,330
2023-01-01,387,332
2023-01-02,379,320
2023-01-03,382,314
2023-01-04,387,333
2023-01-05,392,340
2023-01-06,391,344
2023-01-07,389,334
2023-01-08,394,335
2023-01-09,390,323
2023-01-10,386,332
2023-01-11,389,340
2023-01-12,392,337
2023-01-13,375,325
2023-01-14,366,308
2023-01-15,368,307
2023-01-16,376,300
2023-01-17,382,315
2023-01-18,380,303
2023-01-19,377,311
2023-01-20,381,315
2023-01-21,378,319
2023-01-22,373,293
2023-01-23,375,292
2023-01-24,373,306
2023-01-25,370,301
2023-01-26,380,299
2023-01-27,376,307
2023-01-28,369,303
2023-01-29,355,277
2023-01-30,367,284
2023-01-31,368,307
2023-02-01,365,298
2023-02-02,377,309
2023-02-03,378,317
2023-02-04,375,314
2023-02-05,375,315
2023-02-06,382,308
2023-02-07,373,317
2023-02-08,385,307
2023-02-09,387,316
2023-02-10,373,310
2023-02-11,375,300
2023-02-12,371,298
2023-02-13,378,293
2023-02-14,379,296
2023-02-15,377,295
2023-02-16,374,303
2023-02-17,375,313
2023-02-18,372,300
2023-02-19,372,300
2023-02-20,369,286
2023-02-21,382,317
2023-02-22,388,331
2023-02-23,403,315
2023-02-24,380,317
2023-02-25,379,305
2023-02-26,369,292
2023-02-27,370,287
2023-02-28,370,301
2023-03-01,376,306
2023-03-02,378,310
2023-03-03,386,324
2023-03-04,380,301
2023-03-05,384,300
2023-03-06,384,294
2023-03-07,382,300
2023-03-08,384,311
2023-03-09,391,322
2023-03-10,388,316
2023-03-11,383,308
2023-03-12,384,311
