date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,East Midlands,41,93.0,251,51,104.8,309,87,182.0,514,126,229.5,629,193,310.9,979,225,376.8,1178,221,395.6,1177,221,388.8,1148,170,371.9,1022,236,374.7,1202,195,317.8,1103,190,308.7,1013,117,234.3,655,82,159.6,415,46,122.2,317,51,139.2,248,33,165.7,210,36,281.1,214,37,449.4,196,0,,5,402,184.3,2255,1956,291.5,10530
2020-12-26,East Midlands,37,95.6,258,39,103.4,305,67,178.5,504,82,219.3,601,122,293.7,925,162,361.2,1129,157,372.8,1109,192,363.7,1074,181,355.5,977,176,340.1,1091,174,306.2,1063,146,286.7,941,97,219.3,613,47,150.3,391,57,122.2,317,43,132.5,236,30,159.3,202,26,262.7,200,21,401.3,175,0,,6,321,174.4,2134,1535,276.4,9983
2020-12-25,East Midlands,9,90.8,245,13,100.0,295,23,179.2,506,31,219.3,601,51,279.8,881,58,343.6,1074,73,363.4,1081,56,336.3,993,61,334.4,919,52,318.3,1021,60,284.6,988,61,269.7,885,40,211.1,590,19,146.5,381,18,115.3,299,17,126.3,225,23,163.3,207,12,271.9,207,16,438.0,191,0,,6,145,171.6,2100,548,262.9,9495
2020-12-24,East Midlands,36,99.3,268,35,110.9,327,62,202.6,572,88,251.4,689,119,302.3,952,150,375.6,1174,148,392.6,1168,122,366.4,1082,109,372.6,1024,130,342.3,1098,109,308.0,1069,107,293.1,962,59,222.5,622,39,156.5,407,33,121.5,315,23,136.4,243,18,164.9,209,23,285.0,217,14,456.3,199,1,,9,209,180.8,2212,1216,287.7,10394
2020-12-23,East Midlands,45,99.0,267,53,113.9,336,78,211.8,598,103,251.4,689,170,308.4,971,178,377.2,1179,166,387.6,1153,170,376.2,1111,154,384.6,1057,176,346.7,1112,171,312.9,1086,171,296.5,973,101,229.3,641,79,160.3,417,50,128.0,332,29,148.2,264,28,178.3,226,40,287.6,219,39,483.8,211,1,,10,366,188.8,2310,1636,291.8,10542
2020-12-22,East Midlands,40,94.5,255,58,109.9,324,83,211.4,597,83,258.0,707,163,300.4,946,210,365.3,1142,192,389.2,1158,176,358.6,1059,160,375.2,1031,198,340.1,1091,168,305.1,1059,162,281.0,922,108,220.0,615,68,147.6,384,52,122.6,318,40,156.1,278,38,187.7,238,35,270.6,206,34,449.4,196,0,,9,375,182.7,2235,1693,285.1,10300
2020-12-21,East Midlands,43,89.7,242,60,107.5,317,114,215.7,609,116,266.4,730,161,288.7,909,195,344.5,1077,220,381.2,1134,211,345.4,1020,187,363.9,1000,234,314.6,1009,226,301.3,1046,176,270.6,888,133,210.7,589,81,142.3,370,61,120.3,312,45,155.5,277,40,185.4,235,42,270.6,206,35,472.4,206,3,,11,437,179.4,2195,1946,276.6,9992
2020-12-20,East Midlands,48,86.0,232,47,107.8,318,77,218.9,618,98,272.6,747,139,283.0,891,176,342.3,1070,153,362.7,1079,147,332.5,982,125,350.1,962,125,297.1,953,155,284.3,987,118,259.6,852,75,196.0,548,58,133.4,347,46,111.0,288,39,156.1,278,25,181.4,230,22,304.7,232,16,506.8,221,1,,9,281,175.2,2144,1409,268.5,9700
2020-12-19,East Midlands,24,77.8,210,29,102.1,301,69,214.3,605,82,264.6,725,78,255.3,804,107,312.5,977,129,345.2,1027,111,313.6,926,123,332.2,913,106,286.2,918,99,262.2,910,90,249.0,817,74,179.6,502,37,123.4,321,39,107.6,279,32,150.5,268,35,183.0,232,33,303.4,231,37,515.9,225,0,,9,287,168.2,2058,1047,253.1,9142
2020-12-18,East Midlands,32,73.4,198,45,104.8,309,89,208.6,589,119,260.2,713,122,253.7,799,158,309.7,968,160,332.1,988,145,300.0,886,166,317.3,872,129,280.9,901,141,257.8,895,138,242.3,795,72,173.1,484,45,117.6,306,34,102.9,267,35,144.3,257,25,179.1,227,22,295.5,225,24,474.7,207,3,,9,257,161.2,1973,1447,247.0,8922
