date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-26,Yorkshire and The Humber,26,75.1,239,34,83.0,284,56,131.2,432,90,180.5,564,135,206.6,766,167,269.0,1013,150,271.7,962,159,269.9,922,135,283.5,877,167,239.9,858,143,222.3,845,106,198.4,722,87,172.1,541,43,114.7,325,33,95.0,266,28,114.5,220,34,126.3,183,26,199.6,170,18,297.3,140,2,,4,269,137.0,1845,1370,204.2,8488
2020-12-25,Yorkshire and The Humber,14,73.6,234,9,79.5,272,16,124.5,410,42,167.0,522,34,187.5,695,52,250.2,942,60,256.4,908,56,250.3,855,50,269.0,832,43,215.8,772,53,207.5,789,36,189.9,691,32,164.8,518,27,111.5,316,15,91.8,257,14,110.3,212,11,119.4,173,10,205.4,175,10,284.6,134,0,,3,119,132.5,1785,465,190.7,7925
2020-12-24,Yorkshire and The Humber,34,82.4,262,45,90.4,309,50,137.0,451,73,174.4,545,95,205.0,760,105,265.8,1001,116,274.8,973,117,271.7,928,92,292.2,904,101,237.4,849,101,226.7,862,85,207.8,756,63,180.1,566,41,117.5,333,28,104.3,292,25,121.3,233,26,138.0,200,20,232.4,198,23,316.4,149,0,,5,226,146.3,1971,1014,207.1,8605
2020-12-23,Yorkshire and The Humber,39,81.1,258,48,86.8,297,64,135.5,446,85,172.5,539,119,203.9,756,173,266.4,1003,160,274.2,971,155,263.2,899,128,293.5,908,141,233.7,836,113,220.2,837,125,207.5,755,89,182.9,575,49,115.4,327,47,106.8,299,28,120.2,231,21,139.4,202,18,252.4,215,18,312.2,147,0,,7,270,148.2,1996,1350,204.8,8512
2020-12-22,Yorkshire and The Humber,42,78.0,248,59,82.5,282,95,134.0,441,102,167.4,523,136,198.5,736,166,248.0,934,160,260.4,922,150,248.0,847,143,279.9,866,151,217.8,779,156,222.3,845,126,196.2,714,107,173.4,545,75,111.2,315,67,100.0,280,42,124.4,239,32,144.2,209,34,261.8,223,15,333.4,157,1,,7,372,146.1,1968,1487,196.0,8144
2020-12-21,Yorkshire and The Humber,37,72.0,229,51,79.2,271,91,133.0,438,96,157.4,492,139,189.6,703,191,236.1,889,173,248.8,881,177,244.5,835,203,269.6,834,150,209.4,749,171,213.8,813,133,195.7,712,93,161.9,509,51,97.0,275,45,89.6,251,53,124.4,239,33,150.4,218,43,261.8,223,45,373.8,176,1,,6,363,140.4,1891,1613,188.9,7852
2020-12-20,Yorkshire and The Humber,47,75.4,240,38,79.2,271,60,137.0,451,76,154.2,482,108,185.3,687,159,223.6,842,143,236.1,836,108,232.5,794,126,245.4,759,105,200.7,718,108,206.7,786,111,194.6,708,70,164.5,517,39,98.5,279,31,92.1,258,30,117.1,225,26,156.0,226,19,271.2,231,11,363.2,171,0,,5,226,141.6,1907,1189,182.4,7579
2020-12-19,Yorkshire and The Humber,21,64.8,206,22,76.3,261,34,136.7,450,48,148.8,465,64,175.0,649,96,204.5,770,96,223.4,791,92,226.9,775,90,226.3,700,81,196.5,703,87,201.7,767,75,182.8,665,64,159.7,502,34,94.2,267,24,89.3,250,20,111.9,215,24,166.3,241,31,272.3,232,12,395.0,186,1,,5,209,140.5,1893,807,173.4,7207
2020-12-18,Yorkshire and The Humber,42,62.6,199,46,76.6,262,57,138.8,457,65,152.3,476,99,175.9,652,111,196.2,739,125,221.1,783,129,228.1,779,122,223.1,690,120,194.3,695,126,199.4,758,101,176.4,642,80,154.9,487,44,93.9,266,50,91.4,256,35,116.6,224,38,164.3,238,33,263.0,224,25,426.9,201,2,,4,305,140.7,1896,1145,171.7,7136
2020-12-17,Yorkshire and The Humber,30,58.5,186,33,76.3,261,45,139.7,460,67,155.2,485,91,169.1,627,107,192.5,725,114,214.6,760,88,217.5,743,96,214.6,664,88,189.8,679,76,196.0,745,84,171.8,625,72,147.6,464,35,89.3,253,35,88.5,248,23,116.6,224,28,167.0,242,37,252.4,215,21,435.4,205,2,,2,251,137.4,1851,921,167.5,6962
