date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,East of England,138,237.8,875,160,277.6,1104,254,460.0,1730,339,642.9,2139,557,876.0,2946,623,900.5,3343,585,869.7,3446,612,829.8,3349,566,841.1,3227,541,786.8,3298,623,732.4,3254,488,653.5,2712,307,497.2,1758,180,315.8,1024,151,253.6,852,107,249.6,576,93,321.1,558,88,430.1,469,66,673.6,436,1,,40,992,356.3,5673,5487,677.5,31463
2020-12-26,East of England,165,233.7,860,172,271.8,1081,242,466.4,1754,323,632.1,2103,425,826.6,2780,494,849.0,3152,542,827.3,3278,529,766.6,3094,540,792.6,3041,523,756.3,3170,515,673.0,2990,395,628.4,2608,259,474.8,1679,143,298.5,968,145,235.2,790,80,234.4,541,81,295.8,514,70,388.8,424,70,599.4,388,1,,42,848,333.1,5304,4866,645.0,29953
2020-12-25,East of England,43,214.9,791,36,257.5,1024,53,461.1,1734,95,605.4,2014,115,771.6,2595,165,794.6,2950,140,763.9,3027,158,710.6,2868,162,729.5,2799,170,710.0,2976,139,623.7,2771,131,587.4,2438,94,445.1,1574,49,277.2,899,41,213.7,718,44,217.5,502,41,270.5,470,29,361.3,394,24,537.6,348,0,,47,322,308.1,4905,1407,603.7,28034
2020-12-24,East of England,88,238.6,878,124,289.9,1153,197,533.1,2005,264,684.4,2277,328,857.9,2885,340,870.8,3233,398,840.9,3332,377,791.2,3193,374,794.7,3049,397,782.5,3280,416,684.9,3043,352,637.3,2645,223,485.0,1715,127,304.4,987,93,227.7,765,69,230.1,531,56,283.1,492,49,403.5,440,49,599.4,388,1,,49,666,334.0,5318,3656,668.0,31022
2020-12-23,East of England,152,241.8,890,182,298.7,1188,253,562.1,2114,364,705.2,2346,480,872.1,2933,549,891.8,3311,549,845.2,3349,517,793.9,3204,475,801.5,3075,519,785.4,3292,481,669.6,2975,400,633.9,2631,288,482.5,1706,157,301.9,979,140,227.1,763,104,225.8,521,97,286.0,497,87,392.5,428,66,590.1,382,8,,52,939,331.4,5276,4929,675.3,31360
2020-12-22,East of England,143,233.9,861,212,296.2,1178,335,579.1,2178,349,701.9,2335,509,843.6,2837,594,866.0,3215,627,812.4,3219,543,765.6,3090,511,783.8,3007,536,753.9,3160,533,643.0,2857,474,615.6,2555,291,452.5,1600,169,288.0,934,149,207.5,697,94,214.1,494,94,262.4,456,80,365.0,398,76,565.4,366,20,,47,953,310.6,4945,5386,657.6,30539
2020-12-21,East of England,146,222.0,817,218,279.6,1112,396,590.0,2219,405,708.8,2358,532,791.8,2663,578,806.7,2995,605,745.0,2952,613,716.8,2893,599,736.6,2826,612,714.5,2995,547,597.6,2655,472,569.6,2364,296,417.1,1475,199,271.7,881,133,185.8,624,78,196.7,454,96,248.0,431,66,361.3,394,85,542.3,351,9,,29,953,289.6,4610,5732,621.8,28878
2020-12-20,East of England,123,210.3,774,137,270.6,1076,278,597.7,2248,303,710.6,2364,391,725.2,2439,432,737.8,2739,417,678.1,2687,357,657.9,2655,380,682.9,2620,413,652.3,2734,359,553.0,2457,384,523.1,2171,228,379.5,1342,124,237.5,770,89,170.0,571,72,195.0,450,49,225.0,391,43,354.9,387,18,512.9,332,3,,22,623,266.5,4243,3977,581.1,26986
2020-12-19,East of England,96,193.2,711,115,264.8,1053,222,602.3,2265,234,692.8,2305,240,664.9,2236,292,676.9,2513,291,622.6,2467,303,625.2,2523,298,646.9,2482,329,610.5,2559,296,523.1,2324,225,469.4,1948,154,342.5,1211,74,218.3,708,73,160.2,538,41,181.6,419,37,225.0,391,40,335.6,366,30,526.8,341,6,,20,449,249.6,3974,2947,547.1,25406
2020-12-18,East of England,130,181.8,669,165,256.3,1019,324,603.3,2269,358,681.1,2266,405,638.7,2148,448,640.3,2377,445,595.6,2360,483,597.6,2412,412,620.6,2381,474,574.0,2406,411,495.8,2203,338,451.1,1872,235,325.2,1150,137,211.9,687,88,147.7,496,73,179.8,415,63,223.3,388,75,331.1,361,64,514.4,333,2,,15,735,240.6,3830,4395,525.3,24397
