date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-26,London,287,302.1,1831,342,353.9,2134,415,555.1,2984,605,784.6,3669,946,1073.9,6072,1184,1061.7,8175,1107,962.2,8064,1202,984.1,7691,1128,1054.0,6967,984,1029.0,6139,849,939.8,5329,775,911.7,4517,515,792.2,3098,324,635.0,1987,203,474.1,1297,133,413.3,799,91,439.6,663,69,466.5,436,49,619.6,356,7,,117,1384,586.5,8636,9831,850.4,63689
2020-12-25,London,93,291.1,1764,106,333.3,2010,150,552.5,2970,194,739.5,3458,318,1005.6,5686,443,1019.3,7849,407,930.5,7799,475,925.5,7233,445,985.0,6511,378,961.6,5737,341,871.6,4942,311,828.3,4104,209,729.3,2852,135,590.9,1849,99,449.7,1230,66,383.8,742,54,419.7,633,35,432.3,404,31,577.8,332,0,,142,629,546.1,8042,3661,803.9,60205
2020-12-24,London,262,320.6,1943,272,373.1,2250,375,632.1,3398,468,818.0,3825,748,1114.0,6299,948,1137.1,8756,1002,1027.7,8613,955,1002.1,7832,972,1066.4,7049,832,1048.8,6257,716,944.1,5353,582,892.7,4423,415,776.3,3036,263,621.9,1946,170,471.6,1290,108,406.6,786,87,450.2,679,65,472.9,442,36,605.7,348,8,,183,1144,579.0,8527,8140,883.7,66181
2020-12-23,London,334,319.5,1936,339,373.8,2254,509,662.4,3561,611,853.7,3992,1068,1143.4,6465,1436,1183.5,9113,1363,1060.4,8887,1298,1008.2,7879,1208,1056.8,6986,1021,1038.2,6194,885,936.0,5307,774,877.2,4346,489,766.4,2997,319,603.3,1888,217,471.2,1289,135,403.5,780,141,443.6,669,66,470.8,440,67,649.2,373,17,,185,1434,572.9,8436,10863,896.0,67105
2020-12-22,London,315,301.6,1828,400,369.3,2227,550,681.7,3665,648,861.0,4026,1175,1106.8,6258,1500,1164.0,8963,1501,1037.8,8698,1422,964.5,7538,1200,1013.6,6700,1121,989.4,5903,976,895.0,5075,755,819.2,4059,596,733.4,2868,355,565.3,1769,241,445.3,1218,156,383.8,742,122,411.1,620,80,478.3,447,73,631.8,363,28,,177,1623,545.1,8027,11591,869.5,65117
2020-12-21,London,298,281.2,1704,389,353.4,2131,582,695.7,3740,674,861.2,4027,1050,1027.7,5811,1580,1115.1,8586,1637,970.9,8137,1379,893.8,6985,1207,950.0,6280,1083,911.0,5435,976,830.7,4710,809,769.6,3813,513,654.4,2559,362,502.7,1573,210,397.4,1087,128,349.2,675,102,381.3,575,69,445.1,416,71,579.6,333,39,,159,1455,490.2,7218,11703,821.4,61518
2020-12-20,London,242,267.3,1620,286,345.1,2081,403,711.9,3827,469,851.6,3982,767,962.8,5444,1084,1024.8,7891,1047,876.9,7349,960,811.5,6342,807,878.2,5805,720,845.1,5042,586,756.9,4292,511,697.3,3455,361,600.7,2349,229,437.5,1369,157,363.0,993,73,324.9,628,66,363.4,548,52,439.8,411,29,556.9,320,18,,137,967,449.4,6618,7900,764.6,57267
2020-12-19,London,220,254.6,1543,218,334.2,2015,401,724.3,3894,394,851.6,3982,560,896.7,5070,858,952.8,7337,842,820.3,6875,744,760.1,5940,672,830.5,5490,582,796.5,4752,462,721.5,4091,362,645.9,3200,269,560.3,2191,186,400.1,1252,136,336.7,921,76,319.7,618,61,343.5,518,37,422.6,395,25,550.0,316,32,,119,790,421.8,6211,6347,725.1,54308
2020-12-18,London,272,240.6,1458,346,331.2,1997,578,720.2,3872,561,846.9,3960,931,854.2,4830,1350,899.6,6927,1221,773.0,6479,1074,721.7,5640,983,796.0,5262,898,768.7,4586,752,699.4,3966,630,623.0,3087,393,532.4,2082,232,373.9,1170,159,311.8,853,110,303.1,586,100,320.9,484,73,420.5,393,47,541.3,311,41,,98,1114,399.2,5879,9637,696.5,52162
2020-12-17,London,255,220.0,1333,276,311.1,1876,538,693.3,3727,635,827.0,3867,914,760.7,4301,1305,792.8,6105,1276,691.6,5796,1002,655.5,5123,909,719.0,4753,769,693.2,4136,670,637.9,3617,505,551.4,2732,376,476.4,1863,205,339.1,1061,169,283.0,774,102,276.8,535,77,290.4,438,63,377.7,353,61,513.4,295,10,,68,1053,361.2,5319,9064,633.3,47434
