date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-26,South West,46,67.0,195,40,69.5,227,50,114.3,360,102,182.4,549,170,290.2,971,197,343.3,1145,148,299.1,989,161,258.2,850,132,248.7,773,139,214.5,780,170,229.2,917,125,191.0,746,111,154.2,532,54,88.7,292,40,69.4,236,28,66.2,157,35,105.9,182,29,148.9,162,27,267.4,177,0,,8,324,108.7,1738,1480,211.4,8510
2020-12-25,South West,11,57.1,166,11,64.9,212,17,110.2,347,33,164.8,496,42,262.7,879,60,306.7,1023,54,278.2,920,56,226.9,747,44,227.2,706,36,192.8,701,49,199.7,799,39,173.1,676,26,132.1,456,17,76.6,252,13,64.7,220,19,61.1,145,9,92.0,158,11,135.1,147,13,243.2,161,0,,9,108,96.3,1539,452,190.8,7681
2020-12-24,South West,15,63.2,184,24,71.3,233,46,126.4,398,55,175.1,527,99,284.5,952,116,319.6,1066,120,292.4,967,96,241.8,796,95,238.7,742,78,209.5,762,90,212.7,851,70,186.4,728,67,143.4,495,34,83.6,275,31,70.9,241,12,62.8,149,24,103.6,178,18,157.2,171,21,264.4,175,1,,13,207,105.4,1684,905,204.1,8219
2020-12-23,South West,28,64.6,188,41,68.6,224,49,120.4,379,91,179.1,539,180,288.7,966,211,321.4,1072,180,287.6,951,145,237.5,782,119,235.2,731,137,213.4,776,167,212.0,848,128,188.2,735,89,142.3,491,51,82.6,272,41,66.8,227,27,68.7,163,27,103.6,178,17,165.5,180,39,290.1,192,0,,12,291,106.6,1703,1476,203.7,8203
2020-12-22,South West,40,70.1,204,31,67.0,219,57,126.1,397,94,169.4,510,172,280.6,939,231,296.8,990,189,267.6,885,144,224.1,738,141,230.7,717,115,207.3,754,156,199.0,796,122,171.8,671,77,130.1,449,52,75.7,249,44,63.5,216,29,67.0,159,35,101.8,175,33,184.8,201,28,279.5,185,3,,13,298,102.2,1634,1495,194.5,7833
2020-12-21,South West,31,69.1,201,60,67.7,221,88,126.7,399,100,161.1,485,175,262.4,878,192,264.7,883,172,245.9,813,155,209.0,688,150,213.3,663,165,205.7,748,172,182.2,729,168,162.6,635,98,126.9,438,49,66.5,219,37,58.0,197,26,64.0,152,30,98.4,169,34,177.4,193,40,265.9,176,4,,10,314,96.6,1544,1632,182.6,7353
2020-12-20,South West,24,69.4,202,20,58.5,191,53,122.0,384,74,147.5,444,133,240.3,804,138,233.6,779,126,225.6,746,93,192.6,634,92,199.8,621,110,193.9,705,113,166.7,667,94,145.7,569,64,114.5,395,35,60.5,199,30,56.5,192,16,66.6,158,22,102.4,176,20,162.7,177,9,243.2,161,0,,8,196,91.2,1458,1070,167.7,6754
2020-12-19,South West,17,67.7,197,25,61.8,202,37,116.9,368,49,133.9,403,78,223.6,748,75,215.3,718,79,208.1,688,58,187.7,618,65,192.4,598,60,182.9,665,52,155.2,621,55,137.0,535,35,104.3,360,14,56.8,187,24,53.5,182,16,63.6,151,11,98.4,169,14,161.8,176,11,252.3,167,1,,8,125,87.1,1392,651,158.2,6369
2020-12-18,South West,29,69.1,201,32,60.3,197,68,116.6,367,64,129.9,391,115,220.3,737,103,207.2,691,101,202.0,668,105,183.7,605,80,189.5,589,97,183.4,667,101,153.5,614,91,135.0,527,65,103.2,356,40,58.3,192,34,51.2,174,23,64.5,153,29,98.4,169,35,162.7,177,27,252.3,167,4,,7,253,86.8,1388,990,155.5,6261
2020-12-17,South West,19,64.3,187,15,61.2,200,27,106.1,334,67,125.6,378,113,204.7,685,122,197.0,657,104,192.6,637,82,174.0,573,84,182.1,566,92,172.1,626,87,142.7,571,77,127.3,497,63,96.8,334,31,50.1,165,17,49.4,168,26,63.6,151,24,91.4,157,27,151.7,165,38,246.3,163,0,,4,226,81.5,1303,889,146.9,5915
