date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,South East,150,211.8,1103,212,217.6,1263,266,359.3,2016,425,508.2,2598,718,764.5,4075,774,809.6,4413,700,793.4,4367,733,748.2,4389,713,746.8,4297,706,668.6,4205,671,612.8,4051,600,541.2,3336,419,435.2,2257,218,274.4,1274,149,218.4,1053,122,236.4,794,97,259.9,651,79,396.7,631,87,693.9,690,0,,22,1171,318.2,7350,6668,584.2,40135
2020-12-26,South East,182,209.9,1093,166,211.0,1225,264,365.7,2052,373,499.0,2551,631,740.6,3948,653,772.6,4211,701,759.6,4181,684,713.3,4184,706,721.1,4149,639,639.8,4024,661,583.4,3857,534,510.7,3148,364,404.0,2095,208,259.1,1203,155,214.8,1036,105,223.9,752,96,251.6,630,79,389.8,620,79,667.8,664,0,,26,1086,303.1,7000,6194,562.5,38649
2020-12-25,South East,39,197.6,1029,43,202.8,1177,84,360.2,2021,121,474.8,2427,184,682.1,3636,210,715.0,3897,196,699.8,3852,236,660.1,3872,249,652.5,3754,230,587.8,3697,224,532.9,3523,195,467.1,2879,142,368.7,1912,66,233.9,1086,72,201.6,972,45,216.5,727,43,238.4,597,47,377.2,600,38,650.7,647,0,,30,453,283.2,6541,2011,521.0,35794
2020-12-24,South East,144,217.2,1131,159,228.9,1329,234,410.6,2304,285,527.0,2694,462,741.6,3953,487,773.1,4214,488,766.2,4217,542,714.4,4191,521,701.5,4036,522,633.1,3982,548,581.9,3847,378,498.7,3074,277,396.5,2056,161,255.3,1185,146,215.9,1041,110,238.8,802,80,259.9,651,67,418.7,666,73,701.0,697,2,,40,914,307.3,7098,4772,567.8,39012
2020-12-23,South East,165,215.7,1123,200,235.1,1365,290,427.2,2397,394,548.7,2805,625,744.4,3968,683,782.1,4263,692,773.1,4255,653,714.8,4193,601,703.4,4047,591,629.6,3960,530,567.6,3752,461,499.1,3076,296,389.9,2022,202,251.8,1169,162,214.6,1035,134,236.1,793,112,267.5,670,98,436.3,694,106,716.0,712,3,,40,1110,307.2,7095,5888,571.2,39244
2020-12-22,South East,200,211.1,1099,233,237.2,1377,416,439.6,2467,502,554.2,2833,752,722.3,3850,782,762.3,4155,740,755.4,4158,730,687.9,4035,717,681.3,3920,731,618.3,3889,678,560.4,3705,544,486.2,2997,361,378.2,1961,219,240.2,1115,193,208.4,1005,134,222.1,746,108,257.6,645,120,423.1,673,151,696.9,693,7,,40,1286,296.0,6838,7032,560.7,38525
2020-12-21,South East,223,198.6,1034,250,240.5,1396,462,438.2,2459,498,540.5,2763,703,674.4,3595,824,718.1,3914,850,715.8,3940,811,653.4,3833,790,641.9,3693,786,579.7,3646,739,527.9,3490,624,461.3,2843,398,356.0,1846,200,222.1,1031,176,191.2,922,144,208.4,700,115,247.2,619,141,418.7,666,156,660.7,657,10,,34,1330,278.9,6441,7570,533.3,36640
2020-12-20,South East,140,180.9,942,174,236.0,1370,302,434.3,2437,378,527.0,2694,591,619.6,3303,572,653.5,3562,514,658.6,3625,528,601.9,3531,565,593.4,3414,525,538.0,3384,477,494.9,3272,412,419.9,2588,257,329.8,1710,147,208.9,970,132,176.9,853,80,190.6,640,76,232.8,583,68,398.0,633,61,636.6,633,4,,29,821,260.7,6022,5182,497.1,34151
2020-12-19,South East,118,172.9,900,118,232.6,1350,233,424.0,2379,249,505.9,2586,319,557.9,2974,339,602.5,3284,372,621.0,3418,372,565.3,3316,311,553.9,3187,312,505.3,3178,327,463.5,3064,265,390.8,2409,181,309.1,1603,91,198.8,923,91,164.0,791,80,184.0,618,63,228.8,573,59,401.7,639,62,639.6,636,4,,25,627,250.4,5783,3339,466.8,32070
2020-12-18,South East,141,165.4,861,195,237.6,1379,367,427.5,2399,388,505.3,2583,501,544.2,2901,527,581.2,3168,561,607.9,3346,555,553.4,3246,531,551.5,3173,515,500.5,3148,548,449.6,2972,390,378.5,2333,286,302.8,1570,165,196.5,912,141,157.0,757,120,176.6,593,97,223.2,559,113,399.9,636,88,620.5,617,10,,21,1010,244.4,5644,5229,458.9,31530
