date,cc_open,cc_occupied
2017-11-20,419,335
2017-11-21,418,333
2017-11-22,429,362
2017-11-23,429,372
2017-11-24,432,350
2017-11-25,431,341
2017-11-26,426,316
2017-11-27,429,369
2017-11-28,427,366
2017-11-29,427,377
2017-11-30,429,370
2017-12-01,426,356
2017-12-02,427,352
2017-12-03,429,356
2017-12-04,423,369
2017-12-05,429,357
2017-12-06,448,390
2017-12-07,454,382
2017-12-08,430,355
2017-12-09,430,345
2017-12-10,429,346
2017-12-11,430,361
2017-12-12,428,362
2017-12-13,441,355
2017-12-14,439,365
2017-12-15,443,377
2017-12-16,415,358
2017-12-17,419,348
2017-12-18,435,380
2017-12-19,446,387
2017-12-20,444,366
2017-12-21,439,370
2017-12-22,433,351
2017-12-23,433,339
2017-12-24,389,286
2017-12-25,439,334
2017-12-26,446,363
2017-12-27,454,385
2017-12-28,452,387
2017-12-29,455,378
2017-12-30,441,379
2017-12-31,443,371
2018-01-01,458,392
2018-01-02,449,388
2018-01-03,456,388
2018-01-04,455,394
2018-01-05,457,379
2018-01-06,458,362
2018-01-07,456,372
2018-01-08,455,387
2018-01-09,451,388
2018-01-10,453,384
2018-01-11,452,385
2018-01-12,454,387
2018-01-13,453,378
2018-01-14,453,399
2018-01-15,452,409
2018-01-16,455,408
2018-01-17,453,395
2018-01-18,453,371
2018-01-19,447,385
2018-01-20,454,376
2018-01-21,444,367
2018-01-22,453,388
2018-01-23,454,375
2018-01-24,454,384
2018-01-25,456,394
2018-01-26,452,369
2018-01-27,453,376
2018-01-28,456,385
2018-01-29,453,402
2018-01-30,451,399
2018-01-31,451,400
2018-02-01,453,378
2018-02-02,451,379
2018-02-03,451,389
2018-02-04,453,380
2018-02-05,453,403
2018-02-06,454,399
2018-02-07,449,391
2018-02-08,456,378
2018-02-09,456,392
2018-02-10,454,376
2018-02-11,455,389
2018-02-12,457,386
2018-02-13,454,385
2018-02-14,456,395
2018-02-15,456,400
2018-02-16,455,384
2018-02-17,454,369
2018-02-18,467,388
2018-02-19,456,406
2018-02-20,456,407
2018-02-21,457,411
2018-02-22,454,412
2018-02-23,458,404
2018-02-24,451,369
2018-02-25,456,398
2018-02-26,395,358
2018-02-27,455,405
2018-02-28,392,319
2018-03-01,456,397
2018-03-02,438,390
2018-03-03,453,397
2018-03-04,454,389
