date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsRollingRate00_05,cumAdmissions00_05,cumAdmissionsRollingRate06_17,cumAdmissions06_17,cumAdmissionsRollingRate18_64,cumAdmissions18_64,cumAdmissionsRollingRate65_84,cumAdmissions65_84,cumAdmissionsRollingRate85+,cumAdmissions85+
2020-12-02,North East and Yorkshire,231,19.6,2732,186,38.8,230,20.8,246,209.6,10801,1131.3,16190,3810.2,7838
2020-12-03,North East and Yorkshire,246,19.4,2551,167,39.5,234,20.8,246,211.1,10880,1138.2,16289,3841.3,7902
2020-12-04,North East and Yorkshire,198,19.0,2590,175,39.7,235,20.9,248,212.2,10933,1144.5,16379,3866.6,7954
2020-12-05,North East and Yorkshire,239,19.2,2498,169,39.7,235,20.9,248,213.4,10997,1152.0,16486,3899.7,8022
2020-12-06,North East and Yorkshire,226,18.9,2545,172,39.8,236,21.0,249,214.6,11058,1159.3,16590,3928.3,8081
2020-12-07,North East and Yorkshire,256,19.1,2617,175,40.0,237,21.2,251,215.9,11124,1166.5,16694,3968.7,8164
2020-12-08,North East and Yorkshire,248,19.2,2566,173,40.2,238,21.4,254,217.4,11201,1173.4,16792,4002.2,8233
2020-12-09,North East and Yorkshire,248,19.4,2526,160,40.3,239,21.9,260,218.7,11271,1180.7,16897,4034.3,8299
2020-12-10,North East and Yorkshire,214,19.0,2442,151,40.7,241,22.1,262,219.9,11331,1187.4,16993,4060.6,8353
2020-12-11,North East and Yorkshire,238,19.5,2386,149,40.7,241,22.1,262,221.4,11407,1194.6,17096,4089.3,8412
2020-12-12,North East and Yorkshire,249,19.6,2309,139,40.7,241,22.1,262,222.7,11476,1202.5,17208,4122.3,8480
2020-12-13,North East and Yorkshire,256,19.9,2353,147,41.0,243,22.4,265,224.1,11546,1210.4,17322,4154.9,8547
2020-12-14,North East and Yorkshire,301,20.5,2483,145,41.0,243,22.5,267,225.7,11631,1219.3,17449,4197.2,8634
2020-12-15,North East and Yorkshire,271,20.7,2482,144,41.3,245,22.7,269,227.1,11702,1228.7,17584,4226.8,8695
2020-12-16,North East and Yorkshire,260,20.9,2505,142,41.8,248,23.0,272,228.5,11773,1236.8,17700,4259.4,8762
2020-12-17,North East and Yorkshire,231,21.1,2494,145,42.5,252,23.3,276,229.6,11833,1244.9,17815,4282.7,8810
2020-12-18,North East and Yorkshire,230,21.0,2396,137,42.7,253,23.4,277,230.8,11891,1253.1,17933,4308.0,8862
2020-12-19,North East and Yorkshire,248,21.0,2413,152,42.9,254,23.6,280,232.0,11955,1260.7,18042,4342.5,8933
2020-12-20,North East and Yorkshire,256,21.0,2464,149,43.2,256,23.7,281,233.5,12034,1268.4,18151,4374.1,8998
2020-12-21,North East and Yorkshire,272,20.6,2530,149,43.4,257,23.7,281,235.0,12111,1276.7,18271,4410.1,9072
2020-12-22,North East and Yorkshire,294,20.9,2496,154,43.5,258,23.8,282,236.7,12198,1286.0,18403,4445.6,9145
2020-12-23,North East and Yorkshire,250,20.8,2457,148,43.5,258,23.9,283,238.1,12269,1294.7,18528,4471.3,9198
2020-12-24,North East and Yorkshire,192,20.3,2359,139,43.5,258,23.9,283,239.2,12327,1301.2,18621,4491.3,9239
2020-12-25,North East and Yorkshire,234,20.4,2233,139,43.7,259,24.0,284,240.5,12392,1308.8,18730,4519.5,9297
2020-12-26,North East and Yorkshire,282,20.8,2257,149,43.9,260,24.0,284,242.2,12482,1318.2,18864,4547.2,9354
2020-12-27,North East and Yorkshire,298,21.3,2328,144,44.4,263,24.3,288,244.1,12576,1327.0,18990,4581.7,9425
2020-12-28,North East and Yorkshire,309,21.7,2437,159,44.7,265,24.5,290,245.9,12673,1336.2,19122,4618.6,9501
2020-12-29,North East and Yorkshire,363,22.5,2528,156,45.4,269,24.5,290,247.9,12774,1348.2,19293,4660.9,9588
2020-12-30,North East and Yorkshire,311,23.2,2573,166,45.6,270,24.7,293,250.2,12894,1356.6,19414,4693.0,9654
2020-12-31,North East and Yorkshire,300,24.5,2562,169,45.7,271,24.9,295,252.0,12984,1366.9,19561,4722.2,9714
2021-01-01,North East and Yorkshire,338,25.7,2532,179,46.2,274,25.1,297,254.2,13098,1377.2,19708,4757.2,9786
2021-01-02,North East and Yorkshire,312,26.0,2624,177,46.6,276,25.2,299,255.8,13183,1388.4,19869,4787.3,9848
2021-01-03,North East and Yorkshire,335,26.5,2710,189,47.2,280,25.8,306,257.8,13286,1400.0,20035,4814.1,9903
2021-01-04,North East and Yorkshire,388,27.4,2828,192,47.6,282,26.1,309,260.5,13422,1411.3,20197,4855.4,9988
2021-01-05,North East and Yorkshire,378,27.6,2860,190,48.3,286,26.5,314,263.1,13555,1421.7,20345,4898.2,10076
2021-01-06,North East and Yorkshire,399,28.6,2865,204,48.8,289,27.3,323,265.9,13702,1434.7,20531,4924.4,10130
2021-01-07,North East and Yorkshire,453,30.4,2923,208,48.9,290,27.4,324,269.2,13870,1448.7,20732,4964.3,10212
2021-01-08,North East and Yorkshire,370,30.8,3217,221,49.1,291,27.4,325,271.5,13988,1460.2,20896,5006.1,10298
2021-01-09,North East and Yorkshire,407,31.9,2917,208,49.3,292,27.6,327,274.0,14120,1473.6,21088,5045.0,10378
2021-01-10,North East and Yorkshire,446,33.2,3228,236,49.3,292,27.9,330,276.9,14267,1487.1,21281,5095.0,10481
2021-01-11,North East and Yorkshire,466,34.1,3392,246,49.4,293,28.4,336,280.1,14435,1500.6,21474,5142.7,10579
2021-01-12,North East and Yorkshire,463,35.1,3429,258,49.8,295,28.4,337,283.4,14602,1513.6,21660,5194.7,10686
2021-01-13,North East and Yorkshire,393,35.0,3476,272,50.1,297,28.6,339,286.2,14750,1525.7,21833,5227.7,10754
2021-01-14,North East and Yorkshire,416,34.6,3455,277,50.3,298,28.7,340,289.2,14900,1538.9,22023,5263.7,10828
2021-01-15,North East and Yorkshire,416,35.1,3584,284,50.3,298,28.8,341,291.9,15040,1551.6,22204,5309.4,10922
2021-01-16,North East and Yorkshire,464,35.8,3567,280,50.4,299,28.9,342,295.0,15203,1564.3,22386,5366.3,11039
2021-01-17,North East and Yorkshire,445,35.8,3604,282,50.4,299,29.0,343,297.9,15348,1577.9,22581,5416.8,11143
2021-01-18,North East and Yorkshire,462,35.7,3796,298,50.6,300,29.0,344,300.6,15490,1593.4,22803,5463.5,11239
2021-01-19,North East and Yorkshire,492,36.0,3830,316,51.0,302,29.1,345,304.3,15682,1606.9,22996,5514.1,11343
2021-01-20,North East and Yorkshire,472,37.0,3818,328,51.5,305,29.5,349,307.7,15853,1621.3,23202,5556.9,11431
2021-01-21,North East and Yorkshire,431,37.1,3814,322,51.5,305,29.6,351,310.7,16010,1634.0,23384,5600.6,11521
2021-01-22,North East and Yorkshire,364,36.5,3793,325,52.0,308,29.8,353,313.5,16153,1644.9,23539,5630.3,11582
2021-01-23,North East and Yorkshire,360,35.3,3732,340,52.3,310,30.1,356,315.8,16272,1655.6,23693,5670.1,11664
2021-01-24,North East and Yorkshire,416,35.0,3732,339,52.5,311,30.3,359,318.5,16413,1668.0,23870,5715.8,11758
2021-01-25,North East and Yorkshire,345,33.6,3891,336,52.6,312,30.4,360,321.2,16549,1678.2,24016,5745.5,11819
2021-01-26,North East and Yorkshire,380,32.3,3841,336,52.8,313,30.5,361,324.0,16693,1688.9,24169,5784.8,11900
2021-01-27,North East and Yorkshire,360,31.0,3654,319,53.1,315,30.6,362,326.5,16826,1699.1,24315,5822.8,11978
2021-01-28,North East and Yorkshire,355,30.1,3593,309,53.5,317,30.7,364,329.3,16966,1709.9,24470,5850.0,12034
2021-01-29,North East and Yorkshire,354,30.0,3521,314,54.0,320,31.0,367,331.9,17100,1719.8,24611,5885.5,12107
2021-01-30,North East and Yorkshire,312,29.4,3484,317,54.3,322,31.1,369,334.0,17213,1729.1,24745,5915.1,12168
2021-01-31,North East and Yorkshire,266,27.7,3506,319,54.7,324,31.1,369,335.9,17310,1737.7,24867,5937.0,12213
2021-02-01,North East and Yorkshire,334,27.6,3496,317,54.8,325,31.4,372,338.3,17430,1748.0,25015,5967.1,12275
2021-02-02,North East and Yorkshire,308,26.7,3402,319,55.3,328,31.4,372,340.2,17529,1758.3,25163,5995.3,12333
2021-02-03,North East and Yorkshire,333,26.4,3330,326,55.8,331,31.6,374,342.4,17643,1768.2,25304,6030.8,12406
2021-02-04,North East and Yorkshire,301,25.8,3255,322,56.5,335,31.8,377,344.5,17750,1777.6,25438,6056.6,12459
2021-02-05,North East and Yorkshire,254,24.6,3183,316,57.0,338,32.1,380,346.3,17842,1784.9,25543,6081.4,12510
2021-02-06,North East and Yorkshire,274,24.2,3066,307,57.2,339,32.2,381,348.5,17957,1792.4,25651,6105.2,12559
2021-02-07,North East and Yorkshire,250,24.0,3057,306,57.5,341,32.2,381,350.5,18062,1799.4,25751,6126.1,12602
2021-02-08,North East and Yorkshire,264,23.2,3148,308,57.7,342,32.2,382,352.3,18156,1807.7,25869,6150.4,12652
2021-02-09,North East and Yorkshire,272,22.7,2978,297,57.7,342,32.4,384,354.4,18264,1815.4,25979,6175.7,12704
2021-02-10,North East and Yorkshire,242,21.7,2847,302,57.9,343,32.8,388,356.4,18366,1821.5,26067,6198.5,12751
2021-02-11,North East and Yorkshire,217,20.7,2817,308,58.2,345,33.0,391,358.2,18457,1828.0,26160,6212.1,12779
2021-02-12,North East and Yorkshire,240,20.5,2723,293,58.4,346,33.0,391,360.2,18558,1835.1,26262,6229.6,12815
2021-02-13,North East and Yorkshire,199,19.7,2589,296,58.9,349,33.1,392,361.8,18642,1840.4,26337,6247.1,12851
2021-02-14,North East and Yorkshire,214,19.2,2547,293,59.2,351,33.2,393,363.4,18725,1846.2,26420,6269.0,12896
2021-02-15,North East and Yorkshire,225,18.8,2536,294,59.4,352,33.3,395,365.2,18818,1852.2,26506,6289.9,12939
2021-02-16,North East and Yorkshire,222,18.2,2420,287,59.9,355,33.6,398,367.0,18909,1858.1,26590,6309.9,12980
2021-02-17,North East and Yorkshire,197,17.7,2391,280,59.9,355,33.8,400,368.4,18982,1863.7,26671,6329.8,13021
2021-02-18,North East and Yorkshire,214,17.6,2305,278,60.2,357,33.8,400,370.2,19076,1869.3,26751,6348.3,13059
2021-02-19,North East and Yorkshire,167,16.8,2197,263,60.4,358,33.8,400,371.4,19138,1874.3,26823,6363.8,13091
2021-02-20,North East and Yorkshire,168,16.4,2155,252,60.6,359,33.9,402,372.9,19213,1879.1,26891,6374.5,13113
2021-02-21,North East and Yorkshire,163,15.8,2163,252,60.7,360,33.9,402,374.2,19284,1883.4,26952,6389.1,13143
2021-02-22,North East and Yorkshire,194,15.5,2118,248,61.1,362,34.3,406,375.8,19363,1889.2,27035,6401.7,13169
2021-02-23,North East and Yorkshire,172,14.9,2076,247,61.6,365,34.4,407,377.2,19436,1894.1,27106,6413.4,13193
2021-02-24,North East and Yorkshire,145,14.3,1947,237,61.8,366,34.4,407,378.5,19503,1898.1,27163,6423.1,13213
2021-02-25,North East and Yorkshire,172,13.8,1894,232,62.3,369,34.4,408,380.2,19589,1902.3,27223,6433.8,13235
2021-02-26,North East and Yorkshire,159,13.7,1800,231,62.4,370,34.5,409,381.7,19669,1906.1,27278,6444.5,13257
2021-02-27,North East and Yorkshire,152,13.5,1736,225,62.4,370,34.5,409,383.2,19746,1909.7,27329,6456.2,13281
2021-02-28,North East and Yorkshire,132,13.1,1747,219,62.4,370,34.8,412,384.5,19815,1912.6,27370,6465.4,13300
2021-03-01,North East and Yorkshire,130,12.4,1742,217,62.6,371,34.9,414,385.6,19870,1916.8,27430,6471.2,13312
2021-03-02,North East and Yorkshire,121,11.8,1629,200,62.8,372,35.1,416,386.7,19926,1919.9,27475,6479.5,13329
2021-03-03,North East and Yorkshire,140,11.7,1552,199,62.9,373,35.4,419,388.0,19992,1923.1,27521,6491.2,13353
2021-03-04,North East and Yorkshire,121,11.1,1444,202,63.3,375,35.4,419,389.2,20055,1926.3,27566,6496.5,13364
2021-03-05,North East and Yorkshire,96,10.4,1380,202,63.6,377,35.5,421,390.1,20101,1928.4,27597,6503.8,13379
2021-03-06,North East and Yorkshire,108,9.9,1288,182,63.8,378,35.5,421,391.1,20153,1931.2,27636,6511.6,13395
2021-03-07,North East and Yorkshire,93,9.4,1248,176,63.9,379,35.6,422,392.2,20207,1932.9,27661,6517.4,13407
2021-03-08,North East and Yorkshire,101,9.1,1265,169,64.1,380,35.8,424,393.2,20259,1935.0,27691,6525.2,13423
2021-03-09,North East and Yorkshire,103,8.9,1221,165,64.5,382,35.9,425,394.0,20301,1937.8,27731,6534.0,13441
2021-03-10,North East and Yorkshire,102,8.5,1082,145,65.0,385,36.0,426,394.9,20349,1939.8,27760,6544.2,13462
2021-03-11,North East and Yorkshire,91,8.1,1077,143,65.3,387,36.0,426,395.5,20380,1942.9,27804,6551.0,13476
2021-03-12,North East and Yorkshire,84,8.0,1049,131,65.6,389,36.0,427,396.4,20424,1944.3,27824,6559.2,13493
2021-03-13,North East and Yorkshire,82,7.7,1003,131,65.8,390,36.0,427,397.2,20469,1946.0,27848,6565.1,13505
2021-03-14,North East and Yorkshire,69,7.4,993,122,66.3,393,36.1,428,397.9,20504,1947.6,27872,6568.0,13511
2021-03-15,North East and Yorkshire,85,7.2,985,115,66.3,393,36.3,430,398.8,20547,1949.4,27897,6575.3,13526
2021-03-16,North East and Yorkshire,82,6.9,910,112,66.3,393,36.3,430,399.5,20586,1951.2,27923,6583.5,13543
2021-03-17,North East and Yorkshire,87,6.8,862,107,66.5,394,36.5,432,400.4,20633,1952.8,27946,6590.3,13557
2021-03-18,North East and Yorkshire,88,6.7,838,100,66.6,395,36.6,434,401.3,20680,1954.5,27970,6597.2,13571
2021-03-19,North East and Yorkshire,51,6.4,776,94,66.8,396,36.8,436,401.7,20701,1955.8,27989,6601.0,13579
2021-03-20,North East and Yorkshire,54,6.0,754,95,66.8,396,36.8,436,402.2,20726,1957.1,28007,6606.4,13590
2021-03-21,North East and Yorkshire,65,6.0,730,96,66.8,396,36.9,437,402.9,20761,1958.4,28026,6611.2,13600
2021-03-22,North East and Yorkshire,57,5.6,737,95,67.2,398,37.0,438,403.4,20789,1959.5,28042,6616.1,13610
2021-03-23,North East and Yorkshire,74,5.6,675,93,67.2,398,37.2,441,404.0,20820,1961.3,28068,6622.9,13624
2021-03-24,North East and Yorkshire,69,5.3,637,82,67.3,399,37.2,441,404.7,20856,1963.0,28092,6626.8,13632
2021-03-25,North East and Yorkshire,68,5.1,616,84,67.5,400,37.3,442,405.4,20889,1964.5,28113,6632.6,13644
2021-03-26,North East and Yorkshire,68,5.3,625,88,67.8,402,37.5,444,406.1,20926,1966.0,28135,6635.1,13649
2021-03-27,North East and Yorkshire,47,5.2,780,82,67.8,402,37.5,444,406.6,20951,1967.2,28152,6637.5,13654
2021-03-28,North East and Yorkshire,43,5.0,601,81,67.8,402,37.6,446,407.1,20975,1968.0,28163,6640.4,13660
2021-03-29,North East and Yorkshire,53,4.9,608,77,67.8,402,37.7,447,407.7,21009,1968.8,28174,6643.8,13667
2021-03-30,North East and Yorkshire,52,4.7,564,80,67.8,402,37.7,447,408.3,21040,1969.9,28190,6646.2,13672
2021-03-31,North East and Yorkshire,62,4.6,514,79,68.0,403,37.7,447,409.0,21074,1971.2,28209,6650.1,13680
2021-04-01,North East and Yorkshire,45,4.3,498,75,68.2,404,37.8,448,409.4,21097,1972.1,28222,6653.5,13687
2021-04-02,North East and Yorkshire,41,4.0,502,65,68.5,406,37.8,448,409.8,21118,1972.9,28233,6656.9,13694
2021-04-03,North East and Yorkshire,42,3.9,477,69,68.7,407,38.0,450,410.3,21144,1973.6,28244,6657.9,13696
2021-04-04,North East and Yorkshire,34,3.8,473,70,68.7,407,38.0,450,410.8,21166,1974.3,28253,6659.4,13699
2021-04-05,North East and Yorkshire,49,3.8,478,69,68.7,407,38.2,452,411.2,21191,1975.3,28268,6662.8,13706
2021-04-06,North East and Yorkshire,42,3.7,476,72,68.7,407,38.2,452,411.7,21216,1976.2,28281,6664.7,13710
2021-04-07,North East and Yorkshire,48,3.5,454,70,68.7,407,38.2,452,412.1,21237,1977.6,28301,6668.1,13717
2021-04-08,North East and Yorkshire,39,3.4,437,62,68.8,408,38.2,453,412.6,21263,1978.4,28312,6668.1,13717
2021-04-09,North East and Yorkshire,41,3.4,429,61,68.8,408,38.4,455,413.1,21287,1979.2,28323,6670.1,13721
2021-04-10,North East and Yorkshire,43,3.5,435,59,69.0,409,38.5,456,413.5,21308,1980.3,28339,6672.0,13725
2021-04-11,North East and Yorkshire,52,3.7,391,62,69.2,410,38.7,458,414.1,21337,1981.3,28353,6674.9,13731
2021-04-12,North East and Yorkshire,37,3.5,399,55,69.2,410,38.7,458,414.5,21356,1982.4,28369,6675.9,13733
2021-04-13,North East and Yorkshire,35,3.4,366,54,69.2,410,38.7,459,414.8,21375,1983.2,28381,6677.4,13736
2021-04-14,North East and Yorkshire,40,3.4,348,52,69.3,411,38.7,459,415.4,21403,1983.6,28387,6679.8,13741
2021-04-15,North East and Yorkshire,25,3.2,338,48,69.5,412,38.8,460,415.6,21417,1984.1,28394,6680.8,13743
2021-04-16,North East and Yorkshire,20,2.9,314,49,69.5,412,38.8,460,415.9,21432,1984.4,28398,6681.3,13744
2021-04-17,North East and Yorkshire,32,2.8,282,43,69.5,412,38.8,460,416.4,21455,1984.9,28405,6682.2,13746
2021-04-18,North East and Yorkshire,20,2.4,273,42,69.5,412,38.9,461,416.6,21466,1985.3,28411,6683.2,13748
2021-04-19,North East and Yorkshire,36,2.4,295,45,69.7,413,39.1,463,416.9,21483,1986.1,28422,6685.6,13753
2021-04-20,North East and Yorkshire,25,2.3,270,41,69.9,414,39.1,463,417.1,21494,1986.8,28432,6687.1,13756
2021-04-21,North East and Yorkshire,18,2.1,253,34,69.9,414,39.1,463,417.3,21502,1987.3,28439,6688.5,13759
2021-04-22,North East and Yorkshire,8,1.9,243,35,69.9,414,39.2,464,417.4,21506,1987.4,28441,6689.0,13760
2021-04-23,North East and Yorkshire,27,1.9,222,32,70.2,416,39.2,464,417.7,21522,1988.0,28449,6689.5,13761
2021-04-24,North East and Yorkshire,21,1.8,208,31,70.4,417,39.2,464,417.8,21529,1988.6,28458,6691.5,13765
2021-04-25,North East and Yorkshire,19,1.8,213,26,70.5,418,39.2,464,418.0,21537,1989.2,28466,6692.4,13767
2021-04-26,North East and Yorkshire,17,1.6,219,28,70.7,419,39.3,466,418.1,21543,1989.6,28473,6692.9,13768
2021-04-27,North East and Yorkshire,26,1.6,194,27,71.0,421,39.7,470,418.3,21556,1990.0,28478,6693.9,13770
2021-04-28,North East and Yorkshire,13,1.5,194,23,71.2,422,39.8,471,418.4,21561,1990.3,28483,6694.4,13771
2021-04-29,North East and Yorkshire,21,1.7,180,18,71.2,422,39.8,472,418.6,21572,1990.8,28489,6695.8,13774
2021-04-30,North East and Yorkshire,20,1.6,170,20,71.4,423,39.8,472,418.9,21583,1991.2,28495,6696.8,13776
2021-05-01,North East and Yorkshire,12,1.5,167,21,71.4,423,39.8,472,419.0,21588,1991.6,28501,6697.3,13777
2021-05-02,North East and Yorkshire,26,1.6,168,22,71.4,423,39.9,473,419.2,21603,1992.1,28508,6698.8,13780
2021-05-03,North East and Yorkshire,21,1.6,167,23,71.7,425,39.9,473,419.5,21617,1992.4,28512,6699.2,13781
2021-05-04,North East and Yorkshire,18,1.5,171,22,71.9,426,40.0,474,419.7,21629,1992.6,28515,6699.7,13782
2021-05-05,North East and Yorkshire,15,1.6,160,24,71.9,426,40.1,475,419.8,21634,1992.9,28520,6701.7,13786
2021-05-06,North East and Yorkshire,26,1.6,156,23,72.0,427,40.1,475,420.2,21654,1993.1,28522,6703.1,13789
2021-05-07,North East and Yorkshire,14,1.5,160,20,72.0,427,40.2,476,420.4,21663,1993.3,28525,6703.6,13790
2021-05-08,North East and Yorkshire,18,1.6,155,22,72.0,427,40.4,478,420.5,21669,1993.5,28528,6707.0,13797
2021-05-09,North East and Yorkshire,11,1.4,151,22,72.0,427,40.4,478,420.6,21675,1993.8,28533,6707.0,13797
2021-05-10,North East and Yorkshire,8,1.3,146,23,72.4,429,40.4,478,420.7,21679,1994.0,28535,6707.0,13797
2021-05-11,North East and Yorkshire,13,1.2,140,20,72.7,431,40.4,478,420.9,21687,1994.2,28538,6707.0,13797
2021-05-12,North East and Yorkshire,25,1.3,149,20,72.9,432,40.4,478,421.2,21705,1994.5,28543,6707.5,13798
2021-05-13,North East and Yorkshire,9,1.1,132,17,72.9,432,40.4,478,421.3,21710,1994.7,28546,6708.0,13799
2021-05-14,North East and Yorkshire,16,1.2,129,19,72.9,432,40.4,478,421.5,21721,1994.9,28548,6709.4,13802
2021-05-15,North East and Yorkshire,10,1.1,126,19,72.9,432,40.4,478,421.6,21726,1995.2,28552,6709.9,13803
2021-05-16,North East and Yorkshire,7,1.0,116,20,72.9,432,40.4,478,421.7,21728,1995.4,28555,6710.9,13805
2021-05-17,North East and Yorkshire,11,1.1,110,19,73.1,433,40.4,478,421.7,21732,1995.5,28557,6712.8,13809
2021-05-18,North East and Yorkshire,7,1.0,108,19,73.1,433,40.4,479,421.9,21738,1995.5,28557,6712.8,13809
2021-05-19,North East and Yorkshire,21,0.9,112,19,73.2,434,40.4,479,422.2,21754,1995.8,28561,6712.8,13809
2021-05-20,North East and Yorkshire,11,1.0,104,20,73.4,435,40.4,479,422.3,21760,1995.9,28563,6713.8,13811
2021-05-21,North East and Yorkshire,14,0.9,107,19,73.6,436,40.5,480,422.4,21766,1996.1,28566,6715.3,13814
2021-05-22,North East and Yorkshire,17,1.0,94,19,73.6,436,40.7,482,422.6,21776,1996.3,28568,6716.7,13817
2021-05-23,North East and Yorkshire,15,1.1,105,18,73.7,437,40.9,484,422.8,21784,1996.4,28570,6717.7,13819
2021-05-24,North East and Yorkshire,15,1.2,108,17,73.7,437,40.9,484,422.9,21792,1996.7,28574,6719.2,13822
2021-05-25,North East and Yorkshire,11,1.2,98,19,73.9,438,40.9,484,423.0,21799,1996.8,28576,6719.7,13823
2021-05-26,North East and Yorkshire,13,1.1,94,16,73.9,438,40.9,484,423.2,21808,1997.1,28579,6720.1,13824
2021-05-27,North East and Yorkshire,11,1.1,92,18,73.9,438,40.9,484,423.3,21814,1997.3,28583,6720.6,13825
2021-05-28,North East and Yorkshire,16,1.1,96,17,73.9,438,40.9,485,423.6,21825,1997.5,28585,6721.6,13827
2021-05-29,North East and Yorkshire,11,1.1,97,14,73.9,438,40.9,485,423.7,21832,1997.6,28587,6722.6,13829
2021-05-30,North East and Yorkshire,12,1.0,101,13,74.1,439,40.9,485,423.8,21839,1997.9,28591,6722.6,13829
2021-05-31,North East and Yorkshire,22,1.1,98,12,74.4,441,40.9,485,424.0,21847,1998.6,28601,6723.5,13831
2021-06-01,North East and Yorkshire,17,1.2,92,12,74.4,441,40.9,485,424.2,21860,1998.9,28605,6723.5,13831
2021-06-02,North East and Yorkshire,13,1.2,101,13,74.4,441,40.9,485,424.4,21870,1999.0,28607,6724.0,13832
2021-06-03,North East and Yorkshire,12,1.2,96,15,74.7,443,40.9,485,424.5,21876,1999.2,28610,6724.5,13833
2021-06-04,North East and Yorkshire,15,1.2,90,14,75.3,446,40.9,485,424.7,21886,1999.4,28612,6724.5,13833
2021-06-05,North East and Yorkshire,7,1.1,80,13,75.4,447,40.9,485,424.8,21890,1999.5,28614,6724.5,13833
2021-06-06,North East and Yorkshire,16,1.2,84,14,75.6,448,40.9,485,425.0,21901,1999.8,28618,6724.5,13833
2021-06-07,North East and Yorkshire,,,98,15,,,,,,,,,,
2021-06-08,North East and Yorkshire,,,101,14,,,,,,,,,,
