date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsRollingRate00_05,cumAdmissions00_05,cumAdmissionsRollingRate06_17,cumAdmissions06_17,cumAdmissionsRollingRate18_64,cumAdmissions18_64,cumAdmissionsRollingRate65_84,cumAdmissions65_84,cumAdmissionsRollingRate85+,cumAdmissions85+
2020-06-07,South East,43,4.3,604,42,10.4,63,2.6,34,79.9,4193,355.1,5315,1201.8,3050
2020-06-08,South East,38,4.1,605,42,10.4,63,2.6,34,80.0,4201,356.0,5329,1208.1,3066
2020-06-09,South East,39,3.6,574,38,10.4,63,2.6,34,80.2,4209,357.2,5347,1213.3,3079
2020-06-10,South East,23,3.3,556,32,10.4,63,2.6,34,80.3,4216,357.8,5355,1216.4,3087
2020-06-11,South East,27,2.9,539,32,10.4,63,2.6,34,80.4,4223,358.8,5370,1218.4,3092
2020-06-12,South East,28,2.8,511,28,10.4,63,2.6,34,80.6,4231,359.2,5377,1223.5,3105
2020-06-13,South East,28,2.5,480,30,10.4,63,2.6,34,80.7,4239,360.2,5391,1225.9,3111
2020-06-14,South East,46,2.6,489,34,10.4,63,2.6,34,80.9,4249,361.6,5413,1231.4,3125
2020-06-15,South East,45,2.7,476,29,10.4,63,2.6,34,81.1,4260,363.2,5436,1235.7,3136
2020-06-16,South East,37,2.6,474,26,10.4,63,2.6,34,81.3,4268,363.9,5446,1243.2,3155
2020-06-17,South East,28,2.7,467,26,10.4,63,2.6,34,81.4,4271,364.7,5458,1248.3,3168
2020-06-18,South East,22,2.6,431,22,10.4,63,2.6,34,81.5,4276,365.5,5470,1250.3,3173
2020-06-19,South East,25,2.6,430,24,10.4,63,2.6,34,81.6,4283,366.2,5481,1253.1,3180
2020-06-20,South East,35,2.7,373,22,10.4,63,2.6,34,81.7,4289,367.5,5500,1257.0,3190
2020-06-21,South East,27,2.5,395,22,10.4,63,2.6,34,81.9,4300,368.2,5511,1259.0,3195
2020-06-22,South East,32,2.3,381,21,10.5,64,2.7,35,82.1,4310,369.0,5523,1262.1,3203
2020-06-23,South East,21,2.1,370,21,10.5,64,2.7,35,82.2,4313,369.9,5536,1264.1,3208
2020-06-24,South East,27,2.1,338,18,10.5,64,2.7,35,82.3,4323,370.6,5547,1266.5,3214
2020-06-25,South East,27,2.2,342,19,10.5,64,2.7,35,82.5,4329,371.3,5558,1270.4,3224
2020-06-26,South East,22,2.1,286,17,10.5,64,2.7,35,82.5,4332,371.9,5567,1274.3,3234
2020-06-27,South East,31,2.1,303,20,10.5,64,2.7,35,82.7,4340,372.8,5580,1278.3,3244
2020-06-28,South East,24,2.1,297,20,10.5,64,2.7,35,82.8,4347,373.4,5589,1281.4,3252
2020-06-29,South East,23,2.0,309,21,10.7,65,2.7,35,82.8,4349,374.4,5604,1283.4,3257
2020-06-30,South East,31,2.1,282,20,10.7,65,2.7,35,83.0,4355,375.3,5618,1287.7,3268
2020-07-01,South East,27,2.1,273,18,10.9,66,2.7,35,83.0,4359,376.1,5630,1290.1,3274
2020-07-02,South East,20,2.0,279,22,10.9,66,2.8,36,83.1,4363,376.7,5639,1292.5,3280
2020-07-03,South East,19,2.0,279,21,10.9,66,2.8,36,83.2,4367,377.4,5648,1294.8,3286
2020-07-04,South East,21,1.9,256,16,10.9,66,2.8,36,83.3,4371,378.1,5659,1297.2,3292
2020-07-05,South East,15,1.8,253,15,10.9,66,2.8,36,83.4,4376,378.5,5665,1298.8,3296
2020-07-06,South East,19,1.7,251,15,10.9,66,2.8,36,83.4,4380,379.1,5674,1301.1,3302
2020-07-07,South East,23,1.6,252,10,10.9,66,2.8,36,83.6,4387,379.7,5683,1303.9,3309
2020-07-08,South East,19,1.5,242,8,10.9,66,2.8,36,83.6,4390,380.3,5692,1306.6,3316
2020-07-09,South East,25,1.6,244,10,10.9,66,2.8,36,83.8,4399,381.2,5705,1307.8,3319
2020-07-10,South East,16,1.6,235,10,11.0,67,2.8,36,83.9,4404,381.6,5711,1309.4,3323
2020-07-11,South East,14,1.5,227,11,11.0,67,2.8,36,83.9,4405,382.2,5720,1311.0,3327
2020-07-12,South East,8,1.4,222,10,11.2,68,2.8,36,83.9,4406,382.4,5724,1311.8,3329
2020-07-13,South East,25,1.5,222,10,11.2,68,2.8,36,84.0,4411,383.2,5736,1314.9,3337
2020-07-14,South East,15,1.4,215,10,11.2,68,2.8,36,84.1,4414,384.0,5747,1315.3,3338
2020-07-15,South East,15,1.3,215,12,11.2,68,2.8,36,84.1,4415,384.5,5755,1317.7,3344
2020-07-16,South East,15,1.2,201,10,11.2,68,2.8,36,84.2,4422,384.9,5761,1318.5,3346
2020-07-17,South East,12,1.2,203,10,11.2,68,2.9,37,84.3,4427,385.1,5764,1319.7,3349
2020-07-18,South East,11,1.1,194,11,11.3,69,2.9,37,84.4,4433,385.4,5768,1319.7,3349
2020-07-19,South East,13,1.2,198,12,11.3,69,2.9,37,84.6,4440,385.7,5773,1320.0,3350
2020-07-20,South East,8,1.0,200,11,11.3,69,2.9,37,84.7,4444,386.0,5777,1320.0,3350
2020-07-21,South East,7,0.9,193,12,11.3,69,2.9,37,84.7,4447,386.2,5781,1320.0,3350
2020-07-22,South East,11,0.9,179,10,11.3,69,2.9,37,84.8,4453,386.4,5784,1320.8,3352
2020-07-23,South East,12,0.8,167,12,11.3,69,2.9,37,84.9,4457,386.8,5790,1321.6,3354
2020-07-24,South East,14,0.9,157,12,11.3,69,2.9,37,85.0,4463,387.3,5797,1322.0,3355
2020-07-25,South East,7,0.8,143,9,11.3,69,2.9,37,85.1,4467,387.4,5799,1322.4,3356
2020-07-26,South East,9,0.8,141,11,11.3,69,2.9,37,85.1,4470,387.7,5803,1323.2,3358
2020-07-27,South East,13,0.8,118,12,11.3,69,2.9,37,85.2,4474,388.2,5810,1324.0,3360
2020-07-28,South East,12,0.9,135,12,11.3,69,2.9,38,85.3,4477,388.5,5815,1325.2,3363
2020-07-29,South East,9,0.9,141,12,11.3,69,2.9,38,85.4,4481,388.8,5819,1325.6,3364
2020-07-30,South East,8,0.8,136,11,11.3,69,2.9,38,85.4,4484,389.0,5823,1326.0,3365
2020-07-31,South East,10,0.8,132,12,11.3,69,3.0,39,85.5,4487,389.2,5826,1327.1,3368
2020-08-01,South East,14,0.8,123,12,11.3,69,3.0,39,85.6,4494,389.6,5831,1327.9,3370
2020-08-02,South East,5,0.8,122,15,11.3,69,3.0,39,85.6,4494,389.8,5834,1328.7,3372
2020-08-03,South East,4,0.7,122,12,11.3,69,3.0,39,85.6,4495,389.9,5836,1329.1,3373
2020-08-04,South East,9,0.7,111,9,11.3,69,3.0,39,85.7,4498,390.2,5840,1329.9,3375
2020-08-05,South East,12,0.7,106,9,11.3,69,3.1,40,85.8,4503,390.4,5843,1331.1,3378
2020-08-06,South East,2,0.6,78,8,11.3,69,3.1,40,85.8,4503,390.4,5844,1331.5,3379
2020-08-07,South East,6,0.6,77,8,11.3,69,3.1,40,85.8,4503,390.7,5848,1332.3,3381
2020-08-08,South East,7,0.5,80,7,11.3,69,3.1,40,85.8,4506,391.0,5852,1332.3,3381
2020-08-09,South East,4,0.5,72,8,11.3,69,3.1,40,85.8,4506,391.1,5854,1333.0,3383
2020-08-10,South East,4,0.5,82,8,11.3,69,3.1,40,85.8,4506,391.2,5856,1333.8,3385
2020-08-11,South East,3,0.4,68,8,11.3,69,3.1,40,85.8,4506,391.4,5859,1333.8,3385
2020-08-12,South East,13,0.4,59,7,11.3,69,3.1,40,86.0,4515,391.6,5862,1334.2,3386
2020-08-13,South East,10,0.5,63,9,11.3,69,3.1,40,86.0,4517,392.0,5868,1335.0,3388
2020-08-14,South East,9,0.6,72,10,11.3,69,3.1,40,86.1,4520,392.4,5873,1335.4,3389
2020-08-15,South East,3,0.5,72,9,11.3,69,3.1,40,86.1,4522,392.4,5873,1335.8,3390
2020-08-16,South East,5,0.5,71,9,11.3,69,3.1,40,86.2,4524,392.4,5874,1336.6,3392
2020-08-17,South East,5,0.5,69,9,11.3,69,3.2,41,86.2,4525,392.6,5876,1337.0,3393
2020-08-18,South East,6,0.6,70,9,11.3,69,3.2,41,86.3,4529,392.6,5877,1337.4,3394
2020-08-19,South East,7,0.5,65,8,11.3,69,3.2,41,86.4,4535,392.6,5877,1337.8,3395
2020-08-20,South East,4,0.4,64,8,11.3,69,3.2,41,86.4,4538,392.6,5877,1338.2,3396
2020-08-21,South East,2,0.4,64,9,11.3,69,3.2,41,86.4,4538,392.7,5878,1338.6,3397
2020-08-22,South East,5,0.4,51,8,11.3,69,3.2,41,86.5,4539,392.9,5881,1339.0,3398
2020-08-23,South East,8,0.4,53,8,11.3,69,3.2,41,86.6,4544,393.1,5883,1339.4,3399
2020-08-24,South East,8,0.4,54,9,11.5,70,3.2,41,86.6,4546,393.3,5887,1339.7,3400
2020-08-25,South East,9,0.5,50,9,11.5,70,3.2,41,86.7,4550,393.6,5891,1340.1,3401
2020-08-26,South East,7,0.5,48,6,11.5,70,3.2,41,86.7,4554,393.7,5893,1340.5,3402
2020-08-27,South East,12,0.6,47,6,11.5,70,3.2,41,86.8,4558,394.0,5897,1342.1,3406
2020-08-28,South East,7,0.6,39,7,11.5,70,3.2,41,86.9,4561,394.1,5899,1342.9,3408
2020-08-29,South East,5,0.6,37,5,11.5,70,3.2,41,86.9,4564,394.2,5900,1343.3,3409
2020-08-30,South East,2,0.6,39,3,11.5,70,3.2,41,86.9,4564,394.2,5900,1344.1,3411
2020-08-31,South East,6,0.5,42,3,11.5,70,3.2,41,87.0,4567,394.3,5902,1344.5,3412
2020-09-01,South East,7,0.5,39,4,11.5,70,3.2,41,87.1,4570,394.5,5904,1345.3,3414
2020-09-02,South East,12,0.6,38,4,11.5,70,3.2,41,87.1,4575,394.7,5907,1346.8,3418
2020-09-03,South East,8,0.5,39,5,11.5,70,3.3,43,87.2,4578,394.9,5910,1346.8,3418
2020-09-04,South East,9,0.6,43,6,11.5,70,3.3,43,87.2,4578,395.3,5916,1348.0,3421
2020-09-05,South East,6,0.6,40,4,11.5,70,3.3,43,87.3,4581,395.4,5918,1348.4,3422
2020-09-06,South East,8,0.6,44,3,11.5,70,3.3,43,87.3,4582,395.7,5923,1349.2,3424
2020-09-07,South East,4,0.6,53,3,11.5,70,3.3,43,87.3,4583,395.9,5925,1349.6,3425
2020-09-08,South East,9,0.6,47,3,11.5,70,3.3,43,87.3,4584,396.1,5929,1351.2,3429
2020-09-09,South East,17,0.7,48,2,11.5,70,3.3,43,87.4,4587,396.7,5938,1353.1,3434
2020-09-10,South East,10,0.7,53,3,11.5,70,3.3,43,87.4,4590,396.9,5941,1354.7,3438
2020-09-11,South East,11,0.7,59,2,11.5,70,3.3,43,87.5,4593,397.0,5942,1357.5,3445
2020-09-12,South East,12,0.8,63,3,11.5,70,3.3,43,87.6,4599,397.1,5943,1359.5,3450
2020-09-13,South East,12,0.8,61,3,11.5,70,3.4,44,87.7,4606,397.3,5946,1359.8,3451
2020-09-14,South East,9,0.9,71,3,11.5,70,3.4,44,87.9,4612,397.5,5949,1359.8,3451
2020-09-15,South East,7,0.9,78,3,11.5,70,3.4,44,87.9,4615,397.6,5951,1360.6,3453
2020-09-16,South East,13,0.8,64,5,11.5,70,3.4,44,88.0,4620,398.1,5958,1361.0,3454
2020-09-17,South East,8,0.8,72,6,11.5,70,3.4,44,88.1,4627,398.1,5959,1361.0,3454
2020-09-18,South East,9,0.8,82,5,11.5,70,3.4,44,88.2,4630,398.5,5964,1361.4,3455
2020-09-19,South East,16,0.8,74,4,11.5,70,3.4,44,88.3,4633,398.8,5969,1364.6,3463
2020-09-20,South East,9,0.8,79,3,11.5,70,3.4,44,88.3,4637,398.9,5971,1365.8,3466
2020-09-21,South East,14,0.9,91,4,11.5,70,3.4,44,88.4,4642,399.3,5977,1366.9,3469
2020-09-22,South East,15,0.9,87,5,11.5,70,3.4,44,88.6,4650,399.7,5983,1367.3,3470
2020-09-23,South East,24,1.1,94,7,11.5,70,3.5,45,88.7,4659,400.4,5993,1368.9,3474
2020-09-24,South East,15,1.1,104,5,11.5,70,3.5,45,88.8,4663,400.8,5999,1370.9,3479
2020-09-25,South East,18,1.2,110,4,11.7,71,3.5,45,89.0,4670,401.2,6005,1372.5,3483
2020-09-26,South East,14,1.2,102,6,11.7,71,3.5,45,89.1,4675,401.5,6010,1374.0,3487
2020-09-27,South East,6,1.2,114,4,11.7,71,3.5,45,89.1,4677,401.7,6012,1374.8,3489
2020-09-28,South East,13,1.2,117,5,11.7,71,3.6,47,89.2,4684,401.7,6013,1376.0,3492
2020-09-29,South East,14,1.2,103,4,11.7,71,3.6,47,89.3,4690,402.0,6017,1377.6,3496
2020-09-30,South East,22,1.1,103,5,11.7,71,3.6,47,89.5,4698,402.6,6026,1379.5,3501
2020-10-01,South East,16,1.2,98,8,11.7,71,3.6,47,89.5,4701,403.2,6035,1381.1,3505
2020-10-02,South East,12,1.1,109,8,11.7,71,3.6,47,89.6,4706,403.5,6040,1381.9,3507
2020-10-03,South East,19,1.1,100,8,11.7,71,3.6,47,89.8,4712,404.1,6048,1383.9,3512
2020-10-04,South East,18,1.3,108,8,11.7,71,3.7,48,89.9,4721,404.6,6056,1383.9,3512
2020-10-05,South East,21,1.4,119,8,11.7,71,3.7,48,90.0,4724,405.5,6069,1385.9,3517
2020-10-06,South East,25,1.5,121,11,11.7,71,3.7,48,90.1,4731,406.3,6081,1388.2,3523
2020-10-07,South East,41,1.7,134,12,11.7,71,3.9,50,90.4,4748,407.3,6096,1391.0,3530
2020-10-08,South East,36,1.9,144,12,11.7,71,3.9,50,90.7,4764,408.2,6110,1393.3,3536
2020-10-09,South East,34,2.2,162,10,11.7,71,3.9,50,91.0,4776,409.0,6122,1397.3,3546
2020-10-10,South East,30,2.3,163,10,11.7,71,3.9,50,91.1,4785,409.8,6134,1400.8,3555
2020-10-11,South East,27,2.4,175,8,11.7,71,3.9,50,91.3,4793,410.8,6149,1402.4,3559
2020-10-12,South East,37,2.6,189,10,11.7,71,3.9,50,91.5,4802,412.1,6168,1405.9,3568
2020-10-13,South East,48,2.8,204,10,11.8,72,3.9,50,91.8,4821,413.3,6186,1409.9,3578
2020-10-14,South East,38,2.8,225,10,11.8,72,3.9,50,92.2,4841,414.1,6198,1412.3,3584
2020-10-15,South East,52,3.0,233,12,11.8,72,3.9,50,92.5,4856,415.6,6220,1418.2,3599
2020-10-16,South East,33,3.0,263,12,11.8,72,3.9,50,92.6,4861,416.5,6234,1423.7,3613
2020-10-17,South East,34,3.0,279,11,11.8,72,3.9,50,92.8,4873,417.2,6245,1428.0,3624
2020-10-18,South East,40,3.2,228,11,12.0,73,3.9,50,93.0,4882,418.4,6263,1432.7,3636
2020-10-19,South East,51,3.3,326,18,12.3,75,3.9,50,93.3,4898,419.5,6279,1439.4,3653
2020-10-20,South East,37,3.2,325,18,12.3,75,4.0,51,93.5,4907,420.6,6296,1443.4,3663
2020-10-21,South East,65,3.5,358,19,12.7,77,4.0,51,93.8,4926,422.8,6328,1448.1,3675
2020-10-22,South East,77,3.8,339,17,12.7,77,4.0,51,94.2,4946,424.7,6356,1459.5,3704
2020-10-23,South East,70,4.2,405,17,12.7,77,4.0,51,94.7,4969,426.6,6385,1466.6,3722
2020-10-24,South East,65,4.6,456,19,12.8,78,4.0,51,95.0,4989,428.1,6408,1474.9,3743
2020-10-25,South East,67,4.9,477,20,13.0,79,4.0,51,95.4,5008,430.0,6436,1482.4,3762
2020-10-26,South East,86,5.2,483,15,13.2,80,4.0,51,96.1,5044,432.1,6468,1489.1,3779
2020-10-27,South East,84,5.8,528,23,13.2,80,4.0,52,96.6,5072,434.8,6508,1495.0,3794
2020-10-28,South East,81,6.0,541,25,13.2,80,4.0,52,97.2,5102,436.9,6539,1502.9,3814
2020-10-29,South East,103,6.2,566,27,13.2,80,4.1,53,97.8,5132,439.8,6582,1514.3,3843
2020-10-30,South East,84,6.4,589,34,13.2,80,4.2,54,98.3,5163,441.9,6614,1522.2,3863
2020-10-31,South East,98,6.8,617,35,13.2,80,4.3,55,98.9,5193,444.8,6657,1531.6,3887
2020-11-01,South East,88,7.0,665,36,13.3,81,4.3,56,99.4,5220,447.1,6692,1541.1,3911
2020-11-02,South East,115,7.3,713,42,14.0,85,4.4,57,100.1,5254,450.4,6741,1551.7,3938
2020-11-03,South East,81,7.3,711,41,14.1,86,4.5,58,100.4,5273,452.8,6778,1560.8,3961
2020-11-04,South East,109,7.6,751,47,14.3,87,4.5,58,101.0,5301,456.2,6828,1572.6,3991
2020-11-05,South East,140,8.0,770,48,14.3,87,4.5,58,101.6,5335,460.0,6885,1591.9,4040
2020-11-06,South East,107,8.3,783,45,14.5,88,4.6,59,102.4,5375,462.9,6928,1600.6,4062
2020-11-07,South East,150,8.9,821,44,14.5,88,4.7,61,103.3,5422,467.0,6990,1616.0,4101
2020-11-08,South East,137,9.4,820,50,14.6,89,4.8,62,104.0,5461,471.4,7056,1627.8,4131
2020-11-09,South East,137,9.7,947,53,15.3,93,4.8,62,104.8,5504,475.4,7115,1640.0,4162
2020-11-10,South East,110,10.0,958,52,15.6,95,4.8,62,105.4,5535,478.6,7164,1651.0,4190
2020-11-11,South East,149,10.5,1011,60,16.1,98,4.8,62,106.2,5575,483.4,7235,1664.8,4225
2020-11-12,South East,181,10.9,967,58,16.9,103,4.9,63,107.1,5623,489.1,7320,1681.4,4267
2020-11-13,South East,97,10.8,1066,86,17.3,105,4.9,63,107.7,5653,492.1,7365,1689.3,4287
2020-11-14,South East,132,10.6,1122,84,17.4,106,5.0,64,108.7,5707,495.1,7411,1701.1,4317
2020-11-15,South East,130,10.5,1173,83,17.4,106,5.1,66,109.5,5747,498.5,7461,1716.1,4355
2020-11-16,South East,139,10.5,1182,82,17.8,108,5.2,67,110.2,5786,502.7,7524,1729.5,4389
2020-11-17,South East,141,10.9,1205,88,17.8,108,5.2,67,111.2,5836,507.0,7588,1740.1,4416
2020-11-18,South East,164,11.1,1227,93,17.8,108,5.3,68,112.1,5887,512.2,7666,1753.5,4450
2020-11-19,South East,201,11.3,1246,96,18.1,110,5.3,68,113.2,5941,517.9,7752,1776.7,4509
2020-11-20,South East,145,11.8,1272,94,18.1,110,5.3,68,113.8,5976,522.4,7819,1793.7,4552
2020-11-21,South East,174,12.3,1300,96,18.4,112,5.6,72,114.8,6029,526.9,7886,1812.6,4600
2020-11-22,South East,144,12.5,1313,96,18.6,113,5.7,73,115.8,6077,530.3,7937,1829.5,4643
2020-11-23,South East,158,12.7,1395,97,18.7,114,6.0,77,116.7,6127,534.6,8002,1844.5,4681
2020-11-24,South East,148,12.7,1403,111,18.7,114,6.1,79,117.7,6177,538.4,8058,1860.3,4721
2020-11-25,South East,166,12.8,1437,114,18.9,115,6.2,80,118.7,6231,543.6,8136,1872.9,4753
2020-11-26,South East,136,12.0,1397,110,19.1,116,6.4,83,119.5,6275,547.6,8196,1883.9,4781
2020-11-27,South East,124,11.8,1429,113,19.4,118,6.5,84,120.4,6319,550.8,8244,1895.3,4810
