date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsRollingRate00_05,cumAdmissions00_05,cumAdmissionsRollingRate06_17,cumAdmissions06_17,cumAdmissionsRollingRate18_64,cumAdmissions18_64,cumAdmissionsRollingRate65_84,cumAdmissions65_84,cumAdmissionsRollingRate85+,cumAdmissions85+
2020-03-19,Midlands,96,,,,0.0,0,0.3,4,0.6,37,2.4,42,3.0,8
2020-03-20,Midlands,164,,218,,0.0,0,0.6,9,1.4,88,6.8,120,12.6,33
2020-03-21,Midlands,151,,279,,0.0,0,0.7,11,2.1,133,10.4,184,27.8,73
2020-03-22,Midlands,192,,382,,0.1,1,0.7,11,2.9,186,15.9,281,43.0,113
2020-03-23,Midlands,208,,438,,0.1,1,0.8,12,3.8,244,21.1,373,61.3,161
2020-03-24,Midlands,329,,584,,0.4,3,1.0,16,5.4,341,29.8,526,89.0,234
2020-03-25,Midlands,422,14.7,691,,1.0,7,1.1,17,7.4,469,41.3,730,120.2,316
2020-03-26,Midlands,356,17.1,970,,1.6,12,1.1,17,9.0,574,51.0,901,148.4,390
2020-03-27,Midlands,404,19.3,1064,,1.6,12,1.2,18,11.3,716,61.6,1088,176.2,463
2020-03-28,Midlands,350,21.2,1138,,1.9,14,1.2,19,12.3,782,68.3,1208,195.2,513
2020-03-29,Midlands,481,23.9,1330,,2.0,15,1.3,20,14.4,917,77.7,1374,228.3,600
2020-03-30,Midlands,581,27.4,1833,,2.3,17,1.3,20,17.4,1106,92.0,1627,280.1,736
2020-03-31,Midlands,594,29.9,1952,,2.3,17,1.4,21,19.7,1251,104.1,1840,311.3,818
2020-04-01,Midlands,776,33.2,2192,,2.6,19,1.7,26,22.7,1442,121.2,2142,358.5,942
2020-04-02,Midlands,582,35.4,1851,301,3.0,22,1.7,27,25.3,1603,133.7,2363,399.2,1049
2020-04-03,Midlands,451,35.8,2682,357,3.8,28,1.8,28,27.5,1746,146.2,2585,429.2,1128
2020-04-04,Midlands,559,37.8,2925,360,4.4,32,2.0,31,30.4,1927,161.5,2855,467.7,1229
2020-04-05,Midlands,489,37.8,3091,406,4.6,34,2.1,33,33.0,2098,174.2,3080,501.5,1318
2020-04-06,Midlands,439,36.5,3250,419,4.6,34,2.3,35,35.2,2233,185.5,3278,541.1,1422
2020-04-07,Midlands,532,35.9,3328,445,4.9,36,2.5,38,38.0,2415,198.4,3507,584.9,1537
2020-04-08,Midlands,536,33.7,3315,450,4.9,36,2.6,40,41.0,2604,211.9,3745,624.8,1642
2020-04-09,Midlands,374,31.7,3271,465,4.9,36,2.9,45,42.7,2710,222.0,3924,656.8,1726
2020-04-10,Midlands,379,31.0,3414,464,5.2,38,3.0,46,44.5,2824,232.1,4103,687.3,1806
2020-04-11,Midlands,335,28.9,3396,469,5.3,39,3.0,46,46.2,2934,240.4,4250,716.6,1883
2020-04-12,Midlands,303,27.2,3430,475,5.5,40,3.0,47,47.4,3010,249.0,4401,744.7,1957
2020-04-13,Midlands,333,26.2,3316,485,5.6,41,3.0,47,48.9,3107,257.9,4559,774.0,2034
2020-04-14,Midlands,359,24.6,3345,467,5.9,43,3.1,48,50.8,3228,266.9,4718,802.2,2108
2020-04-15,Midlands,242,21.8,3101,472,6.0,44,3.1,48,52.2,3311,271.4,4797,829.6,2180
2020-04-16,Midlands,283,21.0,3095,474,6.1,45,3.2,49,53.5,3396,278.3,4919,857.4,2253
2020-04-17,Midlands,291,20.1,2815,440,6.1,45,3.2,49,54.9,3485,285.1,5039,887.8,2333
2020-04-18,Midlands,229,19.1,2894,464,6.4,47,3.3,51,55.7,3539,291.9,5159,907.2,2384
2020-04-19,Midlands,281,18.9,2883,459,6.5,48,3.4,53,57.0,3619,299.2,5288,932.3,2450
2020-04-20,Midlands,280,18.4,2843,437,6.5,48,3.6,55,58.1,3689,306.0,5409,964.3,2534
2020-04-21,Midlands,259,17.5,2845,437,6.8,50,3.6,56,59.0,3747,313.1,5534,991.7,2606
2020-04-22,Midlands,218,17.3,2755,435,6.8,50,3.7,57,59.7,3791,319.1,5640,1017.2,2673
2020-04-23,Midlands,221,16.7,2722,408,7.0,51,3.8,59,60.8,3858,324.4,5734,1038.9,2730
2020-04-24,Midlands,204,15.9,2558,378,7.1,52,3.9,60,61.4,3901,329.9,5831,1062.5,2792
2020-04-25,Midlands,187,15.5,2368,359,7.1,52,4.0,62,62.1,3941,334.8,5918,1084.5,2850
2020-04-26,Midlands,210,14.8,2549,350,7.1,52,4.1,64,62.8,3984,340.2,6013,1110.0,2917
2020-04-27,Midlands,206,14.1,2542,301,7.1,52,4.3,66,63.7,4045,345.3,6104,1128.7,2966
2020-04-28,Midlands,220,13.8,2435,299,7.1,52,4.3,67,64.4,4091,351.3,6209,1154.6,3034
2020-04-29,Midlands,223,13.8,2318,306,7.1,52,4.4,68,65.1,4132,357.8,6325,1178.5,3097
2020-04-30,Midlands,206,13.7,2308,291,7.2,53,4.4,68,66.0,4188,363.7,6428,1196.0,3143
2020-05-01,Midlands,199,13.6,2219,293,7.4,54,4.4,68,66.7,4236,368.6,6515,1220.0,3206
2020-05-02,Midlands,151,13.3,2198,266,7.5,55,4.4,68,67.3,4271,372.2,6579,1239.4,3257
2020-05-03,Midlands,142,12.6,2161,253,7.5,55,4.5,69,68.0,4314,375.4,6635,1255.4,3299
2020-05-04,Midlands,228,12.8,2154,243,7.8,57,4.7,72,68.8,4366,381.1,6736,1280.9,3366
2020-05-05,Midlands,184,12.5,2100,235,7.8,57,4.8,74,69.6,4419,385.6,6815,1299.2,3414
2020-05-06,Midlands,201,12.3,2070,222,7.8,57,4.8,75,70.3,4463,391.0,6912,1321.2,3472
2020-05-07,Midlands,167,11.9,1976,173,7.9,58,4.8,75,70.9,4501,394.9,6980,1343.7,3531
2020-05-08,Midlands,157,11.5,1917,198,7.9,58,4.9,76,71.3,4527,398.8,7049,1366.9,3592
2020-05-09,Midlands,159,11.6,1921,189,7.9,58,5.0,77,71.8,4557,402.7,7118,1389.3,3651
2020-05-10,Midlands,124,11.4,1889,189,7.9,58,5.0,78,72.1,4577,406.0,7177,1406.1,3695
2020-05-11,Midlands,165,10.9,1915,178,8.0,59,5.0,78,72.8,4621,410.3,7252,1423.2,3740
2020-05-12,Midlands,160,10.6,1869,176,8.3,61,5.0,78,73.4,4659,414.5,7326,1440.7,3786
2020-05-13,Midlands,148,10.1,1879,163,8.3,61,5.0,78,73.9,4693,418.3,7394,1458.2,3832
2020-05-14,Midlands,143,9.9,1833,164,8.3,61,5.0,78,74.5,4727,422.1,7461,1474.2,3874
2020-05-15,Midlands,172,10.0,1776,154,8.5,62,5.1,79,75.2,4776,426.3,7535,1492.1,3921
2020-05-16,Midlands,143,9.9,1747,150,8.5,62,5.1,79,75.6,4802,430.0,7601,1511.1,3971
2020-05-17,Midlands,152,10.2,1809,151,8.5,62,5.1,79,76.2,4835,434.1,7673,1529.0,4018
2020-05-18,Midlands,154,10.1,1820,139,8.6,63,5.1,79,76.8,4878,437.2,7728,1549.9,4073
2020-05-19,Midlands,157,10.0,1811,141,8.7,64,5.2,80,77.4,4914,441.1,7796,1569.3,4124
2020-05-20,Midlands,149,10.0,1763,132,8.9,65,5.2,80,78.0,4951,444.3,7854,1589.5,4177
2020-05-21,Midlands,133,9.9,1733,129,8.9,65,5.2,80,78.3,4971,447.9,7917,1608.5,4227
2020-05-22,Midlands,120,9.5,1706,120,8.9,65,5.2,80,78.7,4994,451.0,7972,1624.5,4269
2020-05-23,Midlands,113,9.2,1620,114,8.9,65,5.2,80,79.1,5024,454.2,8028,1634.8,4296
2020-05-24,Midlands,90,8.6,1644,110,8.9,65,5.2,80,79.4,5040,456.7,8073,1645.8,4325
2020-05-25,Midlands,92,8.0,1685,101,8.9,65,5.2,80,79.7,5062,459.2,8116,1656.1,4352
2020-05-26,Midlands,118,7.6,1624,98,8.9,65,5.2,80,80.2,5092,462.4,8174,1667.5,4382
2020-05-27,Midlands,126,7.4,1418,96,8.9,65,5.2,80,80.7,5122,466.1,8238,1679.7,4414
2020-05-28,Midlands,114,7.3,1359,94,8.9,65,5.2,80,81.1,5151,469.0,8290,1692.3,4447
2020-05-29,Midlands,112,7.2,1312,103,8.9,65,5.2,80,81.6,5179,471.7,8337,1706.3,4484
2020-05-30,Midlands,116,7.2,1247,104,9.0,66,5.2,80,81.8,5196,474.9,8395,1721.6,4524
2020-05-31,Midlands,102,7.3,1252,104,9.0,66,5.2,80,82.2,5221,478.3,8454,1728.4,4542
2020-06-01,Midlands,94,7.3,1273,107,9.0,66,5.2,80,82.6,5246,480.8,8499,1737.5,4566
2020-06-02,Midlands,126,7.4,1234,99,9.1,67,5.2,80,82.9,5265,484.4,8563,1753.5,4608
2020-06-03,Midlands,112,7.3,1153,92,9.1,67,5.2,81,83.4,5292,487.4,8616,1765.3,4639
2020-06-04,Midlands,94,7.1,1154,93,9.1,67,5.3,82,83.6,5308,490.0,8661,1777.5,4671
2020-06-05,Midlands,70,6.7,1107,91,9.1,67,5.4,83,83.9,5326,491.6,8690,1785.9,4693
2020-06-06,Midlands,51,6.1,1071,80,9.1,67,5.4,83,84.1,5337,492.9,8712,1792.7,4711
2020-06-07,Midlands,65,5.7,1054,77,9.1,67,5.4,84,84.3,5353,494.2,8736,1801.8,4735
2020-06-08,Midlands,86,5.7,1056,72,9.1,67,5.6,87,84.7,5376,496.4,8774,1810.2,4757
2020-06-09,Midlands,103,5.5,1042,70,9.1,67,5.6,87,85.3,5412,498.7,8815,1820.1,4783
2020-06-10,Midlands,105,5.4,1011,71,9.1,67,5.6,87,85.5,5429,501.4,8862,1835.7,4824
2020-06-11,Midlands,76,5.2,949,59,9.3,68,5.6,87,85.8,5450,503.2,8894,1844.1,4846
2020-06-12,Midlands,69,5.2,966,58,9.3,68,5.7,88,86.1,5469,504.9,8924,1851.3,4865
2020-06-13,Midlands,73,5.4,945,54,9.3,68,5.7,88,86.5,5493,506.6,8955,1858.2,4883
2020-06-14,Midlands,72,5.5,960,53,9.3,68,5.7,88,86.8,5512,508.2,8982,1868.1,4909
2020-06-15,Midlands,78,5.4,958,58,9.3,68,5.7,88,87.3,5540,510.1,9016,1874.1,4925
2020-06-16,Midlands,72,5.1,953,55,9.3,68,5.7,88,87.5,5557,512.4,9058,1879.1,4938
2020-06-17,Midlands,66,4.7,915,47,9.3,68,5.7,88,88.0,5584,513.9,9084,1884.0,4951
2020-06-18,Midlands,66,4.7,899,49,9.3,68,5.7,88,88.3,5603,515.3,9108,1892.8,4974
