date,areaName,newCasesBySpecimenDateAgeDemographics
2020-12-28,South East,"[{'age': '00_04', 'cases': 148, 'rollingRate': 198.0, 'rollingSum': 1031}, {'age': '05_09', 'cases': 158, 'rollingRate': 202.6, 'rollingSum': 1176}, {'age': '10_14', 'cases': 269, 'rollingRate': 326.1, 'rollingSum': 1830}, {'age': '15_19', 'cases': 409, 'rollingRate': 493.6, 'rollingSum': 2523}, {'age': '20_24', 'cases': 690, 'rollingRate': 765.0, 'rollingSum': 4078}, {'age': '25_29', 'cases': 792, 'rollingRate': 807.1, 'rollingSum': 4399}, {'age': '30_34', 'cases': 776, 'rollingRate': 783.4, 'rollingSum': 4312}, {'age': '35_39', 'cases': 691, 'rollingRate': 731.0, 'rollingSum': 4288}, {'age': '40_44', 'cases': 664, 'rollingRate': 726.3, 'rollingSum': 4179}, {'age': '45_49', 'cases': 687, 'rollingRate': 654.4, 'rollingSum': 4116}, {'age': '50_54', 'cases': 683, 'rollingRate': 606.0, 'rollingSum': 4006}, {'age': '55_59', 'cases': 573, 'rollingRate': 534.1, 'rollingSum': 3292}, {'age': '60_64', 'cases': 390, 'rollingRate': 434.5, 'rollingSum': 2253}, {'age': '65_69', 'cases': 231, 'rollingRate': 282.0, 'rollingSum': 1309}, {'age': '70_74', 'cases': 180, 'rollingRate': 220.2, 'rollingSum': 1062}, {'age': '75_79', 'cases': 127, 'rollingRate': 232.3, 'rollingSum': 780}, {'age': '80_84', 'cases': 111, 'rollingRate': 259.9, 'rollingSum': 651}, {'age': '85_89', 'cases': 87, 'rollingRate': 363.4, 'rollingSum': 578}, {'age': '90+', 'cases': 105, 'rollingRate': 642.6, 'rollingSum': 639}, {'age': 'unassigned', 'cases': 28, 'rollingRate': None, 'rollingSum': 44}, {'age': '60+', 'cases': 1231, 'rollingRate': 314.8, 'rollingSum': 7272}, {'age': '00_59', 'cases': 6568, 'rollingRate': 571.6, 'rollingSum': 39274}]"
2020-12-27,South East,"[{'age': '00_04', 'cases': 153, 'rollingRate': 212.4, 'rollingSum': 1106}, {'age': '05_09', 'cases': 215, 'rollingRate': 218.4, 'rollingSum': 1268}, {'age': '10_14', 'cases': 272, 'rollingRate': 360.7, 'rollingSum': 2024}, {'age': '15_19', 'cases': 434, 'rollingRate': 510.8, 'rollingSum': 2611}, {'age': '20_24', 'cases': 726, 'rollingRate': 767.5, 'rollingSum': 4091}, {'age': '25_29', 'cases': 783, 'rollingRate': 813.1, 'rollingSum': 4432}, {'age': '30_34', 'cases': 713, 'rollingRate': 797.0, 'rollingSum': 4387}, {'age': '35_39', 'cases': 743, 'rollingRate': 751.4, 'rollingSum': 4408}, {'age': '40_44', 'cases': 713, 'rollingRate': 748.2, 'rollingSum': 4305}, {'age': '45_49', 'cases': 710, 'rollingRate': 670.2, 'rollingSum': 4215}, {'age': '50_54', 'cases': 676, 'rollingRate': 614.6, 'rollingSum': 4063}, {'age': '55_59', 'cases': 606, 'rollingRate': 542.4, 'rollingSum': 3343}, {'age': '60_64', 'cases': 420, 'rollingRate': 436.0, 'rollingSum': 2261}, {'age': '65_69', 'cases': 220, 'rollingRate': 275.3, 'rollingSum': 1278}, {'age': '70_74', 'cases': 151, 'rollingRate': 219.4, 'rollingSum': 1058}, {'age': '75_79', 'cases': 124, 'rollingRate': 237.3, 'rollingSum': 797}, {'age': '80_84', 'cases': 99, 'rollingRate': 261.5, 'rollingSum': 655}, {'age': '85_89', 'cases': 79, 'rollingRate': 397.3, 'rollingSum': 632}, {'age': '90+', 'cases': 87, 'rollingRate': 693.9, 'rollingSum': 690}, {'age': 'unassigned', 'cases': 4, 'rollingRate': None, 'rollingSum': 25}, {'age': '60+', 'cases': 1180, 'rollingRate': 319.1, 'rollingSum': 7371}, {'age': '00_59', 'cases': 6748, 'rollingRate': 586.3, 'rollingSum': 40278}]"
2020-12-26,South East,"[{'age': '00_04', 'cases': 182, 'rollingRate': 209.9, 'rollingSum': 1093}, {'age': '05_09', 'cases': 168, 'rollingRate': 211.4, 'rollingSum': 1227}, {'age': '10_14', 'cases': 265, 'rollingRate': 366.0, 'rollingSum': 2054}, {'age': '15_19', 'cases': 374, 'rollingRate': 499.8, 'rollingSum': 2555}, {'age': '20_24', 'cases': 635, 'rollingRate': 742.0, 'rollingSum': 3955}, {'age': '25_29', 'cases': 657, 'rollingRate': 774.2, 'rollingSum': 4220}, {'age': '30_34', 'cases': 705, 'rollingRate': 760.9, 'rollingSum': 4188}, {'age': '35_39', 'cases': 688, 'rollingRate': 714.8, 'rollingSum': 4193}, {'age': '40_44', 'cases': 711, 'rollingRate': 722.5, 'rollingSum': 4157}, {'age': '45_49', 'cases': 643, 'rollingRate': 640.8, 'rollingSum': 4030}, {'age': '50_54', 'cases': 663, 'rollingRate': 584.5, 'rollingSum': 3864}, {'age': '55_59', 'cases': 535, 'rollingRate': 510.9, 'rollingSum': 3149}, {'age': '60_64', 'cases': 366, 'rollingRate': 404.6, 'rollingSum': 2098}, {'age': '65_69', 'cases': 208, 'rollingRate': 259.6, 'rollingSum': 1205}, {'age': '70_74', 'cases': 158, 'rollingRate': 215.5, 'rollingSum': 1039}, {'age': '75_79', 'cases': 105, 'rollingRate': 224.2, 'rollingSum': 753}, {'age': '80_84', 'cases': 98, 'rollingRate': 252.4, 'rollingSum': 632}, {'age': '85_89', 'cases': 79, 'rollingRate': 390.4, 'rollingSum': 621}, {'age': '90+', 'cases': 79, 'rollingRate': 667.8, 'rollingSum': 664}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 25}, {'age': '60+', 'cases': 1093, 'rollingRate': 303.6, 'rollingSum': 7012}, {'age': '00_59', 'cases': 6226, 'rollingRate': 563.4, 'rollingSum': 38710}]"
2020-12-25,South East,"[{'age': '00_04', 'cases': 39, 'rollingRate': 197.6, 'rollingSum': 1029}, {'age': '05_09', 'cases': 43, 'rollingRate': 202.8, 'rollingSum': 1177}, {'age': '10_14', 'cases': 84, 'rollingRate': 360.3, 'rollingSum': 2022}, {'age': '15_19', 'cases': 123, 'rollingRate': 475.4, 'rollingSum': 2430}, {'age': '20_24', 'cases': 185, 'rollingRate': 682.7, 'rollingSum': 3639}, {'age': '25_29', 'cases': 210, 'rollingRate': 715.9, 'rollingSum': 3902}, {'age': '30_34', 'cases': 197, 'rollingRate': 700.4, 'rollingSum': 3855}, {'age': '35_39', 'cases': 236, 'rollingRate': 661.1, 'rollingSum': 3878}, {'age': '40_44', 'cases': 249, 'rollingRate': 653.0, 'rollingSum': 3757}, {'age': '45_49', 'cases': 230, 'rollingRate': 588.1, 'rollingSum': 3699}, {'age': '50_54', 'cases': 224, 'rollingRate': 533.7, 'rollingSum': 3528}, {'age': '55_59', 'cases': 195, 'rollingRate': 467.1, 'rollingSum': 2879}, {'age': '60_64', 'cases': 142, 'rollingRate': 368.9, 'rollingSum': 1913}, {'age': '65_69', 'cases': 66, 'rollingRate': 234.4, 'rollingSum': 1088}, {'age': '70_74', 'cases': 72, 'rollingRate': 201.6, 'rollingSum': 972}, {'age': '75_79', 'cases': 45, 'rollingRate': 216.8, 'rollingSum': 728}, {'age': '80_84', 'cases': 43, 'rollingRate': 238.4, 'rollingSum': 597}, {'age': '85_89', 'cases': 47, 'rollingRate': 377.9, 'rollingSum': 601}, {'age': '90+', 'cases': 38, 'rollingRate': 650.7, 'rollingSum': 647}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 29}, {'age': '60+', 'cases': 453, 'rollingRate': 283.4, 'rollingSum': 6546}, {'age': '00_59', 'cases': 2015, 'rollingRate': 521.4, 'rollingSum': 35824}]"
2020-12-24,South East,"[{'age': '00_04', 'cases': 144, 'rollingRate': 217.2, 'rollingSum': 1131}, {'age': '05_09', 'cases': 159, 'rollingRate': 228.9, 'rollingSum': 1329}, {'age': '10_14', 'cases': 235, 'rollingRate': 410.8, 'rollingSum': 2305}, {'age': '15_19', 'cases': 287, 'rollingRate': 527.2, 'rollingSum': 2695}, {'age': '20_24', 'cases': 463, 'rollingRate': 742.0, 'rollingSum': 3955}, {'age': '25_29', 'cases': 491, 'rollingRate': 774.0, 'rollingSum': 4219}, {'age': '30_34', 'cases': 488, 'rollingRate': 766.5, 'rollingSum': 4219}, {'age': '35_39', 'cases': 546, 'rollingRate': 715.5, 'rollingSum': 4197}, {'age': '40_44', 'cases': 524, 'rollingRate': 702.0, 'rollingSum': 4039}, {'age': '45_49', 'cases': 523, 'rollingRate': 633.4, 'rollingSum': 3984}, {'age': '50_54', 'cases': 551, 'rollingRate': 582.7, 'rollingSum': 3852}, {'age': '55_59', 'cases': 378, 'rollingRate': 498.7, 'rollingSum': 3074}, {'age': '60_64', 'cases': 277, 'rollingRate': 396.9, 'rollingSum': 2058}, {'age': '65_69', 'cases': 162, 'rollingRate': 255.7, 'rollingSum': 1187}, {'age': '70_74', 'cases': 146, 'rollingRate': 215.9, 'rollingSum': 1041}, {'age': '75_79', 'cases': 111, 'rollingRate': 239.1, 'rollingSum': 803}, {'age': '80_84', 'cases': 80, 'rollingRate': 259.9, 'rollingSum': 651}, {'age': '85_89', 'cases': 67, 'rollingRate': 419.3, 'rollingSum': 667}, {'age': '90+', 'cases': 73, 'rollingRate': 701.0, 'rollingSum': 697}, {'age': 'unassigned', 'cases': 2, 'rollingRate': None, 'rollingSum': 39}, {'age': '60+', 'cases': 916, 'rollingRate': 307.6, 'rollingSum': 7104}, {'age': '00_59', 'cases': 4791, 'rollingRate': 568.2, 'rollingSum': 39038}]"
2020-12-23,South East,"[{'age': '00_04', 'cases': 165, 'rollingRate': 215.7, 'rollingSum': 1123}, {'age': '05_09', 'cases': 200, 'rollingRate': 235.1, 'rollingSum': 1365}, {'age': '10_14', 'cases': 290, 'rollingRate': 427.2, 'rollingSum': 2397}, {'age': '15_19', 'cases': 394, 'rollingRate': 548.5, 'rollingSum': 2804}, {'age': '20_24', 'cases': 627, 'rollingRate': 744.8, 'rollingSum': 3970}, {'age': '25_29', 'cases': 683, 'rollingRate': 782.3, 'rollingSum': 4264}, {'age': '30_34', 'cases': 693, 'rollingRate': 773.4, 'rollingSum': 4257}, {'age': '35_39', 'cases': 654, 'rollingRate': 715.0, 'rollingSum': 4194}, {'age': '40_44', 'cases': 601, 'rollingRate': 703.4, 'rollingSum': 4047}, {'age': '45_49', 'cases': 592, 'rollingRate': 629.8, 'rollingSum': 3961}, {'age': '50_54', 'cases': 531, 'rollingRate': 567.9, 'rollingSum': 3754}, {'age': '55_59', 'cases': 461, 'rollingRate': 498.9, 'rollingSum': 3075}, {'age': '60_64', 'cases': 296, 'rollingRate': 390.3, 'rollingSum': 2024}, {'age': '65_69', 'cases': 202, 'rollingRate': 252.0, 'rollingSum': 1170}, {'age': '70_74', 'cases': 162, 'rollingRate': 214.6, 'rollingSum': 1035}, {'age': '75_79', 'cases': 134, 'rollingRate': 236.1, 'rollingSum': 793}, {'age': '80_84', 'cases': 112, 'rollingRate': 267.5, 'rollingSum': 670}, {'age': '85_89', 'cases': 99, 'rollingRate': 437.0, 'rollingSum': 695}, {'age': '90+', 'cases': 106, 'rollingRate': 716.0, 'rollingSum': 712}, {'age': 'unassigned', 'cases': 3, 'rollingRate': None, 'rollingSum': 39}, {'age': '60+', 'cases': 1111, 'rollingRate': 307.3, 'rollingSum': 7099}, {'age': '00_59', 'cases': 5894, 'rollingRate': 571.3, 'rollingSum': 39250}]"
2020-12-22,South East,"[{'age': '00_04', 'cases': 200, 'rollingRate': 211.1, 'rollingSum': 1099}, {'age': '05_09', 'cases': 233, 'rollingRate': 237.2, 'rollingSum': 1377}, {'age': '10_14', 'cases': 415, 'rollingRate': 439.6, 'rollingSum': 2467}, {'age': '15_19', 'cases': 502, 'rollingRate': 554.0, 'rollingSum': 2832}, {'age': '20_24', 'cases': 752, 'rollingRate': 722.3, 'rollingSum': 3850}, {'age': '25_29', 'cases': 783, 'rollingRate': 762.5, 'rollingSum': 4156}, {'age': '30_34', 'cases': 740, 'rollingRate': 755.6, 'rollingSum': 4159}, {'age': '35_39', 'cases': 730, 'rollingRate': 687.9, 'rollingSum': 4035}, {'age': '40_44', 'cases': 717, 'rollingRate': 681.3, 'rollingSum': 3920}, {'age': '45_49', 'cases': 731, 'rollingRate': 618.3, 'rollingSum': 3889}, {'age': '50_54', 'cases': 678, 'rollingRate': 560.4, 'rollingSum': 3705}, {'age': '55_59', 'cases': 544, 'rollingRate': 486.1, 'rollingSum': 2996}, {'age': '60_64', 'cases': 362, 'rollingRate': 378.5, 'rollingSum': 1963}, {'age': '65_69', 'cases': 220, 'rollingRate': 240.4, 'rollingSum': 1116}, {'age': '70_74', 'cases': 193, 'rollingRate': 208.4, 'rollingSum': 1005}, {'age': '75_79', 'cases': 134, 'rollingRate': 222.1, 'rollingSum': 746}, {'age': '80_84', 'cases': 108, 'rollingRate': 257.6, 'rollingSum': 645}, {'age': '85_89', 'cases': 120, 'rollingRate': 423.1, 'rollingSum': 673}, {'age': '90+', 'cases': 151, 'rollingRate': 696.9, 'rollingSum': 693}, {'age': 'unassigned', 'cases': 7, 'rollingRate': None, 'rollingSum': 39}, {'age': '60+', 'cases': 1288, 'rollingRate': 296.2, 'rollingSum': 6841}, {'age': '00_59', 'cases': 7032, 'rollingRate': 560.7, 'rollingSum': 38524}]"
2020-12-21,South East,"[{'age': '00_04', 'cases': 223, 'rollingRate': 198.6, 'rollingSum': 1034}, {'age': '05_09', 'cases': 250, 'rollingRate': 240.5, 'rollingSum': 1396}, {'age': '10_14', 'cases': 463, 'rollingRate': 438.4, 'rollingSum': 2460}, {'age': '15_19', 'cases': 497, 'rollingRate': 540.3, 'rollingSum': 2762}, {'age': '20_24', 'cases': 703, 'rollingRate': 674.4, 'rollingSum': 3595}, {'age': '25_29', 'cases': 825, 'rollingRate': 718.1, 'rollingSum': 3914}, {'age': '30_34', 'cases': 851, 'rollingRate': 716.0, 'rollingSum': 3941}, {'age': '35_39', 'cases': 811, 'rollingRate': 653.2, 'rollingSum': 3832}, {'age': '40_44', 'cases': 790, 'rollingRate': 642.0, 'rollingSum': 3694}, {'age': '45_49', 'cases': 786, 'rollingRate': 579.7, 'rollingSum': 3646}, {'age': '50_54', 'cases': 740, 'rollingRate': 527.9, 'rollingSum': 3490}, {'age': '55_59', 'cases': 624, 'rollingRate': 461.3, 'rollingSum': 2843}, {'age': '60_64', 'cases': 398, 'rollingRate': 356.2, 'rollingSum': 1847}, {'age': '65_69', 'cases': 200, 'rollingRate': 222.1, 'rollingSum': 1031}, {'age': '70_74', 'cases': 176, 'rollingRate': 191.2, 'rollingSum': 922}, {'age': '75_79', 'cases': 144, 'rollingRate': 208.4, 'rollingSum': 700}, {'age': '80_84', 'cases': 115, 'rollingRate': 247.2, 'rollingSum': 619}, {'age': '85_89', 'cases': 141, 'rollingRate': 418.7, 'rollingSum': 666}, {'age': '90+', 'cases': 156, 'rollingRate': 660.7, 'rollingSum': 657}, {'age': 'unassigned', 'cases': 9, 'rollingRate': None, 'rollingSum': 33}, {'age': '60+', 'cases': 1330, 'rollingRate': 278.9, 'rollingSum': 6442}, {'age': '00_59', 'cases': 7572, 'rollingRate': 533.3, 'rollingSum': 36640}]"
2020-12-20,South East,"[{'age': '00_04', 'cases': 140, 'rollingRate': 180.9, 'rollingSum': 942}, {'age': '05_09', 'cases': 174, 'rollingRate': 236.0, 'rollingSum': 1370}, {'age': '10_14', 'cases': 302, 'rollingRate': 434.3, 'rollingSum': 2437}, {'age': '15_19', 'cases': 378, 'rollingRate': 527.0, 'rollingSum': 2694}, {'age': '20_24', 'cases': 590, 'rollingRate': 619.6, 'rollingSum': 3303}, {'age': '25_29', 'cases': 571, 'rollingRate': 653.3, 'rollingSum': 3561}, {'age': '30_34', 'cases': 514, 'rollingRate': 658.6, 'rollingSum': 3625}, {'age': '35_39', 'cases': 528, 'rollingRate': 601.8, 'rollingSum': 3530}, {'age': '40_44', 'cases': 565, 'rollingRate': 593.5, 'rollingSum': 3415}, {'age': '45_49', 'cases': 525, 'rollingRate': 538.0, 'rollingSum': 3384}, {'age': '50_54', 'cases': 477, 'rollingRate': 494.8, 'rollingSum': 3271}, {'age': '55_59', 'cases': 412, 'rollingRate': 419.9, 'rollingSum': 2588}, {'age': '60_64', 'cases': 257, 'rollingRate': 330.0, 'rollingSum': 1711}, {'age': '65_69', 'cases': 147, 'rollingRate': 208.9, 'rollingSum': 970}, {'age': '70_74', 'cases': 132, 'rollingRate': 176.9, 'rollingSum': 853}, {'age': '75_79', 'cases': 80, 'rollingRate': 190.6, 'rollingSum': 640}, {'age': '80_84', 'cases': 76, 'rollingRate': 232.8, 'rollingSum': 583}, {'age': '85_89', 'cases': 68, 'rollingRate': 398.0, 'rollingSum': 633}, {'age': '90+', 'cases': 61, 'rollingRate': 636.6, 'rollingSum': 633}, {'age': 'unassigned', 'cases': 4, 'rollingRate': None, 'rollingSum': 29}, {'age': '60+', 'cases': 821, 'rollingRate': 260.8, 'rollingSum': 6023}, {'age': '00_59', 'cases': 5180, 'rollingRate': 497.0, 'rollingSum': 34149}]"
2020-12-19,South East,"[{'age': '00_04', 'cases': 118, 'rollingRate': 172.9, 'rollingSum': 900}, {'age': '05_09', 'cases': 118, 'rollingRate': 232.6, 'rollingSum': 1350}, {'age': '10_14', 'cases': 233, 'rollingRate': 424.0, 'rollingSum': 2379}, {'age': '15_19', 'cases': 249, 'rollingRate': 505.9, 'rollingSum': 2586}, {'age': '20_24', 'cases': 319, 'rollingRate': 558.1, 'rollingSum': 2975}, {'age': '25_29', 'cases': 339, 'rollingRate': 602.5, 'rollingSum': 3284}, {'age': '30_34', 'cases': 372, 'rollingRate': 621.0, 'rollingSum': 3418}, {'age': '35_39', 'cases': 373, 'rollingRate': 565.1, 'rollingSum': 3315}, {'age': '40_44', 'cases': 311, 'rollingRate': 554.1, 'rollingSum': 3188}, {'age': '45_49', 'cases': 312, 'rollingRate': 505.3, 'rollingSum': 3178}, {'age': '50_54', 'cases': 327, 'rollingRate': 463.3, 'rollingSum': 3063}, {'age': '55_59', 'cases': 265, 'rollingRate': 390.8, 'rollingSum': 2409}, {'age': '60_64', 'cases': 181, 'rollingRate': 309.3, 'rollingSum': 1604}, {'age': '65_69', 'cases': 91, 'rollingRate': 198.8, 'rollingSum': 923}, {'age': '70_74', 'cases': 91, 'rollingRate': 164.0, 'rollingSum': 791}, {'age': '75_79', 'cases': 80, 'rollingRate': 184.0, 'rollingSum': 618}, {'age': '80_84', 'cases': 63, 'rollingRate': 228.8, 'rollingSum': 573}, {'age': '85_89', 'cases': 59, 'rollingRate': 402.4, 'rollingSum': 640}, {'age': '90+', 'cases': 62, 'rollingRate': 639.6, 'rollingSum': 636}, {'age': 'unassigned', 'cases': 4, 'rollingRate': None, 'rollingSum': 25}, {'age': '60+', 'cases': 627, 'rollingRate': 250.5, 'rollingSum': 5785}, {'age': '00_59', 'cases': 3340, 'rollingRate': 466.8, 'rollingSum': 32070}]"
