date,areaName,cases,casesRollingSum,casesRollingRate,cases00_04,casesRollingSum00_04,casesRollingRate00_04,cases05_09,casesRollingSum05_09,casesRollingRate05_09,cases10_14,casesRollingSum10_14,casesRollingRate10_14,cases15_19,casesRollingSum15_19,casesRollingRate15_19,cases20_24,casesRollingSum20_24,casesRollingRate20_24,cases25_29,casesRollingSum25_29,casesRollingRate25_29,cases30_34,casesRollingSum30_34,casesRollingRate30_34,cases35_39,casesRollingSum35_39,casesRollingRate35_39,cases40_44,casesRollingSum40_44,casesRollingRate40_44,cases45_49,casesRollingSum45_49,casesRollingRate45_49,cases50_54,casesRollingSum50_54,casesRollingRate50_54,cases55_59,casesRollingSum55_59,casesRollingRate55_59,cases60_64,casesRollingSum60_64,casesRollingRate60_64,cases65_69,casesRollingSum65_69,casesRollingRate65_69,cases70_74,casesRollingSum70_74,casesRollingRate70_74,cases75_79,casesRollingSum75_79,casesRollingRate75_79,cases80_84,casesRollingSum80_84,casesRollingRate80_84,cases85_89,casesRollingSum85_89,casesRollingRate85_89,cases90+,casesRollingSum90+,casesRollingRate90+,casesReported
2020-10-07,Sandwell,74,408,124.20000000000000284,2,10,42.7,1,11,45.3,1,18,79.1,10,29,149.8,3,35,182.5,9,45,197.9,6,48,196.7,4,35,145.7,6,28,138.6,9,39,181.9,7,22,100.4,3,23,118.1,3,24,150.6,5,13,97.3,5,9,72.9,0,4,40.4,0,9,123.3,0,5,119.5,0,1,43.9,68
2020-10-08,Sandwell,77,434,132.09999999999999432,1,8,34.2,1,10,41.2,1,17,74.7,9,36,186.0,7,41,213.8,6,46,202.3,8,50,204.9,4,35,145.7,7,32,158.4,9,45,209.9,10,27,123.3,3,20,102.7,5,24,150.6,3,15,112.3,0,8,64.8,0,3,30.3,2,10,137.0,1,6,143.4,0,1,43.9,69
2020-10-09,Sandwell,82,451,137.30000000000001137,1,6,25.6,2,11,45.3,3,16,70.3,5,38,196.3,8,43,224.2,6,46,202.3,8,51,209.0,7,34,141.5,7,34,168.3,10,50,233.2,9,34,155.2,5,21,107.8,3,24,150.6,3,16,119.8,2,9,72.9,0,3,30.3,2,8,109.6,1,6,143.4,0,1,43.9,39
2020-10-10,Sandwell,45,457,139.09999999999999432,0,6,25.6,7,17,70.1,1,16,70.3,2,38,196.3,4,44,229.5,7,50,219.9,8,53,217.2,3,33,137.4,4,36,178.2,3,51,237.9,2,34,155.2,0,15,77.0,3,23,144.3,1,16,119.8,0,9,72.9,0,1,10.1,0,8,109.6,0,6,143.4,0,1,43.9,65
2020-10-11,Sandwell,62,481,146.40000000000000568,1,7,29.9,1,17,70.1,0,15,65.9,4,41,211.8,7,48,250.3,7,52,228.7,15,59,241.7,6,36,149.9,3,35,173.3,6,53,247.2,4,37,168.9,5,18,92.4,1,23,144.3,0,15,112.3,0,8,64.8,1,2,20.2,1,9,123.3,0,5,119.5,0,1,43.9,59
2020-10-12,Sandwell,118,525,159.80000000000001137,1,6,25.6,5,20,82.5,4,16,70.3,10,44,227.3,11,48,250.3,6,49,215.5,15,67,274.5,12,41,170.7,13,43,212.9,6,50,233.2,13,49,223.7,10,27,138.7,6,25,156.8,2,16,119.8,1,9,72.9,0,2,20.2,2,8,109.6,1,5,119.5,0,0,0.0,54
2020-10-13,Sandwell,95,553,168.40000000000000568,2,8,34.2,4,21,86.6,1,11,48.3,3,43,222.1,11,51,266.0,11,52,228.7,12,72,295.0,8,44,183.2,11,51,252.5,10,53,247.2,8,53,241.9,6,32,164.3,2,23,144.3,3,17,127.3,0,8,64.8,2,3,30.3,0,7,95.9,1,4,95.6,0,0,0.0,66
2020-10-14,Sandwell,103,582,177.19999999999998863,2,8,34.2,4,24,98.9,7,17,74.7,5,38,196.3,10,58,302.5,12,55,241.9,6,72,295.0,4,44,183.2,7,52,257.4,14,58,270.5,10,56,255.6,6,35,179.7,6,26,163.1,1,13,97.3,5,8,64.8,2,5,50.5,0,7,95.9,1,5,119.5,1,1,43.9,146
2020-10-15,Sandwell,106,611,186,3,10,42.7,5,28,115.4,6,22,96.6,6,35,180.8,8,59,307.7,9,58,255.1,17,81,331.9,4,44,183.2,8,53,262.4,8,57,265.9,6,52,237.4,5,37,190.0,6,27,169.4,5,15,112.3,4,12,97.2,4,9,90.9,1,6,82.2,1,5,119.5,0,1,43.9,64
2020-10-16,Sandwell,102,631,192.09999999999999432,3,12,51.3,3,29,119.6,5,24,105.4,10,40,206.6,8,59,307.7,8,60,263.9,7,80,327.8,10,47,195.6,8,54,267.3,18,65,303.2,8,51,232.8,3,35,179.7,4,28,175.7,3,15,112.3,0,10,81.0,1,10,100.9,0,4,54.8,3,7,167.3,0,1,43.9,129
2020-10-17,Sandwell,92,678,206.40000000000000568,4,16,68.4,1,23,94.8,5,28,123.0,6,44,227.3,4,59,307.7,8,61,268.3,8,80,327.8,14,58,241.4,11,61,302.0,6,68,317.2,5,54,246.5,6,41,210.6,8,33,207.0,2,16,119.8,1,11,89.1,1,11,111.0,1,5,68.5,1,8,191.2,0,1,43.9,71
2020-10-18,Sandwell,92,708,215.59999999999999432,1,16,68.4,2,24,98.9,3,31,136.1,9,49,253.1,9,61,318.1,10,64,281.5,8,73,299.1,8,60,249.8,4,62,306.9,9,71,331.2,6,56,255.6,4,40,205.4,3,35,219.6,7,23,172.2,5,16,129.7,3,13,131.2,1,5,68.5,0,8,191.2,0,1,43.9,91
2020-10-19,Sandwell,150,740,225.30000000000001137,2,17,72.7,5,24,98.9,10,37,162.5,10,49,253.1,12,62,323.3,15,73,321.1,22,80,327.8,12,60,249.8,12,61,302.0,13,78,363.8,11,54,246.5,7,37,190.0,2,31,194.5,5,26,194.6,8,23,186.4,1,14,141.3,0,3,41.1,0,7,167.3,1,2,87.7,76
2020-10-20,Sandwell,164,809,246.30000000000001137,4,19,81.2,1,21,86.6,8,44,193.2,9,55,284.1,14,65,339.0,20,82,360.7,11,79,323.7,17,69,287.2,15,65,321.8,15,83,387.1,19,65,296.7,9,40,205.4,6,35,219.6,7,30,224.6,3,26,210.7,1,13,131.2,3,6,82.2,2,8,191.2,0,2,87.7,116
2020-10-21,Sandwell,162,868,264.30000000000001137,1,18,76.9,4,21,86.6,10,47,206.4,12,62,320.2,10,65,339.0,13,83,365.1,11,84,344.2,15,80,333.0,12,70,346.5,11,80,373.1,20,75,342.4,6,40,205.4,9,38,238.4,9,38,284.5,6,27,218.8,2,13,131.2,7,13,178.1,2,9,215.1,2,3,131.6,185
2020-10-22,Sandwell,131,893,271.89999999999997726,2,17,72.7,6,22,90.7,8,49,215.2,8,64,330.6,4,61,318.1,12,86,378.3,12,79,323.7,15,91,378.8,7,69,341.6,7,79,368.5,11,80,365.2,11,46,236.2,13,45,282.3,5,38,284.5,4,27,218.8,2,11,111.0,2,14,191.8,2,10,238.9,0,3,131.6,125
2020-10-23,Sandwell,147,938,285.60000000000002274,3,17,72.7,4,23,94.8,4,48,210.8,10,64,330.6,10,63,328.5,12,90,395.9,10,82,336.0,15,96,399.6,18,79,391.1,12,73,340.5,14,86,392.6,16,59,303.0,5,46,288.6,5,40,299.4,0,27,218.8,4,14,141.3,3,17,232.9,1,8,191.2,1,4,175.4,173
2020-10-24,Sandwell,126,972,295.89999999999997726,1,14,59.8,3,25,103.1,4,47,206.4,6,64,330.6,7,66,344.2,10,92,404.7,12,86,352.4,10,92,383.0,13,81,401.0,10,77,359.1,10,91,415.4,9,62,318.4,7,45,282.3,6,44,329.4,5,31,251.2,5,18,181.7,5,21,287.7,1,8,191.2,2,6,263.2,144
2020-10-25,Sandwell,99,979,298.10000000000002274,1,14,59.8,3,26,107.2,4,48,210.8,8,63,325.4,8,65,339.0,11,93,409.1,6,84,344.2,5,89,370.5,10,87,430.7,12,80,373.1,9,94,429.1,5,63,323.5,7,49,307.4,1,38,284.5,3,29,235.0,1,16,161.5,2,22,301.4,2,10,238.9,0,6,263.2,88
2020-10-26,Sandwell,201,1030,313.60000000000002274,6,18,76.9,0,21,86.6,8,46,202.0,10,63,325.4,15,68,354.6,12,90,395.9,22,84,344.2,21,98,407.9,15,90,445.5,16,83,387.1,16,99,451.9,16,72,369.8,10,57,357.6,12,45,336.9,6,27,218.8,3,18,181.7,6,28,383.6,4,14,334.5,2,7,307.0,143
2020-10-27,Sandwell,171,1037,315.69999999999998863,3,17,72.7,3,23,94.8,8,46,202.0,12,66,340.9,13,67,349.4,13,83,365.1,14,87,356.5,20,101,420.4,17,92,455.4,19,87,405.8,15,95,433.7,11,74,380.0,7,58,363.9,4,42,314.4,2,26,210.7,6,23,232.2,2,27,369.9,1,13,310.6,1,8,350.9,154
2020-10-28,Sandwell,181,1056,321.5,3,19,81.2,4,23,94.8,7,43,188.8,7,61,315.1,15,72,375.5,16,86,378.3,10,86,352.4,11,97,403.8,19,99,490.1,16,92,429.1,20,95,433.7,15,83,426.3,8,57,357.6,11,44,329.4,8,28,226.9,4,25,252.4,3,23,315.1,2,13,310.6,2,8,350.9,201
2020-10-29,Sandwell,194,1119,340.69999999999998863,8,25,106.9,4,21,86.6,13,48,210.8,11,64,330.6,18,86,448.5,15,89,391.5,20,94,385.2,10,92,383.0,17,109,539.6,11,96,447.8,15,99,451.9,8,80,410.8,14,58,363.9,5,44,329.4,9,33,267.4,6,29,292.8,3,24,328.8,6,17,406.2,1,9,394.7,182
2020-10-30,Sandwell,225,1197,364.39999999999997726,3,25,106.9,4,21,86.6,7,51,224.0,11,65,335.7,21,97,505.8,16,93,409.1,26,110,450.7,19,96,399.6,19,110,544.5,19,103,480.4,16,101,461.1,15,79,405.7,12,65,407.8,9,48,359.3,8,41,332.3,3,28,282.7,10,31,424.7,7,23,549.6,0,8,350.9,179
2020-10-31,Sandwell,130,1201,365.69999999999998863,1,25,106.9,3,21,86.6,4,51,224.0,7,66,340.9,11,101,526.7,9,92,404.7,9,107,438.4,13,99,412.1,9,106,524.7,9,102,475.7,14,105,479.3,7,77,395.4,8,66,414.1,8,50,374.3,5,41,332.3,4,27,272.6,5,31,424.7,1,23,549.6,3,9,394.7,115
2020-11-01,Sandwell,127,1229,374.19999999999998863,2,26,111.1,2,20,82.5,5,52,228.4,3,61,315.1,14,107,558.0,9,90,395.9,15,116,475.3,9,103,428.8,15,111,549.5,9,99,461.8,13,109,497.6,16,88,451.9,6,65,407.8,2,51,381.8,1,39,316.0,3,29,292.8,1,30,411.0,1,22,525.7,1,10,438.6,263
2020-11-02,Sandwell,264,1292,393.39999999999997726,6,26,111.1,6,26,107.2,19,63,276.7,13,64,330.6,14,106,552.8,25,103,453.1,22,116,475.3,19,101,420.4,20,116,574.2,24,107,499.1,22,115,525.0,13,85,436.5,13,68,426.6,10,49,366.8,6,39,316.0,7,33,333.1,4,28,383.6,12,30,716.8,9,17,745.6,122
2020-11-03,Sandwell,252,1373,418,8,31,132.5,7,30,123.7,16,71,311.8,13,65,335.7,20,113,589.3,23,113,497.1,22,124,508.1,24,105,437.1,22,121,599.0,19,107,499.1,19,119,543.2,18,92,472.5,15,76,476.8,6,51,381.8,6,43,348.5,7,34,343.2,3,29,397.3,3,32,764.6,1,17,745.6,152
2020-11-04,Sandwell,198,1390,423.19999999999998863,1,29,124.0,3,29,119.6,12,76,333.8,9,67,346.1,13,111,578.8,20,117,514.6,21,135,553.1,15,109,453.7,14,116,574.2,18,109,508.4,22,121,552.4,13,90,462.2,12,80,501.9,6,46,344.4,3,38,307.9,4,34,343.2,2,28,383.6,4,34,812.4,6,21,921.1,232
2020-11-05,Sandwell,230,1426,434.19999999999998863,1,22,94.0,4,29,119.6,7,70,307.4,16,72,371.9,31,124,646.6,17,119,523.4,21,136,557.2,19,118,491.2,17,116,574.2,19,117,545.7,19,125,570.6,23,105,539.2,8,74,464.3,12,53,396.8,4,33,267.4,5,33,333.1,3,28,383.6,3,31,740.7,1,21,921.1,189
2020-11-06,Sandwell,208,1409,429,3,22,94.0,6,31,127.8,6,69,303.0,16,77,397.7,17,120,625.8,19,122,536.6,11,121,495.8,23,122,507.8,18,115,569.3,18,116,541.0,19,128,584.3,7,97,498.2,15,77,483.1,4,48,359.3,7,32,259.3,4,34,343.2,6,24,328.8,5,29,693.0,4,25,1096.5,254
2020-11-07,Sandwell,172,1451,441.80000000000001137,1,22,94.0,3,31,127.8,2,67,294.2,5,75,387.4,20,129,672.7,16,129,567.4,13,125,512.2,16,125,520.3,16,122,603.9,15,122,569.0,24,138,630.0,9,99,508.4,10,79,495.6,5,45,336.9,7,34,275.5,2,32,323.0,4,23,315.1,4,32,764.6,0,22,964.9,165
2020-11-08,Sandwell,193,1517,461.89999999999997726,9,29,124.0,5,34,140.2,7,69,303.0,11,83,428.7,19,134,698.8,14,134,589.4,25,135,553.1,18,134,557.8,22,129,638.6,4,117,545.7,15,140,639.1,14,97,498.2,9,82,514.5,8,51,381.8,3,36,291.7,3,32,323.0,0,22,301.4,6,37,884.1,1,22,964.9,181
2020-11-09,Sandwell,284,1537,468,5,28,119.7,5,33,136.0,10,60,263.5,22,92,475.2,27,147,766.6,26,135,593.8,19,132,540.9,20,135,562.0,18,127,628.7,19,112,522.4,29,147,671.0,24,108,554.6,16,85,533.3,10,51,381.8,10,40,324.1,8,33,333.1,5,23,315.1,5,30,716.8,6,19,833.3,244
2020-11-10,Sandwell,287,1572,478.60000000000002274,3,23,98.3,10,36,148.4,18,62,272.3,15,94,485.5,23,150,782.2,20,132,580.6,22,132,540.9,28,139,578.6,30,135,668.3,18,111,517.7,15,143,652.8,19,109,559.8,20,90,564.7,12,57,426.7,5,39,316.0,5,31,312.9,6,26,356.2,7,34,812.4,11,29,1271.9,248
2020-11-11,Sandwell,260,1634,497.5,6,28,119.7,4,37,152.5,12,62,272.3,17,102,526.9,19,156,813.5,29,141,620.2,25,136,557.2,13,137,570.3,21,142,702.9,18,111,517.7,26,147,671.0,20,116,595.7,11,89,558.4,11,62,464.1,4,40,324.1,8,35,353.3,12,36,493.2,2,32,764.6,2,25,1096.5,156
2020-11-12,Sandwell,254,1658,504.80000000000001137,4,31,132.5,7,40,164.9,15,70,307.4,9,95,490.7,21,146,761.4,35,159,699.4,26,141,577.7,18,136,566.1,13,138,683.1,26,118,550.4,18,146,666.5,12,105,539.2,11,92,577.2,9,59,441.7,13,49,397.1,4,34,343.2,6,39,534.2,3,32,764.6,4,28,1228.1,308
2020-11-13,Sandwell,230,1680,511.5,9,37,158.1,5,39,160.8,13,77,338.2,11,90,464.9,20,149,777.0,15,155,681.8,26,156,639.2,24,137,570.3,18,138,683.1,14,114,531.7,20,147,671.0,20,118,606.0,10,87,545.8,6,61,456.7,4,46,372.8,6,36,363.4,5,38,520.5,2,29,693.0,2,26,1140.4,274
2020-11-14,Sandwell,182,1690,514.5,3,39,166.7,4,40,164.9,7,82,360.1,5,90,464.9,15,144,750.9,16,155,681.8,9,152,622.8,18,139,578.6,10,132,653.4,17,116,541.0,26,149,680.2,14,123,631.7,9,86,539.6,6,62,464.1,7,46,372.8,7,41,413.9,3,37,506.8,2,27,645.2,4,30,1315.8,205
2020-11-15,Sandwell,161,1658,504.80000000000001137,2,32,136.8,4,39,160.8,2,77,338.2,13,92,475.2,16,141,735.3,11,152,668.6,13,140,573.6,15,136,566.1,20,130,643.5,13,125,583.0,15,149,680.2,9,118,606.0,4,81,508.2,11,65,486.6,2,45,364.7,5,43,434.1,3,40,547.9,1,22,525.7,2,31,1359.6,222
2020-11-16,Sandwell,246,1620,493.19999999999998863,7,34,145.3,6,40,164.9,19,86,377.7,17,87,449.4,16,130,677.9,25,151,664.2,16,137,561.3,22,138,574.4,22,134,663.3,17,123,573.7,14,134,611.7,17,111,570.0,13,78,489.4,14,69,516.5,4,39,316.0,5,40,403.8,4,39,534.2,2,19,454.0,5,30,1315.8,327
2020-11-17,Sandwell,266,1599,486.80000000000001137,7,38,162.4,9,39,160.8,28,96,421.6,21,93,480.4,20,127,662.3,23,154,677.4,20,135,553.1,19,129,537.0,25,129,638.6,19,124,578.4,18,137,625.4,15,107,549.5,13,71,445.4,7,64,479.1,4,38,307.9,3,38,383.6,3,36,493.2,6,18,430.1,6,25,1096.5,203
2020-11-18,Sandwell,212,1551,472.19999999999998863,2,34,145.3,5,40,164.9,16,100,439.2,12,88,454.5,19,127,662.3,21,146,642.2,19,129,528.6,16,132,549.5,18,126,623.7,19,125,583.0,15,126,575.2,15,102,523.8,6,66,414.1,7,60,449.2,5,39,316.0,5,35,353.3,3,27,369.9,5,21,501.8,1,24,1052.6,170
2020-11-19,Sandwell,180,1477,449.69999999999998863,1,31,132.5,5,38,156.7,14,99,434.8,14,93,480.4,13,119,620.6,17,128,563.0,27,130,532.7,11,125,520.3,12,125,618.8,16,115,536.4,14,122,556.9,9,99,508.4,7,62,389.0,4,55,411.7,4,30,243.1,6,37,373.5,2,23,315.1,3,21,501.8,1,21,921.1,247
2020-11-20,Sandwell,187,1434,436.60000000000002274,3,25,106.9,9,42,173.1,15,101,443.6,8,90,464.9,21,120,625.8,19,132,580.6,18,122,499.9,12,113,470.4,10,117,579.2,15,116,541.0,11,113,515.8,9,88,451.9,10,62,389.0,8,57,426.7,7,33,267.4,4,35,353.3,6,24,328.8,2,21,501.8,0,19,833.3,300
2020-11-21,Sandwell,129,1381,420.5,4,26,111.1,4,42,173.1,6,100,439.2,11,96,495.9,8,113,589.3,6,122,536.6,10,123,504.0,15,110,457.9,9,116,574.2,14,113,527.1,14,101,461.1,11,85,436.5,5,58,363.9,4,55,411.7,3,29,235.0,1,29,292.8,1,22,301.4,2,21,501.8,1,16,701.8,211
2020-11-22,Sandwell,109,1329,404.60000000000002274,1,25,106.9,5,43,177.3,8,106,465.5,10,93,480.4,9,106,552.8,7,118,519.0,10,120,491.7,13,108,449.6,7,103,509.9,10,110,513.1,10,96,438.2,7,83,426.3,3,57,357.6,1,45,336.9,1,28,226.9,2,26,262.5,2,21,287.7,1,21,501.8,2,16,701.8,186
2020-11-23,Sandwell,141,1224,372.69999999999998863,2,20,85.5,5,42,173.1,9,96,421.6,8,84,433.9,12,102,531.9,8,101,444.3,12,116,475.3,17,103,428.8,8,89,440.6,15,108,503.7,12,94,429.1,14,80,410.8,6,50,313.7,4,35,262.0,1,25,202.6,2,23,232.2,3,20,274.0,2,21,501.8,1,12,526.3,147
2020-11-24,Sandwell,162,1120,341,5,18,76.9,1,34,140.2,14,82,360.1,9,72,371.9,6,88,458.9,15,93,409.1,17,113,463.0,18,102,424.6,5,69,341.6,18,107,499.1,12,88,401.7,11,76,390.3,5,42,263.5,4,32,239.6,5,26,210.7,7,27,272.6,6,23,315.1,3,18,430.1,1,7,307.0,78
2020-11-25,Sandwell,138,1046,318.5,2,18,76.9,9,38,156.7,7,73,320.6,9,69,356.4,4,73,380.7,10,82,360.7,11,105,430.2,11,97,403.8,11,62,306.9,7,95,443.1,11,84,383.5,9,70,359.5,5,41,257.2,5,30,224.6,5,26,210.7,7,29,292.8,6,26,356.2,6,19,454.0,3,9,394.7,178
2020-11-26,Sandwell,129,995,302.89999999999997726,6,23,98.3,2,35,144.3,9,68,298.6,11,66,340.9,7,67,349.4,7,72,316.7,14,92,377.0,12,98,407.9,8,58,287.1,12,91,424.4,5,75,342.4,11,72,369.8,5,39,244.7,4,30,224.6,3,25,202.6,2,25,252.4,4,28,383.6,3,19,454.0,4,12,526.3,172
2020-11-27,Sandwell,126,934,284.39999999999997726,3,23,98.3,6,32,131.9,6,59,259.1,9,67,346.1,7,53,276.4,9,62,272.7,10,84,344.2,11,97,403.8,16,64,316.8,6,82,382.5,6,70,319.5,12,75,385.2,11,40,251.0,4,26,194.6,2,20,162.1,4,25,252.4,1,23,315.1,1,18,430.1,2,14,614.0,126
2020-11-28,Sandwell,77,882,268.5,2,21,89.8,4,32,131.9,5,58,254.7,4,60,309.9,4,49,255.5,5,61,268.3,9,83,340.1,6,88,366.3,8,63,311.9,7,75,349.8,2,58,264.8,6,70,359.5,5,40,251.0,2,24,179.7,2,19,154.0,1,25,252.4,3,25,342.5,2,18,430.1,0,13,570.2,121
2020-11-29,Sandwell,94,867,264,4,24,102.6,4,31,127.8,7,57,250.3,6,56,289.3,6,46,239.9,11,65,285.9,11,84,344.2,7,82,341.3,8,64,316.8,9,74,345.1,4,52,237.4,5,68,349.2,3,40,251.0,2,25,187.2,2,20,162.1,2,25,252.4,2,25,342.5,1,18,430.1,0,11,482.5,86
2020-11-30,Sandwell,86,812,247.19999999999998863,0,22,94.0,3,29,119.6,6,54,237.2,2,50,258.3,4,38,198.2,12,69,303.5,10,82,336.0,7,72,299.7,8,64,316.8,4,63,293.8,7,47,214.6,12,66,338.9,4,38,238.4,2,23,172.2,0,19,154.0,0,23,232.2,1,23,315.1,2,18,430.1,2,12,526.3,151
2020-12-01,Sandwell,133,783,238.40000000000000568,3,20,85.5,9,37,152.5,6,46,202.0,9,50,258.3,7,39,203.4,11,65,285.9,16,81,331.9,14,68,283.1,8,67,331.7,12,57,265.9,10,45,205.4,8,63,323.5,2,35,219.6,6,25,187.2,3,17,137.8,4,20,201.9,2,19,260.3,0,15,358.4,3,14,614.0,99
2020-12-02,Sandwell,124,769,234.09999999999999432,0,18,76.9,1,29,119.6,9,48,210.8,6,47,242.8,13,48,250.3,9,64,281.5,13,83,340.1,15,72,299.7,10,66,326.7,12,62,289.2,11,45,205.4,7,61,313.3,6,36,225.9,2,22,164.7,3,15,121.6,2,15,151.4,3,16,219.2,1,10,238.9,1,12,526.3,81
2020-12-03,Sandwell,89,729,222,2,14,59.8,2,29,119.6,4,43,188.8,7,43,222.1,4,45,234.7,8,65,285.9,10,79,323.7,11,71,295.6,5,63,311.9,7,57,265.9,8,48,219.1,5,55,282.5,3,34,213.3,1,19,142.2,2,14,113.5,5,18,181.7,3,15,205.5,0,7,167.3,2,10,438.6,113
2020-12-04,Sandwell,93,696,211.90000000000000568,1,12,51.3,3,26,107.2,5,42,184.5,7,41,211.8,6,44,229.5,4,60,263.9,13,82,336.0,2,62,258.1,3,50,247.5,7,58,270.5,8,50,228.2,3,46,236.2,5,28,175.7,5,20,149.7,2,14,113.5,3,17,171.6,6,20,274.0,4,10,238.9,6,14,614.0,121
2020-12-05,Sandwell,80,699,212.80000000000001137,2,12,51.3,5,27,111.3,2,39,171.3,3,40,206.6,5,45,234.7,7,62,272.7,9,82,336.0,3,59,245.6,4,46,227.7,7,58,270.5,10,58,264.8,11,51,261.9,1,24,150.6,3,21,157.2,1,13,105.3,1,17,171.6,4,21,287.7,2,10,238.9,0,14,614.0,90
2020-12-06,Sandwell,75,680,207,3,11,47.0,0,23,94.8,5,37,162.5,2,36,186.0,2,41,213.8,7,58,255.1,8,79,323.7,6,58,241.4,11,49,242.6,8,57,265.9,6,60,273.9,5,51,261.9,4,25,156.8,3,22,164.7,1,12,97.2,2,17,171.6,1,20,274.0,1,10,238.9,0,14,614.0,97
2020-12-07,Sandwell,93,687,209.19999999999998863,1,12,51.3,1,21,86.6,5,36,158.1,8,42,216.9,5,42,219.0,5,51,224.3,8,77,315.5,8,59,245.6,11,52,257.4,12,65,303.2,10,63,287.6,6,45,231.1,5,26,163.1,2,22,164.7,1,13,105.3,1,18,181.7,1,20,274.0,2,10,238.9,1,13,570.2,114
2020-12-08,Sandwell,96,650,197.90000000000000568,0,9,38.5,2,14,57.7,8,38,166.9,7,40,206.6,10,45,234.7,9,49,215.5,9,70,286.8,9,54,224.8,12,56,277.2,6,59,275.2,4,57,260.2,2,39,200.3,7,31,194.5,1,17,127.3,3,13,105.3,0,14,141.3,4,22,301.4,2,12,286.7,1,11,482.5,55
2020-12-09,Sandwell,107,633,192.69999999999998863,0,9,38.5,5,18,74.2,5,34,149.3,8,42,216.9,11,43,224.2,7,47,206.7,13,70,286.8,10,49,204.0,7,53,262.4,10,57,265.9,14,60,273.9,6,38,195.2,2,27,169.4,3,18,134.8,3,13,105.3,2,14,141.3,0,19,260.3,1,12,286.7,0,10,438.6,79
2020-12-10,Sandwell,98,642,195.5,3,10,42.7,3,19,78.3,5,35,153.7,9,44,227.3,4,43,224.2,4,43,189.1,7,67,274.5,13,51,212.3,11,59,292.1,11,61,284.5,6,58,264.8,6,39,200.3,5,29,181.9,1,18,134.8,2,13,105.3,3,12,121.1,2,18,246.6,2,14,334.5,1,9,394.7,94
2020-12-11,Sandwell,115,664,202.19999999999998863,3,12,51.3,4,20,82.5,12,42,184.5,7,44,227.3,9,46,239.9,9,48,211.1,12,66,270.4,10,59,245.6,5,61,302.0,8,62,289.2,9,59,269.3,9,45,231.1,4,28,175.7,1,14,104.8,5,16,129.7,2,11,111.0,1,13,178.1,2,12,286.7,3,6,263.2,100
2020-12-12,Sandwell,83,667,203.09999999999999432,2,12,51.3,0,15,61.8,5,45,197.6,7,48,247.9,6,47,245.1,7,48,211.1,16,73,299.1,6,62,258.1,7,64,316.8,7,62,289.2,4,53,241.9,6,40,205.4,3,30,188.2,2,13,97.3,1,16,129.7,2,12,121.1,0,9,123.3,2,12,286.7,0,6,263.2,75
2020-12-13,Sandwell,90,682,207.59999999999999432,2,11,47.0,3,18,74.2,7,47,206.4,6,52,268.6,5,50,260.7,5,46,202.3,10,75,307.3,9,65,270.6,6,59,292.1,6,60,279.9,4,51,232.8,4,39,200.3,6,32,200.8,2,12,89.8,4,19,154.0,2,12,121.1,6,14,191.8,2,13,310.6,1,7,307.0,115
2020-12-14,Sandwell,148,737,224.40000000000000568,4,14,59.8,4,21,86.6,13,55,241.5,9,53,273.8,16,61,318.1,12,53,233.1,15,82,336.0,11,68,283.1,11,59,292.1,13,61,284.5,10,51,232.8,8,41,210.6,7,34,213.3,4,14,104.8,4,22,178.3,2,13,131.2,1,14,191.8,2,13,310.6,2,8,350.9,81
2020-12-15,Sandwell,167,808,246,7,21,89.8,8,27,111.3,13,60,263.5,14,60,309.9,11,62,323.3,11,55,241.9,18,91,372.9,10,69,287.2,13,60,297.0,16,71,331.2,7,54,246.5,9,48,246.5,5,32,200.8,6,19,142.2,2,21,170.2,6,19,191.8,2,12,164.4,5,16,382.3,4,11,482.5,103
2020-12-16,Sandwell,141,842,256.39999999999997726,4,25,106.9,1,23,94.8,6,61,267.9,9,61,315.1,8,59,307.7,18,66,290.3,12,90,368.8,14,73,303.9,12,65,321.8,12,73,340.5,15,55,251.1,8,50,256.8,8,38,238.4,2,18,134.8,4,22,178.3,1,18,181.7,2,14,191.8,1,16,382.3,4,15,657.9,157
2020-12-17,Sandwell,137,881,268.19999999999998863,1,23,98.3,5,25,103.1,4,60,263.5,7,59,304.8,11,66,344.2,11,73,321.1,15,98,401.5,13,73,303.9,24,78,386.1,16,78,363.8,10,59,269.3,10,54,277.3,3,36,225.9,2,19,142.2,3,23,186.4,0,15,151.4,1,13,178.1,1,15,358.4,0,14,614.0,95
2020-12-18,Sandwell,141,907,276.10000000000002274,1,21,89.8,3,24,98.9,5,53,232.8,12,64,330.6,13,70,365.0,13,77,338.7,21,107,438.4,12,75,312.2,11,84,415.8,10,80,373.1,11,61,278.5,8,53,272.2,7,39,244.7,2,20,149.7,3,21,170.2,4,17,171.6,3,15,205.5,1,14,334.5,1,12,526.3,108
2020-12-19,Sandwell,116,940,286.19999999999998863,1,20,85.5,5,29,119.6,7,55,241.5,5,62,320.2,9,73,380.7,11,81,356.3,12,103,422.0,10,79,328.9,14,91,450.5,12,85,396.5,7,64,292.2,5,52,267.1,4,40,251.0,5,23,172.2,6,26,210.7,1,16,161.5,1,16,219.2,0,12,286.7,1,13,570.2,84
2020-12-20,Sandwell,141,991,301.69999999999998863,5,23,98.3,7,33,136.0,7,55,241.5,9,65,335.7,10,78,406.8,20,96,422.3,17,110,450.7,12,82,341.3,9,94,465.3,11,90,419.8,7,67,305.9,10,58,297.9,5,39,244.7,2,23,172.2,3,25,202.6,1,15,151.4,2,12,164.4,1,11,262.8,2,14,614.0,175
