date,areaName,newCasesBySpecimenDateAgeDemographics
2020-12-27,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 21.8, 'rollingSum': 1}, {'age': '05_09', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'cases': 0, 'rollingRate': 150.3, 'rollingSum': 7}, {'age': '20_24', 'cases': 1, 'rollingRate': 215.3, 'rollingSum': 10}, {'age': '25_29', 'cases': 4, 'rollingRate': 297.5, 'rollingSum': 16}, {'age': '30_34', 'cases': 1, 'rollingRate': 190.8, 'rollingSum': 10}, {'age': '35_39', 'cases': 3, 'rollingRate': 132.1, 'rollingSum': 7}, {'age': '40_44', 'cases': 1, 'rollingRate': 158.9, 'rollingSum': 8}, {'age': '45_49', 'cases': 3, 'rollingRate': 121.6, 'rollingSum': 8}, {'age': '50_54', 'cases': 3, 'rollingRate': 197.9, 'rollingSum': 15}, {'age': '55_59', 'cases': 1, 'rollingRate': 189.5, 'rollingSum': 14}, {'age': '60_64', 'cases': 2, 'rollingRate': 158.4, 'rollingSum': 10}, {'age': '65_69', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '70_74', 'cases': 1, 'rollingRate': 90.0, 'rollingSum': 5}, {'age': '75_79', 'cases': 1, 'rollingRate': 159.7, 'rollingSum': 6}, {'age': '80_84', 'cases': 0, 'rollingRate': 40.6, 'rollingSum': 1}, {'age': '85_89', 'cases': 0, 'rollingRate': 270.1, 'rollingSum': 4}, {'age': '90+', 'cases': 1, 'rollingRate': 630.5, 'rollingSum': 5}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 5, 'rollingRate': 118.9, 'rollingSum': 31}, {'age': '00_59', 'cases': 17, 'rollingRate': 144.2, 'rollingSum': 96}]"
2020-12-26,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 21.8, 'rollingSum': 1}, {'age': '05_09', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'cases': 0, 'rollingRate': 58.1, 'rollingSum': 3}, {'age': '15_19', 'cases': 2, 'rollingRate': 150.3, 'rollingSum': 7}, {'age': '20_24', 'cases': 2, 'rollingRate': 215.3, 'rollingSum': 10}, {'age': '25_29', 'cases': 0, 'rollingRate': 278.9, 'rollingSum': 15}, {'age': '30_34', 'cases': 2, 'rollingRate': 228.9, 'rollingSum': 12}, {'age': '35_39', 'cases': 2, 'rollingRate': 113.3, 'rollingSum': 6}, {'age': '40_44', 'cases': 2, 'rollingRate': 258.2, 'rollingSum': 13}, {'age': '45_49', 'cases': 2, 'rollingRate': 91.2, 'rollingSum': 6}, {'age': '50_54', 'cases': 4, 'rollingRate': 197.9, 'rollingSum': 15}, {'age': '55_59', 'cases': 4, 'rollingRate': 176.0, 'rollingSum': 13}, {'age': '60_64', 'cases': 2, 'rollingRate': 158.4, 'rollingSum': 10}, {'age': '65_69', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '70_74', 'cases': 0, 'rollingRate': 72.0, 'rollingSum': 4}, {'age': '75_79', 'cases': 1, 'rollingRate': 133.1, 'rollingSum': 5}, {'age': '80_84', 'cases': 0, 'rollingRate': 81.1, 'rollingSum': 2}, {'age': '85_89', 'cases': 1, 'rollingRate': 270.1, 'rollingSum': 4}, {'age': '90+', 'cases': 0, 'rollingRate': 504.4, 'rollingSum': 4}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 4, 'rollingRate': 111.2, 'rollingSum': 29}, {'age': '00_59', 'cases': 20, 'rollingRate': 151.7, 'rollingSum': 101}]"
2020-12-25,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 43.5, 'rollingSum': 2}, {'age': '05_09', 'cases': 0, 'rollingRate': 19.9, 'rollingSum': 1}, {'age': '10_14', 'cases': 0, 'rollingRate': 77.5, 'rollingSum': 4}, {'age': '15_19', 'cases': 1, 'rollingRate': 107.4, 'rollingSum': 5}, {'age': '20_24', 'cases': 0, 'rollingRate': 172.2, 'rollingSum': 8}, {'age': '25_29', 'cases': 0, 'rollingRate': 297.5, 'rollingSum': 16}, {'age': '30_34', 'cases': 0, 'rollingRate': 228.9, 'rollingSum': 12}, {'age': '35_39', 'cases': 0, 'rollingRate': 113.3, 'rollingSum': 6}, {'age': '40_44', 'cases': 0, 'rollingRate': 258.2, 'rollingSum': 13}, {'age': '45_49', 'cases': 0, 'rollingRate': 60.8, 'rollingSum': 4}, {'age': '50_54', 'cases': 0, 'rollingRate': 158.3, 'rollingSum': 12}, {'age': '55_59', 'cases': 0, 'rollingRate': 121.8, 'rollingSum': 9}, {'age': '60_64', 'cases': 0, 'rollingRate': 142.5, 'rollingSum': 9}, {'age': '65_69', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '70_74', 'cases': 0, 'rollingRate': 108.0, 'rollingSum': 6}, {'age': '75_79', 'cases': 0, 'rollingRate': 106.5, 'rollingSum': 4}, {'age': '80_84', 'cases': 0, 'rollingRate': 81.1, 'rollingSum': 2}, {'age': '85_89', 'cases': 0, 'rollingRate': 472.7, 'rollingSum': 7}, {'age': '90+', 'cases': 0, 'rollingRate': 756.6, 'rollingSum': 6}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 0, 'rollingRate': 130.4, 'rollingSum': 34}, {'age': '00_59', 'cases': 1, 'rollingRate': 138.2, 'rollingSum': 92}]"
2020-12-24,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 87.0, 'rollingSum': 4}, {'age': '05_09', 'cases': 0, 'rollingRate': 19.9, 'rollingSum': 1}, {'age': '10_14', 'cases': 0, 'rollingRate': 77.5, 'rollingSum': 4}, {'age': '15_19', 'cases': 1, 'rollingRate': 128.8, 'rollingSum': 6}, {'age': '20_24', 'cases': 0, 'rollingRate': 193.8, 'rollingSum': 9}, {'age': '25_29', 'cases': 3, 'rollingRate': 316.0, 'rollingSum': 17}, {'age': '30_34', 'cases': 2, 'rollingRate': 286.2, 'rollingSum': 15}, {'age': '35_39', 'cases': 0, 'rollingRate': 188.8, 'rollingSum': 10}, {'age': '40_44', 'cases': 0, 'rollingRate': 317.8, 'rollingSum': 16}, {'age': '45_49', 'cases': 0, 'rollingRate': 91.2, 'rollingSum': 6}, {'age': '50_54', 'cases': 2, 'rollingRate': 184.7, 'rollingSum': 14}, {'age': '55_59', 'cases': 0, 'rollingRate': 135.4, 'rollingSum': 10}, {'age': '60_64', 'cases': 2, 'rollingRate': 158.4, 'rollingSum': 10}, {'age': '65_69', 'cases': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '70_74', 'cases': 0, 'rollingRate': 108.0, 'rollingSum': 6}, {'age': '75_79', 'cases': 0, 'rollingRate': 106.5, 'rollingSum': 4}, {'age': '80_84', 'cases': 1, 'rollingRate': 121.7, 'rollingSum': 3}, {'age': '85_89', 'cases': 1, 'rollingRate': 472.7, 'rollingSum': 7}, {'age': '90+', 'cases': 3, 'rollingRate': 756.6, 'rollingSum': 6}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 7, 'rollingRate': 138.0, 'rollingSum': 36}, {'age': '00_59', 'cases': 8, 'rollingRate': 168.2, 'rollingSum': 112}]"
2020-12-23,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 87.0, 'rollingSum': 4}, {'age': '05_09', 'cases': 0, 'rollingRate': 19.9, 'rollingSum': 1}, {'age': '10_14', 'cases': 0, 'rollingRate': 77.5, 'rollingSum': 4}, {'age': '15_19', 'cases': 0, 'rollingRate': 107.4, 'rollingSum': 5}, {'age': '20_24', 'cases': 4, 'rollingRate': 215.3, 'rollingSum': 10}, {'age': '25_29', 'cases': 2, 'rollingRate': 260.3, 'rollingSum': 14}, {'age': '30_34', 'cases': 0, 'rollingRate': 286.2, 'rollingSum': 15}, {'age': '35_39', 'cases': 1, 'rollingRate': 188.8, 'rollingSum': 10}, {'age': '40_44', 'cases': 1, 'rollingRate': 317.8, 'rollingSum': 16}, {'age': '45_49', 'cases': 1, 'rollingRate': 91.2, 'rollingSum': 6}, {'age': '50_54', 'cases': 3, 'rollingRate': 171.5, 'rollingSum': 13}, {'age': '55_59', 'cases': 4, 'rollingRate': 148.9, 'rollingSum': 11}, {'age': '60_64', 'cases': 3, 'rollingRate': 126.7, 'rollingSum': 8}, {'age': '65_69', 'cases': 0, 'rollingRate': 17.5, 'rollingSum': 1}, {'age': '70_74', 'cases': 3, 'rollingRate': 125.9, 'rollingSum': 7}, {'age': '75_79', 'cases': 0, 'rollingRate': 133.1, 'rollingSum': 5}, {'age': '80_84', 'cases': 0, 'rollingRate': 81.1, 'rollingSum': 2}, {'age': '85_89', 'cases': 1, 'rollingRate': 405.1, 'rollingSum': 6}, {'age': '90+', 'cases': 1, 'rollingRate': 504.4, 'rollingSum': 4}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 8, 'rollingRate': 126.5, 'rollingSum': 33}, {'age': '00_59', 'cases': 16, 'rollingRate': 163.7, 'rollingSum': 109}]"
2020-12-22,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 108.8, 'rollingSum': 5}, {'age': '05_09', 'cases': 0, 'rollingRate': 39.8, 'rollingSum': 2}, {'age': '10_14', 'cases': 0, 'rollingRate': 77.5, 'rollingSum': 4}, {'age': '15_19', 'cases': 1, 'rollingRate': 128.8, 'rollingSum': 6}, {'age': '20_24', 'cases': 1, 'rollingRate': 193.8, 'rollingSum': 9}, {'age': '25_29', 'cases': 4, 'rollingRate': 241.7, 'rollingSum': 13}, {'age': '30_34', 'cases': 4, 'rollingRate': 286.2, 'rollingSum': 15}, {'age': '35_39', 'cases': 0, 'rollingRate': 169.9, 'rollingSum': 9}, {'age': '40_44', 'cases': 2, 'rollingRate': 317.8, 'rollingSum': 16}, {'age': '45_49', 'cases': 2, 'rollingRate': 167.2, 'rollingSum': 11}, {'age': '50_54', 'cases': 0, 'rollingRate': 158.3, 'rollingSum': 12}, {'age': '55_59', 'cases': 2, 'rollingRate': 148.9, 'rollingSum': 11}, {'age': '60_64', 'cases': 1, 'rollingRate': 79.2, 'rollingSum': 5}, {'age': '65_69', 'cases': 0, 'rollingRate': 17.5, 'rollingSum': 1}, {'age': '70_74', 'cases': 1, 'rollingRate': 72.0, 'rollingSum': 4}, {'age': '75_79', 'cases': 1, 'rollingRate': 133.1, 'rollingSum': 5}, {'age': '80_84', 'cases': 0, 'rollingRate': 81.1, 'rollingSum': 2}, {'age': '85_89', 'cases': 0, 'rollingRate': 337.6, 'rollingSum': 5}, {'age': '90+', 'cases': 0, 'rollingRate': 504.4, 'rollingSum': 4}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 3, 'rollingRate': 99.7, 'rollingSum': 26}, {'age': '00_59', 'cases': 16, 'rollingRate': 169.7, 'rollingSum': 113}]"
2020-12-21,High Peak,"[{'age': '00_04', 'cases': 1, 'rollingRate': 130.5, 'rollingSum': 6}, {'age': '05_09', 'cases': 0, 'rollingRate': 39.8, 'rollingSum': 2}, {'age': '10_14', 'cases': 0, 'rollingRate': 77.5, 'rollingSum': 4}, {'age': '15_19', 'cases': 2, 'rollingRate': 107.4, 'rollingSum': 5}, {'age': '20_24', 'cases': 2, 'rollingRate': 193.8, 'rollingSum': 9}, {'age': '25_29', 'cases': 3, 'rollingRate': 185.9, 'rollingSum': 10}, {'age': '30_34', 'cases': 1, 'rollingRate': 248.0, 'rollingSum': 13}, {'age': '35_39', 'cases': 1, 'rollingRate': 169.9, 'rollingSum': 9}, {'age': '40_44', 'cases': 2, 'rollingRate': 278.1, 'rollingSum': 14}, {'age': '45_49', 'cases': 0, 'rollingRate': 136.8, 'rollingSum': 9}, {'age': '50_54', 'cases': 3, 'rollingRate': 171.5, 'rollingSum': 13}, {'age': '55_59', 'cases': 3, 'rollingRate': 135.4, 'rollingSum': 10}, {'age': '60_64', 'cases': 0, 'rollingRate': 79.2, 'rollingSum': 5}, {'age': '65_69', 'cases': 0, 'rollingRate': 17.5, 'rollingSum': 1}, {'age': '70_74', 'cases': 0, 'rollingRate': 54.0, 'rollingSum': 3}, {'age': '75_79', 'cases': 3, 'rollingRate': 106.5, 'rollingSum': 4}, {'age': '80_84', 'cases': 0, 'rollingRate': 162.2, 'rollingSum': 4}, {'age': '85_89', 'cases': 1, 'rollingRate': 405.1, 'rollingSum': 6}, {'age': '90+', 'cases': 0, 'rollingRate': 630.5, 'rollingSum': 5}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 4, 'rollingRate': 107.4, 'rollingSum': 28}, {'age': '00_59', 'cases': 18, 'rollingRate': 156.2, 'rollingSum': 104}]"
2020-12-20,High Peak,"[{'age': '00_04', 'cases': 0, 'rollingRate': 108.8, 'rollingSum': 5}, {'age': '05_09', 'cases': 0, 'rollingRate': 39.8, 'rollingSum': 2}, {'age': '10_14', 'cases': 3, 'rollingRate': 77.5, 'rollingSum': 4}, {'age': '15_19', 'cases': 0, 'rollingRate': 85.9, 'rollingSum': 4}, {'age': '20_24', 'cases': 1, 'rollingRate': 258.3, 'rollingSum': 12}, {'age': '25_29', 'cases': 3, 'rollingRate': 204.5, 'rollingSum': 11}, {'age': '30_34', 'cases': 3, 'rollingRate': 228.9, 'rollingSum': 12}, {'age': '35_39', 'cases': 2, 'rollingRate': 207.6, 'rollingSum': 11}, {'age': '40_44', 'cases': 6, 'rollingRate': 278.1, 'rollingSum': 14}, {'age': '45_49', 'cases': 1, 'rollingRate': 167.2, 'rollingSum': 11}, {'age': '50_54', 'cases': 3, 'rollingRate': 145.1, 'rollingSum': 11}, {'age': '55_59', 'cases': 0, 'rollingRate': 108.3, 'rollingSum': 8}, {'age': '60_64', 'cases': 2, 'rollingRate': 95.0, 'rollingSum': 6}, {'age': '65_69', 'cases': 0, 'rollingRate': 17.5, 'rollingSum': 1}, {'age': '70_74', 'cases': 0, 'rollingRate': 72.0, 'rollingSum': 4}, {'age': '75_79', 'cases': 0, 'rollingRate': 26.6, 'rollingSum': 1}, {'age': '80_84', 'cases': 1, 'rollingRate': 162.2, 'rollingSum': 4}, {'age': '85_89', 'cases': 0, 'rollingRate': 337.6, 'rollingSum': 5}, {'age': '90+', 'cases': 0, 'rollingRate': 630.5, 'rollingSum': 5}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 3, 'rollingRate': 99.7, 'rollingSum': 26}, {'age': '00_59', 'cases': 22, 'rollingRate': 157.7, 'rollingSum': 105}]"
2020-12-19,High Peak,"[{'age': '00_04', 'cases': 1, 'rollingRate': 108.8, 'rollingSum': 5}, {'age': '05_09', 'cases': 1, 'rollingRate': 39.8, 'rollingSum': 2}, {'age': '10_14', 'cases': 1, 'rollingRate': 38.7, 'rollingSum': 2}, {'age': '15_19', 'cases': 0, 'rollingRate': 85.9, 'rollingSum': 4}, {'age': '20_24', 'cases': 0, 'rollingRate': 258.3, 'rollingSum': 12}, {'age': '25_29', 'cases': 1, 'rollingRate': 167.3, 'rollingSum': 9}, {'age': '30_34', 'cases': 2, 'rollingRate': 171.7, 'rollingSum': 9}, {'age': '35_39', 'cases': 2, 'rollingRate': 188.8, 'rollingSum': 10}, {'age': '40_44', 'cases': 2, 'rollingRate': 158.9, 'rollingSum': 8}, {'age': '45_49', 'cases': 0, 'rollingRate': 152.0, 'rollingSum': 10}, {'age': '50_54', 'cases': 1, 'rollingRate': 118.7, 'rollingSum': 9}, {'age': '55_59', 'cases': 0, 'rollingRate': 121.8, 'rollingSum': 9}, {'age': '60_64', 'cases': 1, 'rollingRate': 79.2, 'rollingSum': 5}, {'age': '65_69', 'cases': 0, 'rollingRate': 35.0, 'rollingSum': 2}, {'age': '70_74', 'cases': 2, 'rollingRate': 72.0, 'rollingSum': 4}, {'age': '75_79', 'cases': 0, 'rollingRate': 26.6, 'rollingSum': 1}, {'age': '80_84', 'cases': 0, 'rollingRate': 202.8, 'rollingSum': 5}, {'age': '85_89', 'cases': 4, 'rollingRate': 337.6, 'rollingSum': 5}, {'age': '90+', 'cases': 2, 'rollingRate': 630.5, 'rollingSum': 5}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 9, 'rollingRate': 103.5, 'rollingSum': 27}, {'age': '00_59', 'cases': 11, 'rollingRate': 133.7, 'rollingSum': 89}]"
2020-12-18,High Peak,"[{'age': '00_04', 'cases': 2, 'rollingRate': 87.0, 'rollingSum': 4}, {'age': '05_09', 'cases': 0, 'rollingRate': 19.9, 'rollingSum': 1}, {'age': '10_14', 'cases': 0, 'rollingRate': 19.4, 'rollingSum': 1}, {'age': '15_19', 'cases': 2, 'rollingRate': 85.9, 'rollingSum': 4}, {'age': '20_24', 'cases': 1, 'rollingRate': 258.3, 'rollingSum': 12}, {'age': '25_29', 'cases': 1, 'rollingRate': 185.9, 'rollingSum': 10}, {'age': '30_34', 'cases': 3, 'rollingRate': 133.5, 'rollingSum': 7}, {'age': '35_39', 'cases': 4, 'rollingRate': 151.0, 'rollingSum': 8}, {'age': '40_44', 'cases': 3, 'rollingRate': 158.9, 'rollingSum': 8}, {'age': '45_49', 'cases': 2, 'rollingRate': 167.2, 'rollingSum': 11}, {'age': '50_54', 'cases': 2, 'rollingRate': 118.7, 'rollingSum': 9}, {'age': '55_59', 'cases': 1, 'rollingRate': 121.8, 'rollingSum': 9}, {'age': '60_64', 'cases': 1, 'rollingRate': 63.3, 'rollingSum': 4}, {'age': '65_69', 'cases': 0, 'rollingRate': 35.0, 'rollingSum': 2}, {'age': '70_74', 'cases': 0, 'rollingRate': 36.0, 'rollingSum': 2}, {'age': '75_79', 'cases': 0, 'rollingRate': 26.6, 'rollingSum': 1}, {'age': '80_84', 'cases': 1, 'rollingRate': 202.8, 'rollingSum': 5}, {'age': '85_89', 'cases': 0, 'rollingRate': 135.0, 'rollingSum': 2}, {'age': '90+', 'cases': 0, 'rollingRate': 378.3, 'rollingSum': 3}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 0}, {'age': '60+', 'cases': 2, 'rollingRate': 72.9, 'rollingSum': 19}, {'age': '00_59', 'cases': 21, 'rollingRate': 126.2, 'rollingSum': 84}]"
