date,cc_open,cc_occupied
2021-11-29,647,505
2021-11-30,646,507
2021-12-01,622,507
2021-12-02,650,536
2021-12-03,655,520
2021-12-04,654,517
2021-12-05,640,490
2021-12-06,628,468
2021-12-07,646,508
2021-12-08,650,515
2021-12-09,661,542
2021-12-10,656,527
2021-12-11,654,519
2021-12-12,640,508
2021-12-13,640,500
2021-12-14,648,509
2021-12-15,648,496
2021-12-16,650,520
2021-12-17,651,509
2021-12-18,651,494
2021-12-19,652,451
2021-12-20,630,438
2021-12-21,644,450
2021-12-22,645,472
2021-12-23,646,477
2021-12-24,641,480
2021-12-25,644,462
2021-12-26,646,442
2021-12-27,645,417
2021-12-28,639,439
2021-12-29,642,454
2021-12-30,648,474
2021-12-31,642,473
2022-01-01,639,477
2022-01-02,640,469
2022-01-03,652,481
2022-01-04,649,472
2022-01-05,649,478
2022-01-06,649,479
2022-01-07,644,481
2022-01-08,641,469
2022-01-09,629,466
2022-01-10,628,448
2022-01-11,628,465
2022-01-12,652,478
2022-01-13,643,483
2022-01-14,640,474
2022-01-15,641,456
2022-01-16,637,445
2022-01-17,631,446
2022-01-18,635,454
2022-01-19,627,458
2022-01-20,637,470
2022-01-21,640,461
2022-01-22,637,463
2022-01-23,632,429
2022-01-24,622,420
2022-01-25,631,431
2022-01-26,640,441
2022-01-27,632,435
2022-01-28,644,438
2022-01-29,639,446
2022-01-30,633,424
2022-01-31,630,432
2022-02-01,630,454
2022-02-02,641,460
2022-02-03,647,447
2022-02-04,632,444
2022-02-05,649,463
2022-02-06,639,441
2022-02-07,633,431
2022-02-08,639,448
2022-02-09,609,453
2022-02-10,616,454
2022-02-11,625,458
2022-02-12,623,447
2022-02-13,613,415
2022-02-14,637,421
2022-02-15,645,446
2022-02-16,642,447
2022-02-17,652,483
2022-02-18,654,465
2022-02-19,654,450
2022-02-20,639,451
2022-02-21,639,449
2022-02-22,643,445
2022-02-23,649,452
2022-02-24,650,467
2022-02-25,655,467
2022-02-26,656,446
2022-02-27,638,426
2022-02-28,648,433
2022-03-01,654,454
2022-03-02,664,467
2022-03-03,656,459
2022-03-04,655,469
2022-03-05,640,436
2022-03-06,637,416
2022-03-07,633,413
2022-03-08,644,432
2022-03-09,705,502
2022-03-10,655,470
2022-03-11,652,471
2022-03-12,660,460
2022-03-13,649,426
2022-03-14,644,438
2022-03-15,652,470
2022-03-16,659,450
2022-03-17,653,465
2022-03-18,655,449
2022-03-19,659,471
2022-03-20,651,422
2022-03-21,647,425
2022-03-22,652,471
2022-03-23,660,464
2022-03-24,659,470
2022-03-25,624,451
2022-03-26,623,441
2022-03-27,622,412
2022-03-28,648,433
2022-03-29,659,444
2022-03-30,659,468
2022-03-31,659,471
2022-04-01,654,478
2022-04-02,646,462
2022-04-03,642,463
