date,cc_open,cc_occupied
2021-11-29,330,260
2021-11-30,325,260
2021-12-01,325,269
2021-12-02,327,261
2021-12-03,327,262
2021-12-04,327,257
2021-12-05,328,249
2021-12-06,329,255
2021-12-07,328,247
2021-12-08,326,253
2021-12-09,329,263
2021-12-10,329,262
2021-12-11,325,250
2021-12-12,326,244
2021-12-13,326,256
2021-12-14,326,270
2021-12-15,322,263
2021-12-16,322,262
2021-12-17,324,258
2021-12-18,323,250
2021-12-19,320,232
2021-12-20,321,236
2021-12-21,324,248
2021-12-22,322,244
2021-12-23,321,242
2021-12-24,322,243
2021-12-25,320,229
2021-12-26,315,227
2021-12-27,320,218
2021-12-28,327,234
2021-12-29,321,228
2021-12-30,323,246
2021-12-31,329,270
2022-01-01,324,253
2022-01-02,323,254
2022-01-03,323,251
2022-01-04,325,253
2022-01-05,323,255
2022-01-06,323,251
2022-01-07,329,261
2022-01-08,329,246
2022-01-09,323,235
2022-01-10,321,230
2022-01-11,325,243
2022-01-12,323,243
2022-01-13,323,235
2022-01-14,329,250
2022-01-15,327,241
2022-01-16,322,234
2022-01-17,325,233
2022-01-18,325,252
2022-01-19,322,239
2022-01-20,323,230
2022-01-21,322,234
2022-01-22,321,235
2022-01-23,321,213
2022-01-24,321,218
2022-01-25,320,223
2022-01-26,322,233
2022-01-27,323,231
2022-01-28,325,235
2022-01-29,325,237
2022-01-30,324,242
2022-01-31,322,246
2022-02-01,326,250
2022-02-02,322,255
2022-02-03,322,248
2022-02-04,324,245
2022-02-05,324,240
2022-02-06,321,226
2022-02-07,324,234
2022-02-08,325,239
2022-02-09,322,240
2022-02-10,323,244
2022-02-11,326,253
2022-02-12,323,242
2022-02-13,324,239
2022-02-14,325,241
2022-02-15,324,245
2022-02-16,324,251
2022-02-17,324,243
2022-02-18,324,249
2022-02-19,323,251
2022-02-20,324,246
2022-02-21,321,240
2022-02-22,321,248
2022-02-23,321,250
2022-02-24,321,256
2022-02-25,322,238
2022-02-26,322,220
2022-02-27,324,219
2022-02-28,322,231
2022-03-01,323,255
2022-03-02,324,250
2022-03-03,322,247
2022-03-04,325,255
2022-03-05,322,245
2022-03-06,327,236
2022-03-07,324,231
2022-03-08,327,232
2022-03-09,333,252
2022-03-10,332,251
2022-03-11,329,251
2022-03-12,333,253
2022-03-13,325,232
2022-03-14,322,232
2022-03-15,324,241
2022-03-16,324,248
2022-03-17,326,243
2022-03-18,327,237
2022-03-19,324,227
2022-03-20,326,231
2022-03-21,325,234
2022-03-22,326,249
2022-03-23,323,246
2022-03-24,371,294
2022-03-25,322,248
2022-03-26,321,237
2022-03-27,322,233
2022-03-28,321,231
2022-03-29,322,237
2022-03-30,323,244
2022-03-31,322,247
2022-04-01,322,246
2022-04-02,323,239
2022-04-03,324,228
