date,areaName,deathsRegistered
2020-01-03,England,0
2020-01-10,England,0
2020-01-17,England,0
2020-01-24,England,0
2020-01-31,England,0
2020-02-07,England,0
2020-02-14,England,0
2020-02-21,England,0
2020-02-28,England,0
2020-03-06,England,0
2020-03-13,England,5
2020-03-20,England,100
2020-03-27,England,515
2020-04-03,England,3330
2020-04-10,England,5899
2020-04-17,England,8335
2020-04-24,England,7806
2020-05-01,England,5748
2020-05-08,England,3716
2020-05-15,England,3624
2020-05-22,England,2455
2020-05-29,England,1715
2020-06-05,England,1488
2020-06-12,England,1057
2020-06-19,England,744
2020-06-26,England,574
2020-07-03,England,497
2020-07-10,England,344
2020-07-17,England,284
2020-07-24,England,209
2020-07-31,England,183
2020-08-07,England,128
2020-08-14,England,125
2020-08-21,England,126
2020-08-28,England,97
2020-09-04,England,74
2020-09-11,England,97
2020-09-18,England,134
2020-09-25,England,203
2020-10-02,England,296
2020-10-09,England,401
2020-10-16,England,622
2020-10-23,England,913
2020-10-30,England,1258
2020-11-06,England,1771
2020-11-13,England,2274
2020-11-20,England,2471
2020-11-27,England,2820
2020-12-04,England,2623
2020-12-11,England,2530
2020-12-18,England,2729
2020-12-25,England,2631
2021-01-01,England,2831
2021-01-08,England,5597
2021-01-15,England,6767
2021-01-22,England,7956
2021-01-29,England,8063
2021-02-05,England,6990
2021-02-12,England,5464
2021-02-19,England,3891
