date,areaName,newDeaths28DaysByDeathDateAgeDemographics
2020-12-26,West Midlands,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 1.1, 'rollingSum': 4}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.3, 'rollingSum': 5}, {'age': '50_54', 'deaths': 2, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 6}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 2, 'rollingRate': 2.8, 'rollingSum': 9}, {'age': '65_69', 'deaths': 2, 'rollingRate': 6.1, 'rollingSum': 18}, {'age': '70_74', 'deaths': 8, 'rollingRate': 14.4, 'rollingSum': 42}, {'age': '75_79', 'deaths': 6, 'rollingRate': 22.3, 'rollingSum': 48}, {'age': '80_84', 'deaths': 6, 'rollingRate': 39.6, 'rollingSum': 62}, {'age': '85_89', 'deaths': 6, 'rollingRate': 75.1, 'rollingSum': 70}, {'age': '90+', 'deaths': 14, 'rollingRate': 135.1, 'rollingSum': 72}, {'age': '60+', 'deaths': 44, 'rollingRate': 22.5, 'rollingSum': 321}, {'age': '00_59', 'deaths': 4, 'rollingRate': 0.5, 'rollingSum': 22}]"
2020-12-25,West Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 4}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 6}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.8, 'rollingSum': 7}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 3.1, 'rollingSum': 10}, {'age': '65_69', 'deaths': 4, 'rollingRate': 6.1, 'rollingSum': 18}, {'age': '70_74', 'deaths': 6, 'rollingRate': 12.7, 'rollingSum': 37}, {'age': '75_79', 'deaths': 4, 'rollingRate': 20.9, 'rollingSum': 45}, {'age': '80_84', 'deaths': 13, 'rollingRate': 40.3, 'rollingSum': 63}, {'age': '85_89', 'deaths': 14, 'rollingRate': 83.7, 'rollingSum': 78}, {'age': '90+', 'deaths': 8, 'rollingRate': 123.9, 'rollingSum': 66}, {'age': '60+', 'deaths': 49, 'rollingRate': 22.2, 'rollingSum': 317}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 23}]"
2020-12-24,West Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 4}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '45_49', 'deaths': 3, 'rollingRate': 1.8, 'rollingSum': 7}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 5}, {'age': '55_59', 'deaths': 0, 'rollingRate': 2.1, 'rollingSum': 8}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 5, 'rollingRate': 3.1, 'rollingSum': 10}, {'age': '65_69', 'deaths': 2, 'rollingRate': 5.8, 'rollingSum': 17}, {'age': '70_74', 'deaths': 4, 'rollingRate': 12.4, 'rollingSum': 36}, {'age': '75_79', 'deaths': 10, 'rollingRate': 22.3, 'rollingSum': 48}, {'age': '80_84', 'deaths': 10, 'rollingRate': 44.7, 'rollingSum': 70}, {'age': '85_89', 'deaths': 13, 'rollingRate': 78.3, 'rollingSum': 73}, {'age': '90+', 'deaths': 7, 'rollingRate': 125.7, 'rollingSum': 67}, {'age': '60+', 'deaths': 51, 'rollingRate': 22.5, 'rollingSum': 321}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.6000000000000001, 'rollingSum': 28}]"
2020-12-23,West Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 4}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.0, 'rollingSum': 4}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.5, 'rollingSum': 6}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 9}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 1.9, 'rollingSum': 6}, {'age': '65_69', 'deaths': 1, 'rollingRate': 6.4, 'rollingSum': 19}, {'age': '70_74', 'deaths': 3, 'rollingRate': 12.7, 'rollingSum': 37}, {'age': '75_79', 'deaths': 4, 'rollingRate': 21.3, 'rollingSum': 46}, {'age': '80_84', 'deaths': 9, 'rollingRate': 46.6, 'rollingSum': 73}, {'age': '85_89', 'deaths': 8, 'rollingRate': 72.9, 'rollingSum': 68}, {'age': '90+', 'deaths': 15, 'rollingRate': 138.9, 'rollingSum': 74}, {'age': '60+', 'deaths': 40, 'rollingRate': 22.6, 'rollingSum': 323}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 27}]"
2020-12-22,West Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 4}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '45_49', 'deaths': 2, 'rollingRate': 1.3, 'rollingSum': 5}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.5, 'rollingSum': 6}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 2.2, 'rollingSum': 7}, {'age': '65_69', 'deaths': 4, 'rollingRate': 6.8, 'rollingSum': 20}, {'age': '70_74', 'deaths': 4, 'rollingRate': 13.1, 'rollingSum': 38}, {'age': '75_79', 'deaths': 8, 'rollingRate': 22.7, 'rollingSum': 49}, {'age': '80_84', 'deaths': 11, 'rollingRate': 46.0, 'rollingSum': 72}, {'age': '85_89', 'deaths': 9, 'rollingRate': 74.0, 'rollingSum': 69}, {'age': '90+', 'deaths': 13, 'rollingRate': 135.1, 'rollingSum': 72}, {'age': '60+', 'deaths': 49, 'rollingRate': 22.9, 'rollingSum': 327}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.6000000000000001, 'rollingSum': 29}]"
2020-12-21,West Midlands,"[{'age': '00_04', 'deaths': 2, 'rollingRate': 1.1, 'rollingSum': 4}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 2, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.3, 'rollingSum': 5}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.7000000000000002, 'rollingSum': 7}, {'age': '55_59', 'deaths': 3, 'rollingRate': 2.4, 'rollingSum': 9}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.2, 'rollingSum': 7}, {'age': '65_69', 'deaths': 2, 'rollingRate': 6.8, 'rollingSum': 20}, {'age': '70_74', 'deaths': 11, 'rollingRate': 12.7, 'rollingSum': 37}, {'age': '75_79', 'deaths': 7, 'rollingRate': 20.9, 'rollingSum': 45}, {'age': '80_84', 'deaths': 7, 'rollingRate': 45.4, 'rollingSum': 71}, {'age': '85_89', 'deaths': 9, 'rollingRate': 77.2, 'rollingSum': 72}, {'age': '90+', 'deaths': 7, 'rollingRate': 135.1, 'rollingSum': 72}, {'age': '60+', 'deaths': 44, 'rollingRate': 22.7, 'rollingSum': 324}, {'age': '00_59', 'deaths': 7, 'rollingRate': 0.6000000000000001, 'rollingSum': 29}]"
2020-12-20,West Midlands,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 6}, {'age': '50_54', 'deaths': 1, 'rollingRate': 2.2, 'rollingSum': 9}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 7}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.2, 'rollingSum': 7}, {'age': '65_69', 'deaths': 3, 'rollingRate': 7.4, 'rollingSum': 22}, {'age': '70_74', 'deaths': 6, 'rollingRate': 10.0, 'rollingSum': 29}, {'age': '75_79', 'deaths': 9, 'rollingRate': 22.3, 'rollingSum': 48}, {'age': '80_84', 'deaths': 6, 'rollingRate': 46.0, 'rollingSum': 72}, {'age': '85_89', 'deaths': 11, 'rollingRate': 76.1, 'rollingSum': 71}, {'age': '90+', 'deaths': 8, 'rollingRate': 142.6, 'rollingSum': 76}, {'age': '60+', 'deaths': 44, 'rollingRate': 22.8, 'rollingSum': 325}, {'age': '00_59', 'deaths': 4, 'rollingRate': 0.6000000000000001, 'rollingSum': 26}]"
2020-12-19,West Midlands,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '45_49', 'deaths': 1, 'rollingRate': 1.6, 'rollingSum': 6}, {'age': '50_54', 'deaths': 1, 'rollingRate': 2.0, 'rollingSum': 8}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 7}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 3, 'rollingRate': 2.5, 'rollingSum': 8}, {'age': '65_69', 'deaths': 2, 'rollingRate': 7.4, 'rollingSum': 22}, {'age': '70_74', 'deaths': 3, 'rollingRate': 9.6, 'rollingSum': 28}, {'age': '75_79', 'deaths': 3, 'rollingRate': 20.4, 'rollingSum': 44}, {'age': '80_84', 'deaths': 7, 'rollingRate': 50.5, 'rollingSum': 79}, {'age': '85_89', 'deaths': 14, 'rollingRate': 74.0, 'rollingSum': 69}, {'age': '90+', 'deaths': 8, 'rollingRate': 153.9, 'rollingSum': 82}, {'age': '60+', 'deaths': 40, 'rollingRate': 23.3, 'rollingSum': 332}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.6000000000000001, 'rollingSum': 26}]"
2020-12-18,West Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '45_49', 'deaths': 1, 'rollingRate': 1.3, 'rollingSum': 5}, {'age': '50_54', 'deaths': 3, 'rollingRate': 1.7000000000000002, 'rollingSum': 7}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.6, 'rollingSum': 6}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 2.8, 'rollingSum': 9}, {'age': '65_69', 'deaths': 3, 'rollingRate': 7.1, 'rollingSum': 21}, {'age': '70_74', 'deaths': 5, 'rollingRate': 9.3, 'rollingSum': 27}, {'age': '75_79', 'deaths': 7, 'rollingRate': 22.3, 'rollingSum': 48}, {'age': '80_84', 'deaths': 20, 'rollingRate': 53.0, 'rollingSum': 83}, {'age': '85_89', 'deaths': 9, 'rollingRate': 71.9, 'rollingSum': 67}, {'age': '90+', 'deaths': 9, 'rollingRate': 165.1, 'rollingSum': 88}, {'age': '60+', 'deaths': 53, 'rollingRate': 24.0, 'rollingSum': 343}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.5, 'rollingSum': 21}]"
2020-12-17,West Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.0, 'rollingSum': 4}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.0, 'rollingSum': 4}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.6, 'rollingSum': 6}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 3.1, 'rollingSum': 10}, {'age': '65_69', 'deaths': 4, 'rollingRate': 7.8, 'rollingSum': 23}, {'age': '70_74', 'deaths': 5, 'rollingRate': 8.2, 'rollingSum': 24}, {'age': '75_79', 'deaths': 8, 'rollingRate': 22.7, 'rollingSum': 49}, {'age': '80_84', 'deaths': 13, 'rollingRate': 47.3, 'rollingSum': 74}, {'age': '85_89', 'deaths': 8, 'rollingRate': 67.6, 'rollingSum': 63}, {'age': '90+', 'deaths': 14, 'rollingRate': 182.0, 'rollingSum': 97}, {'age': '60+', 'deaths': 53, 'rollingRate': 23.8, 'rollingSum': 340}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.4, 'rollingSum': 17}]"
