date,areaName,newDeaths28DaysByDeathDateAgeDemographics
2020-12-26,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '35_39', 'deaths': 2, 'rollingRate': 0.30000000000000004, 'rollingSum': 2}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 0.8, 'rollingSum': 5}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.7000000000000002, 'rollingSum': 9}, {'age': '65_69', 'deaths': 5, 'rollingRate': 7.3, 'rollingSum': 34}, {'age': '70_74', 'deaths': 10, 'rollingRate': 9.5, 'rollingSum': 46}, {'age': '75_79', 'deaths': 7, 'rollingRate': 23.2, 'rollingSum': 78}, {'age': '80_84', 'deaths': 16, 'rollingRate': 40.7, 'rollingSum': 102}, {'age': '85_89', 'deaths': 20, 'rollingRate': 83.6, 'rollingSum': 133}, {'age': '90+', 'deaths': 20, 'rollingRate': 146.8, 'rollingSum': 146}, {'age': '60+', 'deaths': 79, 'rollingRate': 23.7, 'rollingSum': 548}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.30000000000000004, 'rollingSum': 23}]"
2020-12-25,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '45_49', 'deaths': 2, 'rollingRate': 0.5, 'rollingSum': 3}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 4}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 2, 'rollingRate': 1.7000000000000002, 'rollingSum': 9}, {'age': '65_69', 'deaths': 6, 'rollingRate': 7.5, 'rollingSum': 35}, {'age': '70_74', 'deaths': 5, 'rollingRate': 9.1, 'rollingSum': 44}, {'age': '75_79', 'deaths': 9, 'rollingRate': 22.6, 'rollingSum': 76}, {'age': '80_84', 'deaths': 17, 'rollingRate': 39.1, 'rollingSum': 98}, {'age': '85_89', 'deaths': 17, 'rollingRate': 81.1, 'rollingSum': 129}, {'age': '90+', 'deaths': 18, 'rollingRate': 143.8, 'rollingSum': 143}, {'age': '60+', 'deaths': 74, 'rollingRate': 23.1, 'rollingSum': 534}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.30000000000000004, 'rollingSum': 20}]"
2020-12-24,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '50_54', 'deaths': 2, 'rollingRate': 0.8, 'rollingSum': 5}, {'age': '55_59', 'deaths': 3, 'rollingRate': 1.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 1.5, 'rollingSum': 8}, {'age': '65_69', 'deaths': 7, 'rollingRate': 7.1, 'rollingSum': 33}, {'age': '70_74', 'deaths': 5, 'rollingRate': 8.9, 'rollingSum': 43}, {'age': '75_79', 'deaths': 9, 'rollingRate': 22.9, 'rollingSum': 77}, {'age': '80_84', 'deaths': 10, 'rollingRate': 36.3, 'rollingSum': 91}, {'age': '85_89', 'deaths': 15, 'rollingRate': 79.8, 'rollingSum': 127}, {'age': '90+', 'deaths': 17, 'rollingRate': 138.8, 'rollingSum': 138}, {'age': '60+', 'deaths': 63, 'rollingRate': 22.4, 'rollingSum': 517}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.30000000000000004, 'rollingSum': 21}]"
2020-12-23,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '50_54', 'deaths': 1, 'rollingRate': 0.8, 'rollingSum': 5}, {'age': '55_59', 'deaths': 2, 'rollingRate': 1.5, 'rollingSum': 9}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 2, 'rollingRate': 1.5, 'rollingSum': 8}, {'age': '65_69', 'deaths': 6, 'rollingRate': 7.3, 'rollingSum': 34}, {'age': '70_74', 'deaths': 7, 'rollingRate': 9.5, 'rollingSum': 46}, {'age': '75_79', 'deaths': 15, 'rollingRate': 22.9, 'rollingSum': 77}, {'age': '80_84', 'deaths': 21, 'rollingRate': 37.9, 'rollingSum': 95}, {'age': '85_89', 'deaths': 17, 'rollingRate': 84.9, 'rollingSum': 135}, {'age': '90+', 'deaths': 19, 'rollingRate': 137.8, 'rollingSum': 137}, {'age': '60+', 'deaths': 87, 'rollingRate': 23.0, 'rollingSum': 532}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.30000000000000004, 'rollingSum': 20}]"
2020-12-22,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 1, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 2}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 4}, {'age': '55_59', 'deaths': 3, 'rollingRate': 1.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.5, 'rollingSum': 8}, {'age': '65_69', 'deaths': 3, 'rollingRate': 7.1, 'rollingSum': 33}, {'age': '70_74', 'deaths': 7, 'rollingRate': 9.5, 'rollingSum': 46}, {'age': '75_79', 'deaths': 15, 'rollingRate': 21.4, 'rollingSum': 72}, {'age': '80_84', 'deaths': 4, 'rollingRate': 34.3, 'rollingSum': 86}, {'age': '85_89', 'deaths': 19, 'rollingRate': 84.9, 'rollingSum': 135}, {'age': '90+', 'deaths': 31, 'rollingRate': 134.8, 'rollingSum': 134}, {'age': '60+', 'deaths': 80, 'rollingRate': 22.3, 'rollingSum': 514}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.30000000000000004, 'rollingSum': 20}]"
2020-12-21,South East,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.30000000000000004, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 7}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.5, 'rollingSum': 9}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 2, 'rollingRate': 1.3, 'rollingSum': 7}, {'age': '65_69', 'deaths': 4, 'rollingRate': 7.3, 'rollingSum': 34}, {'age': '70_74', 'deaths': 7, 'rollingRate': 10.2, 'rollingSum': 49}, {'age': '75_79', 'deaths': 16, 'rollingRate': 17.9, 'rollingSum': 60}, {'age': '80_84', 'deaths': 22, 'rollingRate': 37.5, 'rollingSum': 94}, {'age': '85_89', 'deaths': 21, 'rollingRate': 83.6, 'rollingSum': 133}, {'age': '90+', 'deaths': 23, 'rollingRate': 120.7, 'rollingSum': 120}, {'age': '60+', 'deaths': 95, 'rollingRate': 21.5, 'rollingSum': 497}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.30000000000000004, 'rollingSum': 20}]"
2020-12-20,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.1, 'rollingSum': 7}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.5, 'rollingSum': 9}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.2, 'rollingSum': 6}, {'age': '65_69', 'deaths': 3, 'rollingRate': 7.1, 'rollingSum': 33}, {'age': '70_74', 'deaths': 5, 'rollingRate': 9.5, 'rollingSum': 46}, {'age': '75_79', 'deaths': 7, 'rollingRate': 16.7, 'rollingSum': 56}, {'age': '80_84', 'deaths': 12, 'rollingRate': 33.1, 'rollingSum': 83}, {'age': '85_89', 'deaths': 24, 'rollingRate': 80.5, 'rollingSum': 128}, {'age': '90+', 'deaths': 18, 'rollingRate': 113.6, 'rollingSum': 113}, {'age': '60+', 'deaths': 70, 'rollingRate': 20.1, 'rollingSum': 465}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.30000000000000004, 'rollingSum': 18}]"
2020-12-19,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 6}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.3, 'rollingSum': 7}, {'age': '65_69', 'deaths': 6, 'rollingRate': 6.7, 'rollingSum': 31}, {'age': '70_74', 'deaths': 8, 'rollingRate': 9.5, 'rollingSum': 46}, {'age': '75_79', 'deaths': 5, 'rollingRate': 16.4, 'rollingSum': 55}, {'age': '80_84', 'deaths': 12, 'rollingRate': 34.3, 'rollingSum': 86}, {'age': '85_89', 'deaths': 16, 'rollingRate': 73.6, 'rollingSum': 117}, {'age': '90+', 'deaths': 17, 'rollingRate': 116.7, 'rollingSum': 116}, {'age': '60+', 'deaths': 65, 'rollingRate': 19.8, 'rollingSum': 458}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 18}]"
2020-12-18,South East,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 2}, {'age': '50_54', 'deaths': 1, 'rollingRate': 0.9, 'rollingSum': 6}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.3, 'rollingSum': 7}, {'age': '65_69', 'deaths': 4, 'rollingRate': 6.5, 'rollingSum': 30}, {'age': '70_74', 'deaths': 4, 'rollingRate': 9.1, 'rollingSum': 44}, {'age': '75_79', 'deaths': 10, 'rollingRate': 15.8, 'rollingSum': 53}, {'age': '80_84', 'deaths': 10, 'rollingRate': 33.9, 'rollingSum': 85}, {'age': '85_89', 'deaths': 15, 'rollingRate': 69.2, 'rollingSum': 110}, {'age': '90+', 'deaths': 13, 'rollingRate': 118.7, 'rollingSum': 118}, {'age': '60+', 'deaths': 57, 'rollingRate': 19.4, 'rollingSum': 447}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.30000000000000004, 'rollingSum': 20}]"
2020-12-17,South East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 4}, {'age': '50_54', 'deaths': 2, 'rollingRate': 0.9, 'rollingSum': 6}, {'age': '55_59', 'deaths': 2, 'rollingRate': 2.3, 'rollingSum': 14}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 1.5, 'rollingSum': 8}, {'age': '65_69', 'deaths': 8, 'rollingRate': 5.8, 'rollingSum': 27}, {'age': '70_74', 'deaths': 8, 'rollingRate': 8.9, 'rollingSum': 43}, {'age': '75_79', 'deaths': 9, 'rollingRate': 14.9, 'rollingSum': 50}, {'age': '80_84', 'deaths': 14, 'rollingRate': 34.7, 'rollingSum': 87}, {'age': '85_89', 'deaths': 23, 'rollingRate': 66.6, 'rollingSum': 106}, {'age': '90+', 'deaths': 16, 'rollingRate': 126.7, 'rollingSum': 126}, {'age': '60+', 'deaths': 78, 'rollingRate': 19.4, 'rollingSum': 447}, {'age': '00_59', 'deaths': 4, 'rollingRate': 0.30000000000000004, 'rollingSum': 24}]"
