date,areaName,newDeaths28DaysByDeathDateAgeDemographics
2020-12-27,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 3.0, 'rollingSum': 5}, {'age': '65_69', 'deaths': 1, 'rollingRate': 4.0, 'rollingSum': 6}, {'age': '70_74', 'deaths': 3, 'rollingRate': 11.7, 'rollingSum': 17}, {'age': '75_79', 'deaths': 4, 'rollingRate': 17.5, 'rollingSum': 17}, {'age': '80_84', 'deaths': 5, 'rollingRate': 47.0, 'rollingSum': 35}, {'age': '85_89', 'deaths': 7, 'rollingRate': 80.1, 'rollingSum': 35}, {'age': '90+', 'deaths': 2, 'rollingRate': 88.5, 'rollingSum': 20}, {'age': '60+', 'deaths': 23, 'rollingRate': 19.3, 'rollingSum': 135}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.30000000000000004, 'rollingSum': 6}]"
2020-12-26,North East,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.7000000000000001, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.7000000000000001, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 2.4, 'rollingSum': 4}, {'age': '65_69', 'deaths': 0, 'rollingRate': 4.0, 'rollingSum': 6}, {'age': '70_74', 'deaths': 4, 'rollingRate': 12.4, 'rollingSum': 18}, {'age': '75_79', 'deaths': 2, 'rollingRate': 14.4, 'rollingSum': 14}, {'age': '80_84', 'deaths': 9, 'rollingRate': 47.0, 'rollingSum': 35}, {'age': '85_89', 'deaths': 5, 'rollingRate': 82.4, 'rollingSum': 36}, {'age': '90+', 'deaths': 5, 'rollingRate': 92.9, 'rollingSum': 21}, {'age': '60+', 'deaths': 25, 'rollingRate': 19.1, 'rollingSum': 134}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.30000000000000004, 'rollingSum': 6}]"
2020-12-25,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 3.0, 'rollingSum': 5}, {'age': '65_69', 'deaths': 1, 'rollingRate': 5.4, 'rollingSum': 8}, {'age': '70_74', 'deaths': 1, 'rollingRate': 10.4, 'rollingSum': 15}, {'age': '75_79', 'deaths': 2, 'rollingRate': 17.5, 'rollingSum': 17}, {'age': '80_84', 'deaths': 0, 'rollingRate': 36.2, 'rollingSum': 27}, {'age': '85_89', 'deaths': 6, 'rollingRate': 86.9, 'rollingSum': 38}, {'age': '90+', 'deaths': 2, 'rollingRate': 97.3, 'rollingSum': 22}, {'age': '60+', 'deaths': 12, 'rollingRate': 18.8, 'rollingSum': 132}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 4}]"
2020-12-24,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 3.6, 'rollingSum': 6}, {'age': '65_69', 'deaths': 2, 'rollingRate': 6.7, 'rollingSum': 10}, {'age': '70_74', 'deaths': 2, 'rollingRate': 11.7, 'rollingSum': 17}, {'age': '75_79', 'deaths': 2, 'rollingRate': 18.5, 'rollingSum': 18}, {'age': '80_84', 'deaths': 3, 'rollingRate': 48.3, 'rollingSum': 36}, {'age': '85_89', 'deaths': 3, 'rollingRate': 82.4, 'rollingSum': 36}, {'age': '90+', 'deaths': 3, 'rollingRate': 119.4, 'rollingSum': 27}, {'age': '60+', 'deaths': 15, 'rollingRate': 21.4, 'rollingSum': 150}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 4}]"
2020-12-23,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 2.4, 'rollingSum': 4}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 3.6, 'rollingSum': 6}, {'age': '65_69', 'deaths': 0, 'rollingRate': 5.4, 'rollingSum': 8}, {'age': '70_74', 'deaths': 4, 'rollingRate': 11.1, 'rollingSum': 16}, {'age': '75_79', 'deaths': 1, 'rollingRate': 18.5, 'rollingSum': 18}, {'age': '80_84', 'deaths': 7, 'rollingRate': 52.3, 'rollingSum': 39}, {'age': '85_89', 'deaths': 5, 'rollingRate': 91.5, 'rollingSum': 40}, {'age': '90+', 'deaths': 3, 'rollingRate': 119.4, 'rollingSum': 27}, {'age': '60+', 'deaths': 21, 'rollingRate': 22.0, 'rollingSum': 154}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 6}]"
2020-12-22,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 4}, {'age': '50_54', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 2}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 2, 'rollingRate': 3.0, 'rollingSum': 5}, {'age': '65_69', 'deaths': 2, 'rollingRate': 6.0, 'rollingSum': 9}, {'age': '70_74', 'deaths': 2, 'rollingRate': 9.7, 'rollingSum': 14}, {'age': '75_79', 'deaths': 3, 'rollingRate': 20.6, 'rollingSum': 20}, {'age': '80_84', 'deaths': 7, 'rollingRate': 45.6, 'rollingSum': 34}, {'age': '85_89', 'deaths': 4, 'rollingRate': 84.7, 'rollingSum': 37}, {'age': '90+', 'deaths': 3, 'rollingRate': 106.2, 'rollingSum': 24}, {'age': '60+', 'deaths': 23, 'rollingRate': 20.4, 'rollingSum': 143}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.4, 'rollingSum': 7}]"
2020-12-21,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 3}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 1}, {'age': '55_59', 'deaths': 0, 'rollingRate': 2.1, 'rollingSum': 4}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 3}, {'age': '65_69', 'deaths': 0, 'rollingRate': 5.4, 'rollingSum': 8}, {'age': '70_74', 'deaths': 1, 'rollingRate': 10.4, 'rollingSum': 15}, {'age': '75_79', 'deaths': 3, 'rollingRate': 18.5, 'rollingSum': 18}, {'age': '80_84', 'deaths': 4, 'rollingRate': 38.9, 'rollingSum': 29}, {'age': '85_89', 'deaths': 5, 'rollingRate': 82.4, 'rollingSum': 36}, {'age': '90+', 'deaths': 2, 'rollingRate': 110.6, 'rollingSum': 25}, {'age': '60+', 'deaths': 16, 'rollingRate': 19.1, 'rollingSum': 134}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.4, 'rollingSum': 8}]"
2020-12-20,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 2}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.1, 'rollingSum': 4}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 1.8, 'rollingSum': 3}, {'age': '65_69', 'deaths': 1, 'rollingRate': 6.0, 'rollingSum': 9}, {'age': '70_74', 'deaths': 4, 'rollingRate': 11.7, 'rollingSum': 17}, {'age': '75_79', 'deaths': 1, 'rollingRate': 17.5, 'rollingSum': 17}, {'age': '80_84', 'deaths': 5, 'rollingRate': 37.6, 'rollingSum': 28}, {'age': '85_89', 'deaths': 8, 'rollingRate': 98.4, 'rollingSum': 43}, {'age': '90+', 'deaths': 3, 'rollingRate': 128.3, 'rollingSum': 29}, {'age': '60+', 'deaths': 22, 'rollingRate': 20.8, 'rollingSum': 146}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.4, 'rollingSum': 8}]"
2020-12-19,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 2}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 3}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 3}, {'age': '65_69', 'deaths': 2, 'rollingRate': 5.4, 'rollingSum': 8}, {'age': '70_74', 'deaths': 1, 'rollingRate': 10.4, 'rollingSum': 15}, {'age': '75_79', 'deaths': 5, 'rollingRate': 18.5, 'rollingSum': 18}, {'age': '80_84', 'deaths': 1, 'rollingRate': 33.5, 'rollingSum': 25}, {'age': '85_89', 'deaths': 7, 'rollingRate': 93.8, 'rollingSum': 41}, {'age': '90+', 'deaths': 6, 'rollingRate': 132.7, 'rollingSum': 30}, {'age': '60+', 'deaths': 23, 'rollingRate': 20.0, 'rollingSum': 140}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 7}]"
2020-12-18,North East,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 3}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.6, 'rollingSum': 3}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.2, 'rollingSum': 2}, {'age': '65_69', 'deaths': 3, 'rollingRate': 4.0, 'rollingSum': 6}, {'age': '70_74', 'deaths': 3, 'rollingRate': 9.7, 'rollingSum': 14}, {'age': '75_79', 'deaths': 3, 'rollingRate': 16.5, 'rollingSum': 16}, {'age': '80_84', 'deaths': 9, 'rollingRate': 37.6, 'rollingSum': 28}, {'age': '85_89', 'deaths': 4, 'rollingRate': 91.5, 'rollingSum': 40}, {'age': '90+', 'deaths': 7, 'rollingRate': 132.7, 'rollingSum': 30}, {'age': '60+', 'deaths': 30, 'rollingRate': 19.4, 'rollingSum': 136}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 8}]"
