date,areaName,newDeaths28DaysByDeathDateAgeDemographics
2020-12-28,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.4, 'rollingSum': 5}, {'age': '55_59', 'deaths': 0, 'rollingRate': 1.8, 'rollingSum': 6}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 5}, {'age': '65_69', 'deaths': 3, 'rollingRate': 10.0, 'rollingSum': 26}, {'age': '70_74', 'deaths': 2, 'rollingRate': 9.6, 'rollingSum': 25}, {'age': '75_79', 'deaths': 3, 'rollingRate': 15.2, 'rollingSum': 27}, {'age': '80_84', 'deaths': 5, 'rollingRate': 32.3, 'rollingSum': 41}, {'age': '85_89', 'deaths': 6, 'rollingRate': 56.5, 'rollingSum': 43}, {'age': '90+', 'deaths': 6, 'rollingRate': 123.8, 'rollingSum': 54}, {'age': '60+', 'deaths': 26, 'rollingRate': 18.1, 'rollingSum': 221}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.4, 'rollingSum': 15}]"
2020-12-27,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.7000000000000002, 'rollingSum': 6}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 8}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 2, 'rollingRate': 1.8, 'rollingSum': 5}, {'age': '65_69', 'deaths': 5, 'rollingRate': 10.4, 'rollingSum': 27}, {'age': '70_74', 'deaths': 4, 'rollingRate': 11.2, 'rollingSum': 29}, {'age': '75_79', 'deaths': 4, 'rollingRate': 18.0, 'rollingSum': 32}, {'age': '80_84', 'deaths': 3, 'rollingRate': 34.7, 'rollingSum': 44}, {'age': '85_89', 'deaths': 8, 'rollingRate': 67.0, 'rollingSum': 51}, {'age': '90+', 'deaths': 4, 'rollingRate': 133.0, 'rollingSum': 58}, {'age': '60+', 'deaths': 30, 'rollingRate': 20.1, 'rollingSum': 246}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.5, 'rollingSum': 18}]"
2020-12-26,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.4, 'rollingSum': 5}, {'age': '55_59', 'deaths': 2, 'rollingRate': 2.7, 'rollingSum': 9}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.1, 'rollingSum': 3}, {'age': '65_69', 'deaths': 2, 'rollingRate': 9.6, 'rollingSum': 25}, {'age': '70_74', 'deaths': 2, 'rollingRate': 10.4, 'rollingSum': 27}, {'age': '75_79', 'deaths': 7, 'rollingRate': 20.8, 'rollingSum': 37}, {'age': '80_84', 'deaths': 8, 'rollingRate': 38.7, 'rollingSum': 49}, {'age': '85_89', 'deaths': 5, 'rollingRate': 69.6, 'rollingSum': 53}, {'age': '90+', 'deaths': 12, 'rollingRate': 142.2, 'rollingSum': 62}, {'age': '60+', 'deaths': 37, 'rollingRate': 20.9, 'rollingSum': 256}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.5, 'rollingSum': 18}]"
2020-12-25,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 1, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 2, 'rollingRate': 1.7000000000000002, 'rollingSum': 6}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 8}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 2}, {'age': '65_69', 'deaths': 5, 'rollingRate': 9.2, 'rollingSum': 24}, {'age': '70_74', 'deaths': 2, 'rollingRate': 10.0, 'rollingSum': 26}, {'age': '75_79', 'deaths': 6, 'rollingRate': 18.0, 'rollingSum': 32}, {'age': '80_84', 'deaths': 4, 'rollingRate': 36.3, 'rollingSum': 46}, {'age': '85_89', 'deaths': 4, 'rollingRate': 81.4, 'rollingSum': 62}, {'age': '90+', 'deaths': 10, 'rollingRate': 137.6, 'rollingSum': 60}, {'age': '60+', 'deaths': 31, 'rollingRate': 20.6, 'rollingSum': 252}, {'age': '00_59', 'deaths': 4, 'rollingRate': 0.5, 'rollingSum': 18}]"
2020-12-24,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.2, 'rollingSum': 4}, {'age': '55_59', 'deaths': 2, 'rollingRate': 3.0, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 1.1, 'rollingSum': 3}, {'age': '65_69', 'deaths': 0, 'rollingRate': 8.1, 'rollingSum': 21}, {'age': '70_74', 'deaths': 5, 'rollingRate': 9.6, 'rollingSum': 25}, {'age': '75_79', 'deaths': 2, 'rollingRate': 19.1, 'rollingSum': 34}, {'age': '80_84', 'deaths': 5, 'rollingRate': 46.5, 'rollingSum': 59}, {'age': '85_89', 'deaths': 2, 'rollingRate': 91.9, 'rollingSum': 70}, {'age': '90+', 'deaths': 5, 'rollingRate': 139.9, 'rollingSum': 61}, {'age': '60+', 'deaths': 19, 'rollingRate': 22.3, 'rollingSum': 273}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.5, 'rollingSum': 17}]"
2020-12-23,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '55_59', 'deaths': 0, 'rollingRate': 3.4, 'rollingSum': 11}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 1.4, 'rollingSum': 4}, {'age': '65_69', 'deaths': 6, 'rollingRate': 9.6, 'rollingSum': 25}, {'age': '70_74', 'deaths': 3, 'rollingRate': 9.3, 'rollingSum': 24}, {'age': '75_79', 'deaths': 1, 'rollingRate': 23.0, 'rollingSum': 41}, {'age': '80_84', 'deaths': 5, 'rollingRate': 50.5, 'rollingSum': 64}, {'age': '85_89', 'deaths': 11, 'rollingRate': 101.1, 'rollingSum': 77}, {'age': '90+', 'deaths': 8, 'rollingRate': 149.1, 'rollingSum': 65}, {'age': '60+', 'deaths': 34, 'rollingRate': 24.5, 'rollingSum': 300}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 17}]"
2020-12-22,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '55_59', 'deaths': 0, 'rollingRate': 3.4, 'rollingSum': 11}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 5}, {'age': '65_69', 'deaths': 5, 'rollingRate': 8.1, 'rollingSum': 21}, {'age': '70_74', 'deaths': 7, 'rollingRate': 9.3, 'rollingSum': 24}, {'age': '75_79', 'deaths': 4, 'rollingRate': 29.8, 'rollingSum': 53}, {'age': '80_84', 'deaths': 11, 'rollingRate': 52.1, 'rollingSum': 66}, {'age': '85_89', 'deaths': 7, 'rollingRate': 97.2, 'rollingSum': 74}, {'age': '90+', 'deaths': 9, 'rollingRate': 149.1, 'rollingSum': 65}, {'age': '60+', 'deaths': 44, 'rollingRate': 25.2, 'rollingSum': 308}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 17}]"
2020-12-21,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '50_54', 'deaths': 2, 'rollingRate': 0.9, 'rollingSum': 3}, {'age': '55_59', 'deaths': 2, 'rollingRate': 3.7, 'rollingSum': 12}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 1.8, 'rollingSum': 5}, {'age': '65_69', 'deaths': 4, 'rollingRate': 6.2, 'rollingSum': 16}, {'age': '70_74', 'deaths': 6, 'rollingRate': 7.7, 'rollingSum': 20}, {'age': '75_79', 'deaths': 8, 'rollingRate': 29.2, 'rollingSum': 52}, {'age': '80_84', 'deaths': 8, 'rollingRate': 51.3, 'rollingSum': 65}, {'age': '85_89', 'deaths': 14, 'rollingRate': 98.5, 'rollingSum': 75}, {'age': '90+', 'deaths': 10, 'rollingRate': 165.1, 'rollingSum': 72}, {'age': '60+', 'deaths': 51, 'rollingRate': 24.9, 'rollingSum': 305}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.5, 'rollingSum': 17}]"
2020-12-20,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.30000000000000004, 'rollingSum': 1}, {'age': '50_54', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '55_59', 'deaths': 2, 'rollingRate': 4.0, 'rollingSum': 13}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 2.5, 'rollingSum': 7}, {'age': '65_69', 'deaths': 3, 'rollingRate': 6.2, 'rollingSum': 16}, {'age': '70_74', 'deaths': 2, 'rollingRate': 6.6, 'rollingSum': 17}, {'age': '75_79', 'deaths': 9, 'rollingRate': 32.6, 'rollingSum': 58}, {'age': '80_84', 'deaths': 8, 'rollingRate': 52.9, 'rollingSum': 67}, {'age': '85_89', 'deaths': 10, 'rollingRate': 91.9, 'rollingSum': 70}, {'age': '90+', 'deaths': 8, 'rollingRate': 165.1, 'rollingSum': 72}, {'age': '60+', 'deaths': 40, 'rollingRate': 25.1, 'rollingSum': 307}, {'age': '00_59', 'deaths': 3, 'rollingRate': 0.4, 'rollingSum': 16}]"
2020-12-19,East Midlands,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '50_54', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 2}, {'age': '55_59', 'deaths': 1, 'rollingRate': 4.0, 'rollingSum': 13}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 2.5, 'rollingSum': 7}, {'age': '65_69', 'deaths': 1, 'rollingRate': 6.5, 'rollingSum': 17}, {'age': '70_74', 'deaths': 1, 'rollingRate': 7.7, 'rollingSum': 20}, {'age': '75_79', 'deaths': 2, 'rollingRate': 29.2, 'rollingSum': 52}, {'age': '80_84', 'deaths': 5, 'rollingRate': 51.3, 'rollingSum': 65}, {'age': '85_89', 'deaths': 14, 'rollingRate': 90.6, 'rollingSum': 69}, {'age': '90+', 'deaths': 10, 'rollingRate': 169.7, 'rollingSum': 74}, {'age': '60+', 'deaths': 33, 'rollingRate': 24.8, 'rollingSum': 304}, {'age': '00_59', 'deaths': 2, 'rollingRate': 0.4, 'rollingSum': 15}]"
