date,cc_open,cc_occupied
2016-12-01,932,837
2016-12-02,730,649
2016-12-03,718,633
2016-12-04,838,716
2016-12-05,893,766
2016-12-06,917,804
2016-12-07,913,808
2016-12-08,893,788
2016-12-09,805,722
2016-12-10,793,718
2016-12-11,875,791
2016-12-12,864,792
2016-12-13,810,759
2016-12-14,892,791
2016-12-15,906,804
2016-12-16,837,738
2016-12-17,830,733
2016-12-18,896,762
2016-12-19,908,781
2016-12-20,908,775
2016-12-21,916,788
2016-12-22,882,759
2016-12-23,820,651
2016-12-24,884,743
2016-12-25,883,728
2016-12-26,886,735
2016-12-27,890,716
2016-12-28,895,742
2016-12-29,905,739
2016-12-30,910,779
2016-12-31,908,765
2017-01-01,852,724
2017-01-02,910,738
2017-01-03,917,786
2017-01-04,920,776
2017-01-05,920,772
2017-01-06,920,823
2017-01-07,921,811
2017-01-08,887,768
2017-01-09,910,784
2017-01-10,908,792
2017-01-11,907,816
2017-01-12,817,722
2017-01-13,911,807
2017-01-14,907,766
2017-01-15,905,759
2017-01-16,915,779
2017-01-17,903,795
2017-01-18,907,797
2017-01-19,921,827
2017-01-20,920,829
2017-01-21,920,799
2017-01-22,919,777
2017-01-23,919,813
2017-01-24,921,818
2017-01-25,923,829
2017-01-26,921,811
2017-01-27,920,822
2017-01-28,918,797
2017-01-29,920,802
2017-01-30,920,805
2017-01-31,921,839
2017-02-01,912,817
2017-02-02,834,778
2017-02-03,919,824
2017-02-04,921,798
2017-02-05,910,795
2017-02-06,919,821
2017-02-07,922,825
2017-02-08,923,822
2017-02-09,929,839
2017-02-10,918,800
2017-02-11,920,793
2017-02-12,929,779
2017-02-13,929,810
2017-02-14,929,821
2017-02-15,930,765
2017-02-16,927,808
2017-02-17,897,778
2017-02-18,899,765
2017-02-19,927,767
2017-02-20,924,796
2017-02-21,837,756
2017-02-22,923,831
2017-02-23,922,829
2017-02-24,892,785
2017-02-25,890,757
2017-02-26,919,780
2017-02-27,926,796
2017-02-28,924,813
2017-03-01,927,832
2017-03-02,924,821
2017-03-03,861,731
2017-03-04,861,719
2017-03-05,925,770
2017-03-06,931,804
2017-03-07,930,817
2017-03-08,921,800
2017-03-09,934,829
2017-03-10,869,764
2017-03-11,868,744
2017-03-12,925,793
