date,cc_open,cc_occupied
2016-12-01,422,352
2016-12-02,450,384
2016-12-03,448,375
2016-12-04,436,372
2016-12-05,471,419
2016-12-06,449,404
2016-12-07,380,350
2016-12-08,450,405
2016-12-09,443,397
2016-12-10,443,389
2016-12-11,443,386
2016-12-12,346,301
2016-12-13,400,358
2016-12-14,406,357
2016-12-15,379,336
2016-12-16,400,362
2016-12-17,397,354
2016-12-18,397,353
2016-12-19,341,288
2016-12-20,400,345
2016-12-21,405,352
2016-12-22,422,370
2016-12-23,443,390
2016-12-24,431,343
2016-12-25,439,356
2016-12-26,434,331
2016-12-27,401,331
2016-12-28,433,372
2016-12-29,403,354
2016-12-30,420,377
2016-12-31,435,402
2017-01-01,432,377
2017-01-02,432,363
2017-01-03,442,390
2017-01-04,376,342
2017-01-05,414,381
2017-01-06,440,398
2017-01-07,440,389
2017-01-08,440,391
2017-01-09,441,393
2017-01-10,440,401
2017-01-11,413,356
2017-01-12,438,384
2017-01-13,438,380
2017-01-14,438,380
2017-01-15,437,365
2017-01-16,431,377
2017-01-17,441,384
2017-01-18,441,389
2017-01-19,442,380
2017-01-20,442,392
2017-01-21,441,380
2017-01-22,435,363
2017-01-23,440,393
2017-01-24,436,393
2017-01-25,443,397
2017-01-26,427,373
2017-01-27,440,377
2017-01-28,440,389
2017-01-29,436,383
2017-01-30,443,393
2017-01-31,440,393
2017-02-01,446,401
2017-02-02,452,404
2017-02-03,444,403
2017-02-04,444,389
2017-02-05,416,358
2017-02-06,442,388
2017-02-07,442,392
2017-02-08,444,385
2017-02-09,440,378
2017-02-10,436,368
2017-02-11,437,363
2017-02-12,433,358
2017-02-13,440,387
2017-02-14,440,365
2017-02-15,438,363
2017-02-16,438,370
2017-02-17,440,369
2017-02-18,441,364
2017-02-19,430,348
2017-02-20,441,362
2017-02-21,374,322
2017-02-22,442,378
2017-02-23,440,374
2017-02-24,438,348
2017-02-25,435,353
2017-02-26,436,369
2017-02-27,449,388
2017-02-28,438,371
2017-03-01,439,375
2017-03-02,441,377
2017-03-03,438,364
2017-03-04,430,344
2017-03-05,441,350
2017-03-06,442,371
2017-03-07,442,372
2017-03-08,444,374
2017-03-09,442,381
2017-03-10,436,365
2017-03-11,424,347
2017-03-12,439,353
