date,cc_open,cc_occupied
2016-12-01,328,288
2016-12-02,325,268
2016-12-03,244,199
2016-12-04,244,215
2016-12-05,358,318
2016-12-06,343,301
2016-12-07,353,313
2016-12-08,313,280
2016-12-09,283,247
2016-12-10,284,243
2016-12-11,289,248
2016-12-12,338,301
2016-12-13,350,314
2016-12-14,348,314
2016-12-15,343,310
2016-12-16,299,262
2016-12-17,265,214
2016-12-18,320,265
2016-12-19,330,286
2016-12-20,351,295
2016-12-21,347,297
2016-12-22,349,287
2016-12-23,347,284
2016-12-24,349,272
2016-12-25,346,237
2016-12-26,350,276
2016-12-27,353,284
2016-12-28,352,290
2016-12-29,367,311
2016-12-30,370,303
2016-12-31,370,299
2017-01-01,370,306
2017-01-02,365,316
2017-01-03,367,333
2017-01-04,371,338
2017-01-05,370,331
2017-01-06,370,335
2017-01-07,374,344
2017-01-08,373,315
2017-01-09,377,342
2017-01-10,373,340
2017-01-11,370,327
2017-01-12,366,329
2017-01-13,362,316
2017-01-14,363,303
2017-01-15,368,285
2017-01-16,371,325
2017-01-17,372,330
2017-01-18,369,325
2017-01-19,368,322
2017-01-20,368,324
2017-01-21,368,318
2017-01-22,400,298
2017-01-23,344,285
2017-01-24,370,305
2017-01-25,370,303
2017-01-26,370,309
2017-01-27,367,305
2017-01-28,367,292
2017-01-29,367,290
2017-01-30,368,318
2017-01-31,369,316
2017-02-01,381,335
2017-02-02,369,328
2017-02-03,345,297
2017-02-04,369,310
2017-02-05,365,291
2017-02-06,368,318
2017-02-07,366,318
2017-02-08,364,311
2017-02-09,359,301
2017-02-10,373,314
2017-02-11,370,306
2017-02-12,364,282
2017-02-13,366,304
2017-02-14,341,284
2017-02-15,363,299
2017-02-16,371,314
2017-02-17,368,294
2017-02-18,367,295
2017-02-19,367,277
2017-02-20,363,294
2017-02-21,367,303
2017-02-22,356,286
2017-02-23,363,296
2017-02-24,366,299
2017-02-25,366,286
2017-02-26,362,273
2017-02-27,363,289
2017-02-28,370,305
2017-03-01,365,309
2017-03-02,364,300
2017-03-03,364,307
2017-03-04,364,297
2017-03-05,364,292
2017-03-06,371,317
2017-03-07,365,307
2017-03-08,365,313
2017-03-09,355,307
2017-03-10,368,301
2017-03-11,367,299
2017-03-12,366,302
