date,cc_open,cc_occupied
2020-11-02,563,437
2020-11-03,579,454
2020-11-04,561,470
2020-11-05,569,455
2020-11-06,579,456
2020-11-07,580,465
2020-11-08,580,458
2020-11-09,575,452
2020-11-10,576,469
2020-11-11,607,484
2020-11-12,599,497
2020-11-13,598,497
2020-11-14,598,493
2020-11-15,591,465
2020-11-16,598,456
2020-11-17,599,465
2020-11-18,610,489
2020-11-19,603,484
2020-11-20,606,479
2020-11-21,598,477
2020-11-22,601,469
2020-11-23,608,451
2020-11-24,610,455
2020-11-25,611,464
2020-11-26,617,472
2020-11-27,621,468
2020-11-28,614,458
2020-11-29,615,434
2020-11-30,616,419
2020-12-01,605,428
2020-12-02,608,422
2020-12-03,614,441
2020-12-04,614,439
2020-12-05,621,421
2020-12-06,615,420
2020-12-07,610,417
2020-12-08,612,440
2020-12-09,610,432
2020-12-10,601,437
2020-12-11,637,427
2020-12-12,593,417
2020-12-13,594,418
2020-12-14,622,430
2020-12-15,619,449
2020-12-16,622,447
2020-12-17,647,485
2020-12-18,651,486
2020-12-19,639,464
2020-12-20,636,438
2020-12-21,636,430
2020-12-22,638,458
2020-12-23,641,429
2020-12-24,638,453
2020-12-25,638,436
2020-12-26,636,417
2020-12-27,635,410
2020-12-28,605,413
2020-12-29,641,439
2020-12-30,634,474
2020-12-31,633,476
2021-01-01,637,480
2021-01-02,640,472
2021-01-03,637,464
2021-01-04,643,465
2021-01-05,641,486
2021-01-06,651,517
2021-01-07,652,524
2021-01-08,650,536
2021-01-09,648,516
2021-01-10,648,523
2021-01-11,652,504
2021-01-12,673,533
2021-01-13,683,559
2021-01-14,684,570
2021-01-15,687,567
2021-01-16,710,579
2021-01-17,713,583
2021-01-18,709,577
2021-01-19,728,596
2021-01-20,749,581
2021-01-21,748,643
2021-01-22,750,653
2021-01-23,749,642
2021-01-24,760,630
2021-01-25,761,612
2021-01-26,771,610
2021-01-27,776,618
2021-01-28,778,615
2021-01-29,779,637
2021-01-30,790,631
2021-01-31,788,592
2021-02-01,803,602
2021-02-02,767,618
2021-02-03,771,610
2021-02-04,786,639
2021-02-05,766,620
2021-02-06,765,597
2021-02-07,771,584
2021-02-08,777,587
2021-02-09,767,603
2021-02-10,757,595
2021-02-11,768,597
2021-02-12,766,615
2021-02-13,757,587
2021-02-14,750,561
2021-02-15,769,573
2021-02-16,770,587
2021-02-17,767,590
2021-02-18,755,591
2021-02-19,766,585
2021-02-20,749,571
2021-02-21,747,551
2021-02-22,750,526
2021-02-23,735,554
2021-02-24,732,563
2021-02-25,730,567
2021-02-26,728,546
2021-02-27,717,527
2021-02-28,714,505
2021-03-01,723,505
2021-03-02,712,517
2021-03-03,704,508
2021-03-04,699,506
2021-03-05,689,505
2021-03-06,685,466
2021-03-07,677,449
2021-03-08,679,427
2021-03-09,688,439
2021-03-10,685,438
2021-03-11,676,447
2021-03-12,695,447
2021-03-13,685,450
2021-03-14,675,438
2021-03-15,670,421
2021-03-16,668,421
2021-03-17,668,427
2021-03-18,668,423
2021-03-19,663,402
2021-03-20,654,417
2021-03-21,656,409
