date,areaName,deaths_00_04,rollingRate_00_04,rollingSum_00_04,deaths_10_14,rollingRate_10_14,rollingSum_10_14,deaths_15_19,rollingRate_15_19,rollingSum_15_19,deaths_20_24,rollingRate_20_24,rollingSum_20_24,deaths_25_29,rollingRate_25_29,rollingSum_25_29,deaths_30_34,rollingRate_30_34,rollingSum_30_34,deaths_35_39,rollingRate_35_39,rollingSum_35_39,deaths_40_44,rollingRate_40_44,rollingSum_40_44,deaths_45_49,rollingRate_45_49,rollingSum_45_49,deaths_50_54,rollingRate_50_54,rollingSum_50_54,deaths_55_59,rollingRate_55_59,rollingSum_55_59,deaths_05_09,rollingRate_05_09,rollingSum_05_09,deaths_60_64,rollingRate_60_64,rollingSum_60_64,deaths_65_69,rollingRate_65_69,rollingSum_65_69,deaths_70_74,rollingRate_70_74,rollingSum_70_74,deaths_75_79,rollingRate_75_79,rollingSum_75_79,deaths_80_84,rollingRate_80_84,rollingSum_80_84,deaths_85_89,rollingRate_85_89,rollingSum_85_89,deaths_90+,rollingRate_90+,rollingSum_90+,deaths_60+,rollingRate_60+,rollingSum_60+,deaths_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,England,2,0.30000000000000004,11,0,0.0,0,0,0.0,0,0,0.0,0,0,0.1,3,0,0.1,4,3,0.30000000000000004,10,2,0.30000000000000004,11,3,0.6000000000000001,24,6,1.2,45,9,2.1,77,0,0.0,0,18,2.9,89,34,7.7,214,37,11.6,322,68,22.9,445,92,44.2,636,106,77.4,681,113,128.9,667,468,22.7,3054,25,0.4,185
2020-12-28,England,3,0.30000000000000004,9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.1,5,2,0.1,5,1,0.2,8,3,0.30000000000000004,9,3,0.7000000000000001,27,8,1.1,43,16,2.1,76,0,0.0,0,9,2.7,84,22,7.5,209,59,11.8,328,61,22.7,440,93,43.1,621,106,75.2,662,95,127.4,659,445,22.3,3003,36,0.4,182
2020-12-27,England,0,0.30000000000000004,9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.1,5,0,0.1,3,1,0.2,8,0,0.30000000000000004,9,4,0.8,29,7,1.0,39,9,2.0,72,0,0.0,0,16,2.7,84,34,7.7,215,41,11.3,313,83,22.9,444,94,42.4,610,103,75.4,663,92,128.8,666,463,22.2,2995,21,0.4,174
2020-12-26,England,4,0.30000000000000004,11,0,0.0,0,0,0.0,0,0,0.0,0,1,0.1,5,0,0.1,3,4,0.2,7,4,0.30000000000000004,11,5,0.8,28,6,1.0,38,15,2.0,72,0,0.0,0,13,2.6,81,27,7.2,201,47,11.3,314,61,21.2,412,98,41.0,590,98,74.9,659,102,127.8,661,446,21.7,2918,39,0.4,175
2020-12-25,England,1,0.30000000000000004,9,0,0.0,0,0,0.0,0,0,0.0,0,1,0.1,5,2,0.1,4,0,0.1,3,1,0.30000000000000004,9,3,0.6000000000000001,24,4,1.0,39,8,1.7000000000000002,62,0,0.0,0,10,2.5,77,35,7.3,205,47,10.9,304,61,20.2,392,96,38.5,554,101,73.9,650,81,126.8,656,431,21.1,2838,20,0.4,155
2020-12-24,England,0,0.30000000000000004,10,0,0.0,0,0,0.0,0,0,0.0,0,1,0.1,4,0,0.1,2,0,0.1,3,0,0.30000000000000004,10,4,0.6000000000000001,23,8,1.1,43,13,1.7000000000000002,61,0,0.0,0,14,2.4,76,28,6.8,191,47,10.4,288,52,19.7,383,76,38.9,560,82,72.4,637,93,128.4,664,392,20.8,2799,26,0.4,156
2020-12-23,England,1,0.4,12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.1,3,0,0.1,2,1,0.1,4,1,0.4,12,2,0.6000000000000001,24,6,1.0,41,7,1.6,58,0,0.0,0,9,2.2,67,34,7.0,196,44,10.1,281,59,19.7,383,87,39.6,570,85,74.5,655,91,127.6,660,409,20.9,2812,18,0.4,156
2020-12-22,England,0,0.30000000000000004,11,0,0.0,0,0,0.0,0,0,0.0,0,2,0.1,3,1,0.1,2,1,0.1,3,0,0.30000000000000004,11,6,0.6000000000000001,24,4,0.9,37,8,1.7000000000000002,64,0,0.0,0,13,2.1,66,29,6.5,183,43,9.6,267,63,19.5,378,77,38.2,550,87,73.3,645,105,125.3,648,417,20.3,2737,22,0.4,155
2020-12-21,England,3,0.30000000000000004,11,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,1,0.1,3,3,0.30000000000000004,11,5,0.5,20,4,1.0,39,12,1.7000000000000002,64,0,0.0,0,9,2.0,63,28,6.5,181,44,9.6,266,65,18.2,353,82,37.7,543,107,72.7,640,102,123.3,638,437,19.9,2684,28,0.4,150
2020-12-20,England,2,0.2,8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,0.1,2,2,0.2,8,3,0.5,19,6,1.1,43,9,1.8,67,0,0.0,0,13,2.1,66,20,6.5,181,42,9.4,260,51,18.3,356,74,36.6,527,99,70.7,622,87,119.7,619,386,19.5,2631,22,0.30000000000000004,149
2020-12-19,England,2,0.2,7,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,1,1,0.1,2,0,0.1,2,2,0.2,7,1,0.4,16,7,1.0,38,5,1.7000000000000002,64,0,0.0,0,9,1.9,59,31,6.6,185,37,8.9,248,41,17.5,340,62,35.5,511,89,69.0,607,97,124.5,644,366,19.3,2594,19,0.30000000000000004,137
2020-12-18,England,2,0.2,8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.1,2,2,0.2,8,2,0.5,19,8,0.9,34,7,1.7000000000000002,64,0,0.0,0,9,1.9,59,21,6.1,170,31,8.6,239,52,18.0,349,102,36.3,523,88,68.4,602,89,124.5,644,392,19.2,2586,21,0.30000000000000004,136
2020-12-17,England,2,0.2,7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.1,2,1,0.1,3,2,0.2,7,5,0.5,20,6,0.7000000000000001,29,10,2.0,73,0,0.0,0,5,1.9,59,33,6.3,175,40,8.4,234,52,17.7,344,86,34.4,496,100,67.2,591,89,127.4,659,405,19.0,2558,26,0.30000000000000004,141
2020-12-16,England,0,0.2,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.1,2,0,0.1,5,0,0.1,5,2,0.5,19,2,0.6000000000000001,24,13,1.9,68,0,0.0,0,8,2.2,67,21,6.2,173,30,8.5,235,54,17.8,346,67,33.3,479,75,63.9,562,79,127.2,658,334,18.7,2520,17,0.30000000000000004,128
2020-12-15,England,0,0.2,7,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.1,3,1,0.1,5,0,0.2,7,2,0.6000000000000001,21,6,0.7000000000000001,26,8,1.8,65,0,0.0,0,10,2.3,71,27,6.2,174,42,8.5,237,38,18.0,349,70,32.8,473,82,64.4,567,95,128.2,663,364,18.8,2534,17,0.30000000000000004,135
2020-12-14,England,0,0.2,7,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.1,4,0,0.1,4,0,0.2,7,4,0.6000000000000001,21,8,0.8,30,15,1.7000000000000002,63,0,0.0,0,12,2.3,72,28,6.2,173,38,8.2,229,68,18.8,365,66,32.4,466,89,64.1,564,83,126.8,656,384,18.8,2525,27,0.30000000000000004,138
2020-12-13,England,1,0.2,8,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,1,0.1,4,0,0.2,7,1,0.2,8,0,0.5,20,1,0.7000000000000001,26,6,1.5,54,0,0.0,0,6,2.3,71,24,5.7,160,30,8.1,226,35,17.8,346,58,32.0,461,84,63.4,558,112,126.6,655,349,18.4,2477,10,0.30000000000000004,129
2020-12-12,England,3,0.30000000000000004,9,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,0,0,0.1,3,0,0.2,7,3,0.30000000000000004,9,4,0.5,20,3,0.9,34,5,1.5,55,0,0.0,0,9,2.8,86,16,5.6,157,28,8.1,226,50,18.2,354,74,31.7,456,84,63.8,561,97,119.7,619,358,18.3,2459,18,0.30000000000000004,140
2020-12-11,England,1,0.2,6,0,0.0,1,0,0.0,1,0,0.1,2,0,0.0,0,1,0.1,3,1,0.30000000000000004,10,1,0.2,6,3,0.5,18,3,0.9,35,16,1.7000000000000002,61,0,0.0,0,9,2.8,87,26,6.1,171,26,8.0,222,47,18.1,352,75,31.2,449,77,61.6,542,104,115.4,597,364,18.0,2420,26,0.30000000000000004,143
2020-12-10,England,0,0.2,8,0,0.0,1,0,0.0,1,0,0.1,3,0,0.0,1,0,0.1,2,3,0.2,9,0,0.2,8,4,0.5,18,1,0.9,36,5,1.3,48,0,0.0,0,13,2.7,85,31,5.9,166,41,8.8,245,54,18.5,359,69,31.4,452,71,62.3,548,88,115.0,595,367,18.2,2450,13,0.30000000000000004,135
2020-12-09,England,2,0.30000000000000004,10,0,0.0,1,1,0.1,2,0,0.1,3,0,0.1,2,1,0.1,2,0,0.2,6,2,0.30000000000000004,10,4,0.5,17,4,1.0,39,10,1.4,53,0,0.0,0,12,2.7,84,22,6.0,169,32,8.4,233,57,19.0,369,61,31.7,457,80,62.5,550,84,116.8,604,348,18.3,2466,24,0.30000000000000004,145
2020-12-08,England,0,0.30000000000000004,10,1,0.0,1,0,0.1,3,0,0.1,3,0,0.1,2,1,0.1,2,0,0.2,6,0,0.30000000000000004,10,2,0.30000000000000004,13,10,1.0,38,6,1.3,47,0,0.0,0,11,2.5,79,26,5.9,166,34,8.7,241,54,18.7,362,63,31.3,451,79,61.5,541,88,115.6,598,355,18.1,2438,20,0.30000000000000004,135
2020-12-07,England,1,0.30000000000000004,11,0,0.0,0,0,0.1,3,0,0.1,3,0,0.1,3,0,0.0,1,3,0.2,6,1,0.30000000000000004,11,3,0.30000000000000004,13,4,0.8,33,6,1.3,48,0,0.0,0,11,2.5,79,15,5.9,164,35,8.7,243,49,18.8,364,61,32.0,461,83,59.3,522,82,112.7,583,336,17.9,2416,18,0.30000000000000004,132
2020-12-06,England,2,0.30000000000000004,10,0,0.0,0,0,0.1,3,1,0.1,3,0,0.1,3,0,0.0,1,0,0.1,4,2,0.30000000000000004,10,0,0.4,14,9,1.0,39,7,1.4,51,0,0.0,0,21,2.4,75,21,6.2,174,30,9.0,249,43,18.9,367,53,32.1,462,87,58.7,516,76,110.8,573,331,17.9,2416,21,0.30000000000000004,138
2020-12-05,England,0,0.30000000000000004,10,0,0.0,0,0,0.1,3,1,0.1,2,0,0.1,3,0,0.1,2,3,0.2,6,0,0.30000000000000004,10,2,0.5,17,4,0.8,33,11,1.6,59,0,0.0,0,10,2.0,61,30,6.6,185,24,9.1,253,48,19.1,370,67,33.3,480,65,59.6,524,75,113.3,586,319,18.3,2459,21,0.30000000000000004,145
2020-12-04,England,3,0.4,13,0,0.0,0,0,0.1,4,1,0.0,1,1,0.1,4,0,0.1,2,0,0.1,3,3,0.4,12,3,0.5,18,4,0.8,33,3,1.4,53,0,0.0,0,7,2.1,65,21,6.7,187,49,9.7,270,54,19.5,378,78,33.4,481,83,61.2,538,102,112.5,582,394,18.6,2501,18,0.30000000000000004,143
2020-12-03,England,2,0.30000000000000004,10,0,0.0,0,1,0.1,4,0,0.0,0,1,0.1,3,0,0.1,3,0,0.1,5,2,0.30000000000000004,9,3,0.5,18,4,0.8,32,10,1.7000000000000002,61,0,0.0,0,12,2.2,68,34,6.8,189,29,9.1,254,64,19.4,377,74,32.4,466,73,59.3,522,97,110.4,571,383,18.2,2447,23,0.30000000000000004,145
2020-12-02,England,2,0.30000000000000004,10,0,0.0,0,2,0.1,3,0,0.0,0,0,0.1,3,1,0.1,3,0,0.2,8,2,0.30000000000000004,9,0,0.5,18,3,0.9,36,4,1.6,60,0,0.0,0,7,2.2,69,19,6.4,180,40,9.7,270,50,18.8,365,55,31.7,457,71,59.8,526,78,105.2,544,320,17.9,2411,14,0.4,150
2020-12-01,England,1,0.30000000000000004,9,0,0.0,0,0,0.0,1,0,0.0,0,1,0.1,3,0,0.1,4,0,0.2,8,1,0.2,8,2,0.6000000000000001,22,5,1.0,38,7,1.9,71,0,0.0,0,11,2.5,79,24,6.6,184,36,10.2,283,56,18.7,363,73,33.9,488,60,62.1,546,73,105.0,543,333,18.5,2486,17,0.4,164
2020-11-30,England,0,0.2,8,0,0.0,0,0,0.0,1,0,0.0,0,0,0.1,2,0,0.1,5,1,0.2,9,0,0.2,7,4,0.6000000000000001,22,10,0.9,37,9,2.0,73,0,0.0,0,7,2.6,80,25,7.0,195,41,10.0,277,52,18.9,367,62,34.2,493,77,64.7,569,72,107.7,557,336,18.8,2538,24,0.4,164
2020-11-29,England,2,0.30000000000000004,11,0,0.0,1,0,0.0,1,0,0.0,0,0,0.1,3,1,0.2,6,2,0.2,9,2,0.30000000000000004,10,3,0.5,20,3,0.8,30,15,1.9,71,0,0.0,0,7,2.8,87,32,6.9,192,34,10.0,279,46,19.6,380,71,35.3,508,95,65.2,574,89,108.8,563,374,19.2,2583,28,0.4,162
2020-11-28,England,3,0.30000000000000004,11,0,0.0,1,1,0.0,1,0,0.0,0,1,0.1,3,0,0.1,5,0,0.2,8,2,0.30000000000000004,10,3,0.7000000000000001,25,4,0.8,31,5,1.7000000000000002,61,0,0.0,0,14,3.1,95,32,6.7,188,41,10.1,282,56,19.7,383,68,35.6,513,79,64.3,566,71,109.6,567,361,19.3,2594,19,0.4,156
2020-11-27,England,0,0.30000000000000004,10,0,0.0,1,0,0.0,0,0,0.0,0,0,0.1,2,1,0.2,6,2,0.2,8,0,0.30000000000000004,10,3,0.6000000000000001,23,3,0.8,31,11,1.7000000000000002,64,0,0.0,0,10,2.8,88,23,6.5,183,33,10.2,284,53,19.3,375,63,36.1,520,67,65.5,576,91,113.3,586,340,19.4,2612,20,0.4,155
2020-11-26,England,2,0.30000000000000004,11,0,0.0,1,0,0.0,0,0,0.0,1,1,0.1,3,0,0.2,7,3,0.2,7,2,0.30000000000000004,11,3,0.6000000000000001,21,8,0.9,36,9,1.8,66,0,0.0,0,13,2.9,89,25,6.5,182,45,10.5,292,52,19.7,383,65,36.3,523,77,66.9,589,70,111.0,574,347,19.5,2632,28,0.4,164
