date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,North Hertfordshire,1,166.2,13,4,181.9,16,4,258.7,21,2,324.1,22,5,557.3,33,8,464.6,34,10,743.5,61,10,550.9,53,16,621.3,58,5,458.7,45,13,433.8,43,1,425.4,38,4,245.6,18,0,136.7,9,1,151.8,10,0,124.8,6,0,105.4,4,0,80.5,2,0,357.9,5,0,,0,5,163.7,54,79,434.5,437
2020-12-26,North Hertfordshire,3,153.5,12,1,159.2,14,4,271.0,22,2,368.2,25,3,591.1,35,5,478.3,35,9,682.6,56,8,509.3,49,11,503.4,47,8,458.7,45,4,343.0,34,5,492.6,44,2,272.9,20,0,151.8,10,0,167.0,11,0,145.6,7,0,105.4,4,0,80.5,2,1,357.9,5,0,,0,3,178.8,59,63,415.6,418
2020-12-25,North Hertfordshire,0,115.1,9,0,147.8,13,0,234.0,19,0,368.2,25,5,574.2,34,1,437.3,32,3,658.2,54,1,488.5,47,3,385.6,36,5,397.6,39,3,353.1,35,3,515.0,46,1,259.2,19,0,167.0,11,1,182.1,12,2,187.1,9,0,105.4,4,2,161.0,4,0,429.5,6,0,,0,6,197.0,65,24,386.8,389
2020-12-24,North Hertfordshire,1,140.7,11,1,159.2,14,3,234.0,19,3,397.7,27,5,506.7,30,1,505.6,37,6,682.6,56,8,561.3,54,3,407.0,38,4,397.6,39,5,373.2,37,7,492.6,44,2,272.9,20,3,242.9,16,2,182.1,12,0,207.9,10,1,158.1,6,0,161.0,4,2,501.1,7,0,,0,10,227.3,75,47,403.7,406
2020-12-23,North Hertfordshire,2,140.7,11,2,147.8,13,3,234.0,19,7,397.7,27,7,557.3,33,7,519.3,38,10,609.5,50,10,519.7,50,7,417.7,39,5,387.4,38,6,353.1,35,7,503.8,45,0,286.5,21,4,242.9,16,4,151.8,10,1,207.9,10,2,158.1,6,0,201.2,5,0,429.5,6,0,,0,11,224.3,74,73,395.7,398
2020-12-22,North Hertfordshire,4,127.9,10,3,147.8,13,2,246.3,20,3,368.2,25,3,523.6,31,7,546.6,40,11,560.7,46,11,457.3,44,11,364.2,34,10,417.9,41,10,322.8,32,8,447.8,40,4,327.4,24,1,197.4,13,0,91.1,6,1,270.3,13,0,131.7,5,0,201.2,5,1,715.8,10,0,,0,7,230.4,76,83,373.8,376
2020-12-21,North Hertfordshire,2,102.3,8,5,125.1,11,5,271.0,22,5,383.0,26,5,540.4,32,5,478.3,35,12,475.4,39,5,415.8,40,7,299.9,28,8,326.2,32,2,232.0,23,7,380.7,34,5,313.8,23,1,227.8,15,2,91.1,6,2,270.3,13,1,131.7,5,0,241.4,6,1,644.2,9,0,,0,12,233.4,77,68,328.1,330
2020-12-20,North Hertfordshire,0,102.3,8,2,79.6,7,5,221.7,18,5,397.7,27,7,506.7,30,9,464.6,34,5,377.9,31,6,426.2,41,5,278.5,26,5,295.6,29,4,252.2,25,7,335.9,30,6,286.5,21,1,227.8,15,2,75.9,5,1,228.7,11,0,105.4,4,0,241.4,6,0,572.7,8,0,,0,10,212.2,70,60,304.2,306
2020-12-19,North Hertfordshire,0,115.1,9,0,56.8,5,1,197.1,16,2,397.7,27,2,456.0,27,2,369.0,27,7,341.3,28,6,405.4,39,0,246.4,23,2,285.4,28,5,262.3,26,7,302.3,27,1,204.6,15,1,212.6,14,1,45.5,3,2,228.7,11,0,131.7,5,2,241.4,6,2,572.7,8,0,,0,9,187.9,62,34,280.4,282
2020-12-18,North Hertfordshire,2,115.1,9,1,68.2,6,0,197.1,16,2,427.2,29,1,489.8,29,6,355.3,26,5,268.2,22,8,395.0,38,5,310.6,29,5,285.4,28,5,232.0,23,1,235.1,21,2,204.6,15,5,227.8,15,1,30.4,2,3,228.7,11,2,158.1,6,2,161.0,4,1,572.7,8,0,,0,16,184.9,61,41,274.4,276
2020-12-17,North Hertfordshire,1,89.5,7,0,79.6,7,3,246.3,20,3,427.2,29,8,557.3,33,2,314.3,23,0,219.4,18,4,374.2,36,4,332.0,31,3,265.0,26,3,181.6,18,8,246.3,22,3,204.6,15,3,167.0,11,0,30.4,2,0,166.4,8,1,105.4,4,1,80.5,2,1,501.1,7,0,,0,9,148.5,49,39,268.4,270
2020-12-16,North Hertfordshire,1,76.7,6,2,91.0,8,4,234.0,19,5,412.4,28,5,472.9,28,9,314.3,23,6,268.2,22,4,384.6,37,2,299.9,28,8,254.8,25,3,151.3,15,2,167.9,15,3,163.7,12,1,121.5,8,0,30.4,2,4,166.4,8,1,79.0,3,0,40.2,1,4,429.5,6,0,,0,13,121.2,40,51,252.5,254
2020-12-15,North Hertfordshire,2,63.9,5,1,79.6,7,4,209.4,17,4,368.2,25,4,405.3,24,2,232.3,17,4,207.2,17,7,363.8,35,5,310.6,29,1,203.9,20,1,121.1,12,2,179.1,16,3,122.8,9,3,121.5,8,0,30.4,2,1,104.0,5,0,52.7,2,1,40.2,1,0,143.2,2,0,,0,8,87.9,29,37,222.7,224
2020-12-14,North Hertfordshire,2,51.2,4,1,68.2,6,1,184.8,15,6,397.7,27,3,388.4,23,4,232.3,17,4,195.0,16,6,301.4,29,5,278.5,26,5,203.9,20,4,141.2,14,3,167.9,15,3,95.5,7,1,75.9,5,1,45.5,3,0,83.2,4,0,79.0,3,0,0.0,0,0,143.2,2,0,,0,5,72.7,24,44,210.8,212
