date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,Derbyshire Dales,0,72.3,2,0,118.0,4,0,51.5,2,2,194.9,7,1,226.0,7,1,153.0,5,1,225.9,7,2,252.7,8,1,165.4,6,3,340.5,17,1,160.4,10,2,212.3,13,1,74.0,4,0,56.3,3,0,91.6,5,2,79.4,3,0,188.2,5,0,194.4,3,0,544.7,5,0,,0,3,111.6,28,14,186.3,88
2020-12-26,Derbyshire Dales,1,72.3,2,1,118.0,4,0,51.5,2,0,167.0,6,1,226.0,7,0,153.0,5,3,258.1,8,2,252.7,8,1,192.9,7,2,300.5,15,3,144.3,9,1,196.0,12,0,55.5,3,1,93.9,5,0,109.9,6,0,26.5,1,2,188.2,5,1,194.4,3,1,544.7,5,0,,0,5,111.6,28,15,179.9,85
2020-12-25,Derbyshire Dales,1,72.3,2,0,88.5,3,0,103.0,4,0,194.9,7,0,226.0,7,0,153.0,5,0,225.9,7,0,252.7,8,0,165.4,6,0,280.4,14,0,144.3,9,1,179.7,11,2,55.5,3,0,75.1,4,0,164.9,9,0,26.5,1,0,112.9,3,0,129.6,2,1,435.7,4,0,,0,3,103.6,26,2,175.7,83
2020-12-24,Derbyshire Dales,0,36.2,1,0,118.0,4,0,154.6,6,0,222.7,8,0,355.1,11,1,183.6,6,2,258.1,8,1,252.7,8,1,165.4,6,3,280.4,14,2,160.4,10,4,212.3,13,0,37.0,2,0,75.1,4,0,164.9,9,0,79.4,3,0,112.9,3,1,129.6,2,0,326.8,3,0,,0,1,103.6,26,14,201.1,95
2020-12-23,Derbyshire Dales,0,36.2,1,1,118.0,4,1,154.6,6,0,222.7,8,1,387.3,12,0,183.6,6,0,290.4,9,1,252.7,8,1,165.4,6,1,240.4,12,0,144.3,9,0,147.0,9,0,55.5,3,0,93.9,5,0,201.5,11,0,79.4,3,1,150.5,4,0,64.8,1,0,326.8,3,0,,0,1,119.6,30,6,190.5,90
2020-12-22,Derbyshire Dales,0,36.2,1,2,88.5,3,1,128.8,5,3,250.6,9,2,451.9,14,1,214.2,7,0,322.7,10,1,284.3,9,1,137.8,5,6,260.4,13,1,176.4,11,0,147.0,9,1,74.0,4,1,112.7,6,4,201.5,11,1,105.9,4,0,150.5,4,0,64.8,1,1,326.8,3,0,,0,8,131.6,33,18,203.2,96
2020-12-21,Derbyshire Dales,0,36.2,1,0,59.0,2,0,128.8,5,2,222.7,8,2,451.9,14,2,214.2,7,1,322.7,10,1,284.3,9,1,165.4,6,2,140.2,7,3,160.4,10,5,179.7,11,0,55.5,3,1,112.7,6,1,146.6,8,0,79.4,3,2,150.5,4,1,64.8,1,2,217.9,2,0,,0,7,107.6,27,19,190.5,90
2020-12-20,Derbyshire Dales,0,36.2,1,0,59.0,2,0,154.6,6,1,167.0,6,1,387.3,12,1,183.6,6,2,290.4,9,2,284.3,9,2,165.4,6,1,120.2,6,0,128.3,8,1,130.7,8,0,55.5,3,2,93.9,5,1,128.3,7,0,79.4,3,0,150.5,4,0,0.0,0,0,0.0,0,0,,0,3,87.7,22,11,167.2,79
2020-12-19,Derbyshire Dales,1,36.2,1,0,88.5,3,2,154.6,6,1,139.2,5,1,355.1,11,0,153.0,5,2,225.9,7,2,252.7,8,0,110.3,4,1,120.2,6,3,128.3,8,0,130.7,8,0,55.5,3,0,56.3,3,3,109.9,6,0,79.4,3,0,150.5,4,0,64.8,1,0,0.0,0,0,,0,3,79.7,20,13,152.4,72
2020-12-18,Derbyshire Dales,0,0.0,0,1,88.5,3,2,128.8,5,1,111.4,4,4,355.1,11,1,183.6,6,1,161.3,5,0,189.5,6,0,165.4,6,0,100.2,5,1,112.3,7,3,130.7,8,1,74.0,4,0,56.3,3,0,55.0,3,2,79.4,3,0,150.5,4,0,64.8,1,0,0.0,0,0,,0,3,71.8,18,14,139.7,66
