date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,Dorset,0,37.8,6,1,46.5,9,1,102.5,21,12,194.3,37,8,290.4,43,7,310.4,52,12,354.3,62,11,271.0,48,4,165.2,31,16,203.3,48,3,141.6,39,14,174.1,51,13,180.4,50,3,57.5,16,5,79.8,24,1,51.9,11,1,65.3,10,4,123.5,12,8,336.9,20,0,,0,35,103.8,143,89,185.7,447
2020-12-26,Dorset,2,50.4,8,0,46.5,9,3,131.8,27,6,147.0,28,6,290.4,43,14,322.4,54,7,302.9,53,11,231.5,41,5,154.6,29,7,156.7,37,7,145.2,40,9,140.0,41,9,137.1,38,4,53.9,15,5,69.8,21,1,51.9,11,3,71.9,11,5,92.6,9,7,202.2,12,0,,0,34,84.9,117,77,170.3,410
2020-12-25,Dorset,0,44.1,7,0,67.1,13,0,136.7,28,3,126.0,24,2,290.4,43,3,244.8,41,6,268.6,47,5,186.3,33,2,127.9,24,5,139.8,33,2,130.7,36,4,122.9,36,2,108.2,30,1,43.1,12,0,53.2,16,1,56.7,12,0,52.3,8,1,41.2,4,0,101.1,6,0,,0,5,63.9,88,32,151.6,365
2020-12-24,Dorset,0,50.4,8,0,77.5,15,2,161.1,33,3,115.5,22,5,330.9,49,5,232.8,39,8,268.6,47,7,175.0,31,2,138.6,26,3,135.5,32,5,145.2,40,5,119.5,35,7,108.2,30,1,53.9,15,3,66.5,20,1,51.9,11,2,52.3,8,0,41.2,4,1,117.9,7,0,,0,15,69.0,95,45,156.6,377
2020-12-23,Dorset,0,50.4,8,0,77.5,15,3,161.1,33,2,126.0,24,6,330.9,49,11,220.9,37,9,234.3,41,6,146.8,26,7,133.2,25,4,139.8,33,14,145.2,40,5,122.9,36,7,101.0,28,1,57.5,16,5,59.8,18,4,56.7,12,1,52.3,8,2,82.4,8,0,185.3,11,0,,0,20,73.3,101,67,152.4,367
2020-12-22,Dorset,3,50.4,8,2,82.6,16,5,161.1,33,3,120.8,23,6,317.4,47,5,179.1,30,13,188.6,33,4,129.9,23,7,101.3,19,6,127.1,30,5,116.2,32,1,122.9,36,2,79.4,22,2,71.8,20,4,53.2,16,1,37.8,8,1,65.3,10,0,72.1,7,0,269.5,16,0,,0,10,71.9,99,60,137.1,330
2020-12-21,Dorset,1,44.1,7,6,93.0,18,7,166.0,34,8,115.5,22,10,290.4,43,7,161.2,27,7,125.7,22,4,124.2,22,4,85.3,16,7,114.4,27,3,108.9,30,13,126.3,37,10,75.8,21,4,71.8,20,2,43.2,13,2,37.8,8,2,65.3,10,0,72.1,7,4,269.5,16,0,,0,24,69.0,95,77,126.7,305
2020-12-20,Dorset,2,37.8,6,1,67.1,13,7,146.5,30,3,78.8,15,8,243.1,36,9,143.3,24,3,91.4,16,4,124.2,22,2,79.9,15,5,118.6,28,4,119.8,33,4,95.6,28,1,61.3,17,2,71.8,20,2,43.2,13,1,33.1,7,2,78.4,12,1,82.4,8,0,202.2,12,0,,0,9,64.6,89,52,110.5,266
2020-12-19,Dorset,1,44.1,7,4,67.1,13,4,112.3,23,2,68.3,13,6,195.8,29,1,101.5,17,1,85.7,15,3,107.3,19,0,79.9,15,3,105.9,25,3,127.1,35,4,92.2,27,1,68.5,19,1,71.8,20,0,43.2,13,2,28.3,6,0,71.9,11,0,82.4,8,1,219.0,13,0,,0,5,65.3,90,32,98.9,238
2020-12-18,Dorset,1,37.8,6,2,46.5,9,5,92.8,19,1,63.0,12,8,168.8,25,1,95.5,16,6,91.4,16,3,107.3,19,4,101.3,19,4,97.4,23,6,123.4,34,3,85.4,25,2,72.2,20,4,68.2,19,4,43.2,13,0,33.1,7,0,78.4,12,1,82.4,8,1,202.2,12,0,,0,12,66.1,91,44,92.6,223
