date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-27,Welwyn Hatfield,3,285.6,20,1,241.9,19,7,413.2,29,7,480.0,36,17,503.7,62,14,686.5,68,9,844.8,73,7,691.4,58,6,880.0,64,7,914.9,67,7,729.9,55,10,703.5,51,4,574.6,34,2,205.7,10,4,409.0,19,1,431.9,15,1,490.7,14,1,646.8,13,1,1326.1,17,0,,0,14,487.2,122,95,614.3,602
2020-12-26,Welwyn Hatfield,5,257.0,18,8,267.4,21,4,370.4,26,5,480.0,36,8,406.2,50,9,605.7,60,12,868.0,75,10,667.5,56,10,838.7,61,10,942.2,69,9,637.0,48,6,676.0,49,3,557.7,33,2,185.1,9,4,322.9,15,5,460.7,16,9,455.7,13,8,597.0,12,7,1326.1,17,0,,0,38,459.2,115,96,580.6,569
2020-12-25,Welwyn Hatfield,2,185.6,13,0,165.5,13,0,341.9,24,1,453.3,34,2,373.7,46,4,585.5,58,5,763.8,66,7,619.9,52,1,783.7,57,6,887.6,65,6,610.5,46,3,620.8,45,1,523.9,31,1,144.0,7,1,236.8,11,2,345.5,12,1,175.3,5,1,248.8,5,0,780.0,10,0,,2,7,323.5,81,37,531.6,521
2020-12-24,Welwyn Hatfield,3,157.1,11,1,165.5,13,3,370.4,26,5,480.0,36,3,479.3,59,8,646.1,64,10,810.1,70,5,619.9,52,9,838.7,61,9,901.3,66,7,650.3,49,5,662.2,48,3,591.5,35,1,144.0,7,0,236.8,11,2,345.5,12,1,210.3,6,1,248.8,5,5,1170.0,15,0,,2,13,363.4,91,68,568.4,557
2020-12-23,Welwyn Hatfield,2,128.5,9,4,165.5,13,6,384.7,27,5,453.3,34,12,479.3,59,7,605.7,60,16,740.7,64,4,607.9,51,16,838.7,61,11,819.3,60,10,623.8,47,7,662.2,48,6,557.7,33,2,164.6,8,6,236.8,11,4,287.9,10,1,210.3,6,1,199.0,4,0,780.0,10,0,,2,20,327.4,82,100,545.9,535
2020-12-22,Welwyn Hatfield,3,100.0,7,2,152.8,12,6,313.4,22,10,426.7,32,9,446.8,55,14,605.7,60,14,590.2,51,10,679.5,57,12,728.7,53,12,764.7,56,9,583.9,44,9,620.8,45,9,456.3,27,1,164.6,8,3,107.6,5,0,201.6,7,1,210.3,6,1,199.0,4,4,780.0,10,0,,2,19,267.6,67,110,506.1,496
2020-12-21,Welwyn Hatfield,2,85.7,6,3,140.1,11,3,270.7,19,3,333.3,25,11,455.0,56,12,484.6,48,7,486.1,42,15,584.1,49,10,618.7,45,12,682.8,50,7,544.1,41,11,551.8,40,8,321.1,19,1,164.6,8,1,43.0,2,1,201.6,7,0,175.3,5,0,199.0,4,0,468.0,6,0,,3,11,203.7,51,96,443.9,435
2020-12-20,Welwyn Hatfield,1,57.1,4,3,127.3,10,4,284.9,20,7,373.3,28,5,398.1,49,6,393.7,39,11,474.5,41,5,453.0,38,3,550.0,40,9,614.5,45,0,504.3,38,8,413.9,30,3,253.5,15,1,185.1,9,0,64.6,3,2,172.8,6,0,210.3,6,0,248.8,5,1,546.0,7,0,,3,7,203.7,51,62,392.9,385
2020-12-19,Welwyn Hatfield,0,85.7,6,0,101.9,8,2,228.0,16,3,293.3,22,4,365.6,45,7,333.1,33,3,405.0,35,6,429.1,36,6,536.2,39,6,546.2,40,7,544.1,41,2,344.9,25,1,219.7,13,0,164.6,8,0,64.6,3,1,115.2,4,1,210.3,6,1,248.8,5,0,546.0,7,2,,3,4,183.7,46,48,356.1,349
2020-12-18,Welwyn Hatfield,0,85.7,6,0,127.3,10,2,199.5,14,3,293.3,22,15,357.5,44,10,272.6,27,9,370.3,32,7,441.1,37,5,481.2,35,7,546.2,40,9,491.0,37,6,317.3,23,5,253.5,15,1,185.1,9,1,64.6,3,2,86.4,3,2,210.3,6,1,199.0,4,5,546.0,7,0,,1,17,187.7,47,73,334.7,328
