date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-28,Stevenage,2,309.2,18,3,440.0,27,0,429.4,23,5,713.2,33,4,901.7,42,11,788.6,48,11,935.8,65,11,990.1,64,6,615.9,34,3,604.7,34,10,772.4,49,5,490.0,29,7,580.6,28,0,166.0,6,0,146.4,5,1,250.1,6,0,148.1,3,0,151.5,2,0,402.1,3,0,,0,8,288.9,53,71,670.5,466
2020-12-27,Stevenage,4,395.1,23,2,505.2,31,5,504.1,27,6,626.8,29,9,1009.0,47,10,739.3,45,11,979.0,68,17,1052.0,68,6,652.2,36,7,658.0,37,7,772.4,49,6,490.0,29,0,476.9,23,0,249.0,9,0,146.4,5,3,208.4,5,1,148.1,3,0,227.3,3,1,402.1,3,0,,0,5,278.0,51,90,703.6,489
2020-12-26,Stevenage,6,377.9,22,4,505.2,31,5,485.4,26,6,540.3,25,4,858.7,40,7,690.0,42,11,878.2,61,9,928.2,60,6,688.4,38,5,658.0,37,8,693.6,44,7,439.3,26,7,476.9,23,2,249.0,9,2,234.2,8,1,83.4,2,0,98.7,2,1,303.0,4,1,402.1,3,0,,0,14,278.0,51,78,650.4,452
2020-12-25,Stevenage,1,309.2,18,1,456.3,28,2,429.4,23,1,518.7,24,2,794.3,37,2,673.6,41,5,777.4,54,6,850.9,55,1,579.7,32,2,675.8,38,2,599.0,38,0,338.0,20,4,393.9,19,0,193.7,7,0,204.9,7,0,41.7,1,1,98.7,2,1,303.0,4,0,402.1,3,0,,0,6,234.4,43,25,587.0,408
2020-12-24,Stevenage,3,326.3,19,2,456.3,28,1,429.4,23,1,540.3,25,4,858.7,40,2,788.6,48,7,849.4,59,4,835.4,54,2,634.1,35,3,658.0,37,11,646.3,41,2,371.7,22,2,352.5,17,1,249.0,9,0,204.9,7,1,41.7,1,0,49.4,1,0,227.3,3,0,402.1,3,0,,0,4,223.5,41,42,620.1,431
2020-12-23,Stevenage,2,292.0,17,6,488.9,30,2,410.8,22,10,605.1,28,11,858.7,40,9,837.9,51,15,878.2,61,7,928.2,60,8,724.6,40,7,658.0,37,7,551.7,35,5,439.3,26,7,393.9,19,2,249.0,9,2,234.2,8,0,0.0,0,0,49.4,1,0,303.0,4,1,402.1,3,0,,0,12,239.9,44,89,643.2,447
2020-12-22,Stevenage,0,274.8,16,9,407.4,25,8,373.4,20,4,432.2,20,8,687.0,32,7,805.0,49,5,806.2,56,10,959.2,62,5,652.2,36,7,604.7,34,4,583.2,37,4,422.4,25,1,311.0,15,1,221.4,8,1,204.9,7,0,41.7,1,1,49.4,1,0,378.8,5,0,268.1,2,0,,0,4,212.6,39,71,592.8,412
2020-12-21,Stevenage,7,326.3,19,7,277.1,17,4,280.1,15,1,345.8,16,9,622.6,29,8,739.3,45,14,806.2,56,15,850.9,55,8,615.9,34,6,515.7,29,10,535.9,34,5,456.2,27,2,331.7,16,3,221.4,8,0,204.9,7,0,41.7,1,0,0.0,0,1,378.8,5,0,268.1,2,0,,0,6,212.6,39,94,541.0,376
2020-12-20,Stevenage,3,206.1,12,2,211.9,13,4,205.4,11,2,367.4,17,2,450.8,21,7,624.3,38,4,662.3,46,9,665.2,43,8,561.6,31,7,498.0,28,2,441.4,28,3,473.1,28,0,414.7,20,0,193.7,7,3,234.2,8,0,125.1,3,0,0.0,0,1,303.0,4,1,268.1,2,0,,0,5,239.9,44,53,454.7,316
2020-12-19,Stevenage,2,171.8,10,1,195.6,12,2,149.4,8,5,324.2,15,1,429.4,20,6,575.0,35,4,676.6,47,4,587.9,38,0,489.1,27,6,426.8,24,2,441.4,28,1,523.8,31,3,435.4,21,0,193.7,7,1,175.6,6,0,125.1,3,0,0.0,0,1,227.3,3,1,268.1,2,0,,0,6,229.0,42,34,424.5,295
