date,areaName,newDeaths28DaysByDeathDateAgeDemographics
2020-12-29,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.6, 'rollingSum': 8}, {'age': '55_59', 'deaths': 0, 'rollingRate': 2.2, 'rollingSum': 11}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 10}, {'age': '65_69', 'deaths': 3, 'rollingRate': 6.1, 'rollingSum': 23}, {'age': '70_74', 'deaths': 5, 'rollingRate': 11.8, 'rollingSum': 44}, {'age': '75_79', 'deaths': 6, 'rollingRate': 24.2, 'rollingSum': 63}, {'age': '80_84', 'deaths': 9, 'rollingRate': 45.2, 'rollingSum': 86}, {'age': '85_89', 'deaths': 17, 'rollingRate': 71.1, 'rollingSum': 79}, {'age': '90+', 'deaths': 8, 'rollingRate': 97.0, 'rollingSum': 61}, {'age': '60+', 'deaths': 49, 'rollingRate': 20.4, 'rollingSum': 366}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 26}]"
2020-12-28,North West,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.4, 'rollingSum': 7}, {'age': '55_59', 'deaths': 2, 'rollingRate': 2.6, 'rollingSum': 13}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 10}, {'age': '65_69', 'deaths': 1, 'rollingRate': 6.1, 'rollingSum': 23}, {'age': '70_74', 'deaths': 11, 'rollingRate': 11.8, 'rollingSum': 44}, {'age': '75_79', 'deaths': 11, 'rollingRate': 24.2, 'rollingSum': 63}, {'age': '80_84', 'deaths': 13, 'rollingRate': 46.8, 'rollingSum': 89}, {'age': '85_89', 'deaths': 11, 'rollingRate': 64.8, 'rollingSum': 72}, {'age': '90+', 'deaths': 12, 'rollingRate': 100.2, 'rollingSum': 63}, {'age': '60+', 'deaths': 60, 'rollingRate': 20.3, 'rollingSum': 364}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.5, 'rollingSum': 30}]"
2020-12-27,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.2, 'rollingSum': 6}, {'age': '55_59', 'deaths': 0, 'rollingRate': 2.4, 'rollingSum': 12}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 0, 'rollingRate': 2.4, 'rollingSum': 10}, {'age': '65_69', 'deaths': 2, 'rollingRate': 7.9, 'rollingSum': 30}, {'age': '70_74', 'deaths': 8, 'rollingRate': 9.1, 'rollingSum': 34}, {'age': '75_79', 'deaths': 11, 'rollingRate': 23.8, 'rollingSum': 62}, {'age': '80_84', 'deaths': 15, 'rollingRate': 45.7, 'rollingSum': 87}, {'age': '85_89', 'deaths': 5, 'rollingRate': 64.8, 'rollingSum': 72}, {'age': '90+', 'deaths': 10, 'rollingRate': 100.2, 'rollingSum': 63}, {'age': '60+', 'deaths': 51, 'rollingRate': 19.9, 'rollingSum': 358}, {'age': '00_59', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 26}]"
2020-12-26,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.4, 'rollingSum': 7}, {'age': '55_59', 'deaths': 3, 'rollingRate': 2.6, 'rollingSum': 13}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 3.1, 'rollingSum': 13}, {'age': '65_69', 'deaths': 9, 'rollingRate': 7.7, 'rollingSum': 29}, {'age': '70_74', 'deaths': 2, 'rollingRate': 8.3, 'rollingSum': 31}, {'age': '75_79', 'deaths': 10, 'rollingRate': 21.5, 'rollingSum': 56}, {'age': '80_84', 'deaths': 11, 'rollingRate': 39.9, 'rollingSum': 76}, {'age': '85_89', 'deaths': 8, 'rollingRate': 68.4, 'rollingSum': 76}, {'age': '90+', 'deaths': 5, 'rollingRate': 109.7, 'rollingSum': 69}, {'age': '60+', 'deaths': 46, 'rollingRate': 19.5, 'rollingSum': 350}, {'age': '00_59', 'deaths': 6, 'rollingRate': 0.6000000000000001, 'rollingSum': 31}]"
2020-12-25,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '50_54', 'deaths': 2, 'rollingRate': 1.4, 'rollingSum': 7}, {'age': '55_59', 'deaths': 2, 'rollingRate': 2.2, 'rollingSum': 11}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 3, 'rollingRate': 3.3, 'rollingSum': 14}, {'age': '65_69', 'deaths': 2, 'rollingRate': 6.9, 'rollingSum': 26}, {'age': '70_74', 'deaths': 6, 'rollingRate': 9.7, 'rollingSum': 36}, {'age': '75_79', 'deaths': 9, 'rollingRate': 20.3, 'rollingSum': 53}, {'age': '80_84', 'deaths': 14, 'rollingRate': 36.8, 'rollingSum': 70}, {'age': '85_89', 'deaths': 11, 'rollingRate': 68.4, 'rollingSum': 76}, {'age': '90+', 'deaths': 8, 'rollingRate': 124.1, 'rollingSum': 78}, {'age': '60+', 'deaths': 53, 'rollingRate': 19.7, 'rollingSum': 353}, {'age': '00_59', 'deaths': 4, 'rollingRate': 0.5, 'rollingSum': 29}]"
2020-12-24,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '50_54', 'deaths': 2, 'rollingRate': 1.2, 'rollingSum': 6}, {'age': '55_59', 'deaths': 3, 'rollingRate': 2.0, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 3, 'rollingRate': 3.1, 'rollingSum': 13}, {'age': '65_69', 'deaths': 2, 'rollingRate': 6.6, 'rollingSum': 25}, {'age': '70_74', 'deaths': 7, 'rollingRate': 9.7, 'rollingSum': 36}, {'age': '75_79', 'deaths': 7, 'rollingRate': 18.8, 'rollingSum': 49}, {'age': '80_84', 'deaths': 12, 'rollingRate': 35.2, 'rollingSum': 67}, {'age': '85_89', 'deaths': 16, 'rollingRate': 70.2, 'rollingSum': 78}, {'age': '90+', 'deaths': 13, 'rollingRate': 127.2, 'rollingSum': 80}, {'age': '60+', 'deaths': 60, 'rollingRate': 19.4, 'rollingSum': 348}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.5, 'rollingSum': 28}]"
2020-12-23,North West,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 1, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.7000000000000001, 'rollingSum': 3}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.2, 'rollingSum': 6}, {'age': '55_59', 'deaths': 1, 'rollingRate': 1.4, 'rollingSum': 7}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.6, 'rollingSum': 11}, {'age': '65_69', 'deaths': 4, 'rollingRate': 6.6, 'rollingSum': 25}, {'age': '70_74', 'deaths': 5, 'rollingRate': 9.4, 'rollingSum': 35}, {'age': '75_79', 'deaths': 9, 'rollingRate': 18.4, 'rollingSum': 48}, {'age': '80_84', 'deaths': 12, 'rollingRate': 32.6, 'rollingSum': 62}, {'age': '85_89', 'deaths': 11, 'rollingRate': 60.3, 'rollingSum': 67}, {'age': '90+', 'deaths': 5, 'rollingRate': 116.1, 'rollingSum': 73}, {'age': '60+', 'deaths': 47, 'rollingRate': 17.9, 'rollingSum': 321}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.5, 'rollingSum': 25}]"
2020-12-22,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 1, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 1, 'rollingRate': 0.2, 'rollingSum': 1}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.0, 'rollingSum': 5}, {'age': '55_59', 'deaths': 2, 'rollingRate': 2.2, 'rollingSum': 11}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 10}, {'age': '65_69', 'deaths': 3, 'rollingRate': 6.4, 'rollingSum': 24}, {'age': '70_74', 'deaths': 5, 'rollingRate': 8.6, 'rollingSum': 32}, {'age': '75_79', 'deaths': 6, 'rollingRate': 16.9, 'rollingSum': 44}, {'age': '80_84', 'deaths': 12, 'rollingRate': 34.7, 'rollingSum': 66}, {'age': '85_89', 'deaths': 10, 'rollingRate': 59.4, 'rollingSum': 66}, {'age': '90+', 'deaths': 10, 'rollingRate': 119.3, 'rollingSum': 75}, {'age': '60+', 'deaths': 47, 'rollingRate': 17.7, 'rollingSum': 317}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.5, 'rollingSum': 25}]"
2020-12-21,North West,"[{'age': '00_04', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 0, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '45_49', 'deaths': 0, 'rollingRate': 0.4, 'rollingSum': 2}, {'age': '50_54', 'deaths': 0, 'rollingRate': 1.0, 'rollingSum': 5}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.0, 'rollingSum': 10}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 1, 'rollingRate': 2.6, 'rollingSum': 11}, {'age': '65_69', 'deaths': 8, 'rollingRate': 6.9, 'rollingSum': 26}, {'age': '70_74', 'deaths': 1, 'rollingRate': 8.9, 'rollingSum': 33}, {'age': '75_79', 'deaths': 10, 'rollingRate': 16.1, 'rollingSum': 42}, {'age': '80_84', 'deaths': 11, 'rollingRate': 35.2, 'rollingSum': 67}, {'age': '85_89', 'deaths': 11, 'rollingRate': 58.5, 'rollingSum': 65}, {'age': '90+', 'deaths': 12, 'rollingRate': 112.9, 'rollingSum': 71}, {'age': '60+', 'deaths': 54, 'rollingRate': 17.6, 'rollingSum': 315}, {'age': '00_59', 'deaths': 1, 'rollingRate': 0.4, 'rollingSum': 21}]"
2020-12-20,North West,"[{'age': '00_04', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '10_14', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '15_19', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '20_24', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '25_29', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '30_34', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '35_39', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '40_44', 'deaths': 1, 'rollingRate': 0.5, 'rollingSum': 2}, {'age': '45_49', 'deaths': 1, 'rollingRate': 0.6000000000000001, 'rollingSum': 3}, {'age': '50_54', 'deaths': 1, 'rollingRate': 1.0, 'rollingSum': 5}, {'age': '55_59', 'deaths': 1, 'rollingRate': 2.4, 'rollingSum': 12}, {'age': '05_09', 'deaths': 0, 'rollingRate': 0.0, 'rollingSum': 0}, {'age': '60_64', 'deaths': 3, 'rollingRate': 3.1, 'rollingSum': 13}, {'age': '65_69', 'deaths': 1, 'rollingRate': 5.8, 'rollingSum': 22}, {'age': '70_74', 'deaths': 5, 'rollingRate': 10.2, 'rollingSum': 38}, {'age': '75_79', 'deaths': 5, 'rollingRate': 15.7, 'rollingSum': 41}, {'age': '80_84', 'deaths': 4, 'rollingRate': 33.6, 'rollingSum': 64}, {'age': '85_89', 'deaths': 9, 'rollingRate': 59.4, 'rollingSum': 66}, {'age': '90+', 'deaths': 16, 'rollingRate': 112.9, 'rollingSum': 71}, {'age': '60+', 'deaths': 43, 'rollingRate': 17.6, 'rollingSum': 315}, {'age': '00_59', 'deaths': 5, 'rollingRate': 0.4, 'rollingSum': 24}]"
