date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-28,Birmingham,9,129.9,106,20,182.3,151,27,273.3,217,41,289.7,230,51,356.9,376,72,415.2,406,74,530.6,439,74,578.8,441,63,550.9,369,52,550.2,367,55,457.7,300,41,377.1,224,35,383.8,186,14,214.4,89,12,202.1,73,9,151.9,42,6,199.0,44,10,337.4,47,7,456.4,37,1,,5,93,261.8,518,580,384.7,3631
2020-12-27,Birmingham,19,133.6,109,23,175.1,145,39,282.1,224,42,285.9,227,85,365.5,385,61,413.2,404,71,525.8,435,68,556.5,424,71,540.5,362,59,533.7,356,46,457.7,300,36,356.9,212,42,363.1,176,9,221.6,92,11,204.9,74,5,148.3,41,8,221.6,49,12,330.2,46,10,481.1,39,1,,6,97,261.3,517,621,380.2,3589
2020-12-26,Birmingham,12,129.9,106,24,175.1,145,26,264.5,210,34,277.1,220,55,328.4,346,66,404.0,395,55,529.4,438,85,539.4,411,69,495.7,332,51,512.7,342,45,447.0,293,33,361.9,215,35,319.8,155,16,226.5,94,12,199.4,72,6,148.3,41,5,203.5,45,6,272.8,38,3,394.7,32,0,,6,83,241.0,477,555,366.4,3459
2020-12-25,Birmingham,3,121.3,99,4,167.8,139,11,259.4,206,12,260.7,207,22,300.9,317,26,382.5,374,27,508.9,421,30,468.5,357,18,441.9,296,19,485.7,324,17,413.4,271,12,350.1,208,10,264.1,128,8,200.0,83,4,171.7,62,4,137.4,38,3,203.5,45,3,251.3,35,3,394.7,32,0,,6,35,213.8,423,201,341.7,3225
2020-12-24,Birmingham,24,131.1,107,30,176.3,146,36,280.8,223,25,285.9,227,56,327.5,345,58,410.1,401,72,534.3,442,71,488.2,372,50,482.2,323,47,502.2,335,36,442.4,290,29,361.9,215,19,272.4,132,12,219.2,91,9,191.1,69,6,141.0,39,7,212.6,47,10,272.8,38,6,394.7,32,1,,6,69,226.4,448,535,363.6,3432
2020-12-23,Birmingham,26,112.7,92,25,159.4,132,46,264.5,210,32,287.2,228,52,315.2,332,57,394.8,386,58,525.8,435,62,460.7,351,46,468.8,314,64,479.7,320,43,436.3,286,34,348.4,207,24,270.3,131,15,224.1,93,11,180.0,65,6,159.1,44,9,203.5,45,2,251.3,35,4,407.1,33,0,,5,71,225.4,446,545,349.4,3298
2020-12-22,Birmingham,13,91.9,75,25,152.1,126,32,246.8,196,44,287.2,228,55,317.1,334,66,375.4,367,82,504.0,417,51,437.0,333,52,467.3,313,75,443.8,296,58,418.0,274,39,348.4,207,21,251.7,122,15,214.4,89,14,168.9,61,6,151.9,42,6,194.5,43,4,265.6,37,4,456.4,37,2,,9,70,217.8,431,594,336.4,3175
2020-12-21,Birmingham,12,94.4,77,14,140.0,116,34,273.3,217,38,288.4,229,60,307.6,324,70,367.2,359,70,452.1,374,57,438.4,334,56,455.4,305,41,377.8,252,55,392.1,257,29,319.8,190,25,239.3,116,17,207.2,86,13,163.4,59,8,151.9,42,11,190.0,42,9,258.4,36,9,468.7,38,2,,9,92,211.7,419,538,322.4,3043
2020-12-20,Birmingham,16,107.8,88,23,148.5,123,25,280.8,223,35,294.7,234,46,298.1,314,52,343.6,336,74,432.7,358,55,422.6,322,41,440.4,295,45,368.8,246,39,369.2,242,39,308.0,183,21,220.8,107,11,204.8,85,9,146.8,53,5,141.0,39,4,171.9,38,4,222.5,31,3,431.7,35,1,,8,57,196.1,388,491,314.9,2972
2020-12-19,Birmingham,5,94.4,77,18,134.0,111,22,278.3,221,21,283.4,225,26,282.9,298,45,324.2,317,38,372.3,308,31,392.4,299,33,413.6,277,33,353.8,236,23,341.7,224,26,255.9,152,8,212.5,103,5,185.5,77,2,121.8,44,3,141.0,39,5,167.4,37,3,222.5,31,3,493.4,40,0,,8,29,187.5,371,321,291.7,2753
