date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,Sheffield,6,65.2,21,4,85.3,29,6,119.8,40,13,155.4,57,27,179.6,109,28,231.9,123,18,244.4,97,19,293.5,103,17,276.9,89,16,280.4,99,20,273.7,101,12,227.8,76,21,207.7,58,8,131.0,32,6,81.2,20,6,126.2,23,4,163.8,23,11,308.1,26,6,469.7,22,0,,0,62,166.7,204,186,204.1,944
2020-12-28,Sheffield,2,55.9,18,1,85.3,29,11,134.8,45,9,147.3,54,14,153.3,93,20,194.2,103,19,229.3,91,20,265.0,93,14,252.0,81,21,266.3,94,16,249.3,92,18,218.8,73,9,168.3,47,6,106.4,26,5,89.3,22,3,109.8,20,3,178.0,25,2,213.3,18,2,405.6,19,0,,0,30,144.6,177,165,187.3,866
2020-12-27,Sheffield,3,74.5,24,5,91.2,31,6,137.8,46,10,150.0,55,17,153.3,93,19,215.0,114,14,221.7,88,19,242.2,85,11,267.6,86,21,235.1,83,19,238.4,88,19,188.8,63,7,157.5,44,4,98.2,24,2,85.3,21,5,120.8,22,5,170.9,24,5,213.3,18,4,491.0,23,0,,1,32,143.8,176,163,185.3,857
2020-12-26,Sheffield,3,96.2,31,6,88.2,30,8,155.8,52,7,144.5,53,21,146.7,89,11,220.6,117,17,226.7,90,13,242.2,85,15,273.8,88,19,206.8,73,17,224.9,83,8,167.9,56,7,154.0,43,4,102.3,25,2,85.3,21,3,109.8,20,3,192.3,27,2,213.3,18,3,427.0,20,0,,1,24,142.2,174,145,183.4,848
2020-12-25,Sheffield,1,93.1,30,2,73.5,25,1,140.8,47,3,141.8,52,7,131.8,80,9,226.3,120,5,206.6,82,10,225.1,79,8,273.8,88,4,186.9,66,6,195.1,72,3,158.9,53,8,154.0,43,2,102.3,25,1,85.3,21,0,98.8,18,1,185.2,26,3,248.8,21,2,362.9,17,0,,2,17,139.7,171,59,172.1,796
2020-12-24,Sheffield,4,108.7,35,7,97.1,33,4,149.8,50,11,147.3,54,10,130.2,79,13,231.9,123,8,219.2,87,9,228.0,80,10,289.4,93,10,212.4,75,12,216.8,80,11,179.8,60,2,143.2,40,7,106.4,26,3,105.6,26,3,120.8,22,4,199.4,28,3,237.0,20,1,384.3,18,0,,3,23,147.1,180,109,184.2,852
2020-12-23,Sheffield,2,99.3,32,4,85.3,29,4,149.8,50,4,136.3,50,13,135.1,82,23,228.2,121,16,236.8,94,13,219.4,77,14,286.2,92,8,206.8,73,11,195.1,72,5,179.8,60,4,154.0,43,1,102.3,25,1,105.6,26,3,104.3,19,3,185.2,26,0,225.1,19,4,448.3,21,0,,3,16,146.3,179,117,180.5,835
2020-12-22,Sheffield,3,99.3,32,4,85.3,29,11,167.8,56,10,152.7,56,11,121.9,74,8,213.1,113,12,244.4,97,9,216.6,76,9,273.8,88,11,206.8,73,11,195.1,72,9,185.8,62,10,164.7,46,2,102.3,25,8,113.7,28,3,131.7,24,6,185.2,26,3,237.0,20,3,384.3,18,0,,3,35,152.8,187,108,179.7,831
2020-12-21,Sheffield,8,96.2,31,3,85.3,29,12,167.8,56,10,139.1,51,14,113.7,69,31,228.2,121,16,246.9,98,12,233.7,82,19,292.5,94,10,186.9,66,12,216.8,80,8,203.8,68,6,143.2,40,4,106.4,26,4,97.4,24,5,142.7,26,2,163.8,23,2,225.1,19,6,427.0,20,1,,3,29,145.5,178,156,183.4,848
2020-12-20,Sheffield,10,77.6,25,4,94.1,32,12,179.7,60,8,136.3,50,13,107.1,65,22,201.8,107,16,229.3,91,19,233.7,82,13,264.5,85,11,181.3,64,14,208.6,77,12,206.8,69,6,150.4,42,5,114.6,28,2,101.5,25,3,142.7,26,8,163.8,23,5,248.8,21,1,384.3,18,0,,2,30,149.5,183,154,174.9,809
