date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,Croydon,22,307.1,85,22,293.4,80,25,531.5,138,57,880.9,194,76,1428.2,281,96,1463.5,368,82,1318.1,393,93,1263.2,374,79,1218.5,338,62,1069.2,276,55,928.0,254,64,969.6,249,46,958.0,189,21,584.2,91,9,374.2,50,13,444.1,42,7,386.6,29,7,483.4,22,4,436.5,12,0,,0,107,596.5,435,733,965.6,3030
2020-12-28,Croydon,14,274.6,76,7,264.0,72,26,577.7,150,23,735.6,162,30,1316.4,259,37,1384.0,348,51,1271.2,379,44,1199.0,355,44,1157.2,321,41,1042.1,269,34,917.0,251,25,891.7,229,23,887.0,175,11,603.5,94,11,404.1,54,2,391.2,37,4,346.6,26,3,329.6,15,0,509.3,14,0,,1,54,569.1,415,376,915.3,2872
2020-12-27,Croydon,12,256.5,71,8,311.7,85,22,593.2,154,35,740.2,163,44,1352.0,266,66,1495.3,376,70,1321.5,394,53,1199.0,355,53,1182.5,328,31,1069.2,276,45,957.2,262,39,985.2,253,36,897.2,177,16,609.9,95,6,359.2,48,7,433.5,41,6,373.2,28,2,417.5,19,3,691.2,19,0,,1,76,585.5,427,478,951.0,2984
2020-12-26,Croydon,9,263.7,73,9,330.0,90,18,597.0,155,21,640.3,141,42,1311.3,258,50,1352.2,340,55,1214.2,362,44,1158.5,343,48,1128.4,313,39,1042.1,269,35,917.0,251,44,911.2,234,27,811.0,160,16,597.1,93,6,381.7,51,5,401.8,38,4,319.9,24,2,395.5,18,0,618.4,17,0,,1,60,549.9,401,414,901.9,2830
2020-12-25,Croydon,6,260.1,72,4,341.0,93,6,570.0,148,8,626.6,138,9,1214.7,239,17,1252.7,315,13,1187.3,354,22,1101.1,326,15,1063.5,295,17,937.5,242,21,858.5,235,13,813.9,209,9,729.9,144,3,571.4,89,1,404.1,54,2,359.5,34,3,293.3,22,3,373.5,17,1,654.8,18,0,,1,22,518.3,378,151,849.9,2667
2020-12-24,Croydon,12,281.8,78,15,388.7,106,12,674.0,175,20,699.3,154,35,1357.1,267,46,1399.9,352,59,1277.9,381,53,1188.9,352,43,1160.8,322,46,1011.1,261,25,873.2,239,32,880.1,226,26,760.3,150,15,616.3,96,11,441.6,59,8,380.7,36,0,306.6,23,2,417.5,19,2,800.3,22,0,,2,64,555.4,405,398,929.0,2915
2020-12-23,Croydon,10,278.2,77,15,388.7,106,29,735.7,191,30,685.7,151,45,1301.1,256,56,1395.9,351,63,1247.7,372,65,1178.7,349,56,1132.0,314,40,984.0,254,39,902.4,247,32,856.7,220,22,699.5,138,9,558.6,87,6,426.6,57,5,370.1,35,5,333.2,25,3,417.5,19,2,763.9,21,0,,2,52,523.8,382,480,921.0,2890
2020-12-22,Croydon,13,263.7,73,14,359.4,98,37,747.2,194,25,699.3,154,54,1235.1,243,76,1340.2,337,68,1167.2,348,74,1097.7,325,62,1049.1,291,55,980.1,253,52,854.9,234,44,806.1,207,32,679.2,134,24,545.7,85,13,419.1,56,8,391.2,37,4,319.9,24,0,373.5,17,6,763.9,21,1,,2,87,512.8,374,575,879.3,2759
2020-12-21,Croydon,9,238.4,66,20,344.7,94,30,751.1,195,24,731.1,161,37,1092.8,215,65,1205.0,303,66,1043.1,311,44,986.2,292,51,951.7,264,48,879.4,227,45,778.2,213,49,708.7,182,25,593.0,117,12,436.6,68,5,336.8,45,6,306.7,29,6,319.9,24,7,395.5,18,5,618.4,17,0,,1,66,436.1,318,488,804.4,2524
2020-12-20,Croydon,14,242.0,67,13,293.4,80,23,754.9,196,13,767.4,169,36,1026.7,202,30,1069.8,269,38,908.9,271,41,935.6,277,38,883.2,245,24,844.5,218,34,719.7,197,20,580.2,149,19,532.2,105,14,410.9,64,9,314.3,42,4,306.7,29,2,293.3,22,1,263.7,12,1,472.9,13,0,,1,50,393.5,287,324,746.1,2341
