date,cc_open,cc_occupied
2011-11-01,428,325
2011-11-02,435,357
2011-11-03,427,328
2011-11-06,432,338
2011-11-07,437,338
2011-11-08,425,335
2011-11-09,428,344
2011-11-10,428,348
2011-11-13,428,337
2011-11-14,428,326
2011-11-15,428,344
2011-11-16,429,349
2011-11-17,428,350
2011-11-20,426,327
2011-11-21,427,330
2011-11-22,427,344
2011-11-23,427,345
2011-11-24,427,344
2011-11-27,426,334
2011-11-28,432,365
2011-11-29,427,362
2011-11-30,428,381
2011-12-01,429,377
2011-12-04,419,345
2011-12-05,421,358
2011-12-06,419,369
2011-12-07,421,352
2011-12-08,423,355
2011-12-11,417,339
2011-12-12,420,352
2011-12-13,420,354
2011-12-14,423,341
2011-12-15,421,352
2011-12-18,423,348
2011-12-19,422,333
2011-12-20,422,367
2011-12-21,422,357
2011-12-22,421,357
2011-12-28,422,352
2011-12-29,426,363
2012-01-02,420,328
2012-01-03,422,372
2012-01-04,422,369
2012-01-05,419,366
2012-01-08,419,353
2012-01-09,407,348
2012-01-10,409,365
2012-01-11,411,366
2012-01-12,412,348
2012-01-15,411,337
2012-01-16,413,344
2012-01-17,412,353
2012-01-18,414,346
2012-01-19,413,355
2012-01-22,411,343
2012-01-23,410,348
2012-01-24,410,349
2012-01-25,412,342
2012-01-26,411,341
2012-01-29,410,342
2012-01-30,412,335
2012-01-31,413,339
2012-02-01,411,333
2012-02-02,431,357
2012-02-05,432,354
2012-02-06,431,358
2012-02-07,431,366
2012-02-08,429,371
2012-02-09,429,372
2012-02-12,429,372
2012-02-13,429,377
2012-02-14,435,374
2012-02-15,437,376
2012-02-16,439,367
2012-02-19,432,362
2012-02-20,433,368
2012-02-21,432,374
2012-02-22,432,377
2012-02-23,433,379
2012-02-26,426,372
2012-02-27,432,373
2012-02-28,433,383
2012-02-29,433,374
2012-03-01,433,376
