date,cc_open,cc_occupied
2011-11-01,520,442
2011-11-02,531,453
2011-11-03,531,457
2011-11-06,523,433
2011-11-07,522,445
2011-11-08,527,468
2011-11-09,530,467
2011-11-10,528,470
2011-11-13,542,446
2011-11-14,538,465
2011-11-15,541,478
2011-11-16,540,468
2011-11-17,537,481
2011-11-20,537,428
2011-11-21,537,459
2011-11-22,543,477
2011-11-23,542,472
2011-11-24,541,459
2011-11-27,534,414
2011-11-28,540,455
2011-11-29,537,465
2011-11-30,544,480
2011-12-01,541,470
2011-12-04,540,445
2011-12-05,539,452
2011-12-06,546,478
2011-12-07,542,470
2011-12-08,542,481
2011-12-11,537,458
2011-12-12,535,476
2011-12-13,545,490
2011-12-14,543,486
2011-12-15,544,481
2011-12-18,543,453
2011-12-19,540,451
2011-12-20,539,468
2011-12-21,540,454
2011-12-22,537,453
2011-12-28,527,413
2011-12-29,534,449
2012-01-02,544,429
2012-01-03,539,446
2012-01-04,531,460
2012-01-05,541,479
2012-01-08,537,446
2012-01-09,543,468
2012-01-10,544,471
2012-01-11,544,481
2012-01-12,544,485
2012-01-15,533,453
2012-01-16,543,470
2012-01-17,546,478
2012-01-18,544,473
2012-01-19,542,469
2012-01-22,538,431
2012-01-23,537,471
2012-01-24,543,479
2012-01-25,546,474
2012-01-26,547,488
2012-01-29,536,434
2012-01-30,547,452
2012-01-31,543,456
2012-02-01,544,465
2012-02-02,545,469
2012-02-05,538,419
2012-02-06,541,462
2012-02-07,539,458
2012-02-08,537,463
2012-02-09,544,487
2012-02-12,541,448
2012-02-13,538,453
2012-02-14,547,470
2012-02-15,544,469
2012-02-16,546,467
2012-02-19,542,439
2012-02-20,543,472
2012-02-21,548,462
2012-02-22,533,474
2012-02-23,531,466
2012-02-26,521,417
2012-02-27,535,454
2012-02-28,541,466
2012-02-29,543,472
2012-03-01,541,464
