date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,North East,43,105.8,150,48,111.0,174,90,190.4,287,106,267.6,389,204,380.3,672,255,425.3,766,230,482.2,815,213,431.7,694,182,431.6,624,174,378.9,636,205,374.5,701,195,332.0,625,143,278.9,471,92,193.5,289,45,138.2,200,45,172.1,167,35,193.2,144,32,221.9,97,25,331.7,75,0,,1,417,205.9,1443,1945,331.8,6534
2020-12-28,North East,29,86.8,123,22,107.2,168,41,165.8,250,70,240.8,350,126,319.2,564,129,339.8,612,180,388.7,657,103,358.9,577,95,366.6,530,104,331.8,557,115,320.5,600,108,278.3,524,80,225.0,380,45,156.6,234,35,126.4,183,29,144.3,140,24,179.8,134,8,194.5,85,9,345.0,78,1,,1,230,176.1,1234,1123,280.0,5513
2020-12-27,North East,15,82.5,117,18,111.7,175,38,169.8,256,57,240.1,349,100,298.8,528,110,318.7,574,121,340.2,575,114,347.1,558,107,361.1,522,110,316.3,531,120,300.2,562,94,263.4,496,78,213.2,360,37,147.3,220,33,112.6,163,30,126.8,123,16,171.7,128,17,196.8,86,15,336.2,76,0,,1,226,164.9,1156,1004,266.3,5244
2020-12-26,North East,15,81.8,116,17,122.5,192,39,167.2,252,54,237.4,345,71,272.8,482,78,293.1,528,90,308.3,521,80,313.5,504,71,329.3,476,81,283.0,475,96,276.2,517,69,240.6,453,54,194.8,329,26,133.9,200,26,97.4,141,20,109.2,106,16,165.0,123,15,192.2,84,8,296.4,67,0,,1,165,149.8,1050,761,246.9,4862
2020-12-25,North East,2,76.2,108,4,121.9,191,12,163.2,246,10,219.5,319,20,251.9,445,24,282.0,508,28,288.7,488,22,297.3,478,31,310.6,449,17,266.3,447,15,250.0,468,33,226.3,426,19,180.6,305,19,130.5,195,17,94.0,136,7,109.2,106,7,161.0,120,5,189.9,83,1,314.0,71,0,,2,75,145.0,1016,218,232.3,4575
2020-12-24,North East,20,91.0,129,27,134.0,210,29,190.4,287,42,242.9,353,70,273.4,483,67,307.6,554,72,310.0,524,63,319.1,513,53,327.9,474,57,299.6,503,65,278.9,522,64,240.6,453,36,188.9,319,22,137.2,205,22,93.3,135,17,113.4,110,20,175.8,131,8,217.4,95,4,349.4,79,0,,2,129,153.2,1074,629,254.3,5007
2020-12-23,North East,26,84.7,120,38,126.3,198,38,191.7,289,50,236.7,344,81,258.6,457,103,295.4,532,94,305.9,517,99,312.9,503,85,330.6,478,93,297.8,500,85,273.0,511,62,233.2,439,61,183.5,310,48,132.5,198,22,89.1,129,19,109.2,106,26,182.5,136,12,228.8,100,13,362.7,82,0,,3,201,151.4,1061,854,248.4,4891
2020-12-22,North East,16,77.6,110,42,117.4,184,53,206.3,311,67,229.8,334,96,238.8,422,101,279.8,504,72,292.9,495,96,288.6,464,88,320.3,463,95,278.8,468,104,257.0,481,94,228.4,430,52,167.6,283,37,119.8,179,28,98.8,143,18,108.2,105,25,175.8,131,20,256.3,112,28,393.7,89,0,,3,208,148.7,1042,924,237.1,4669
2020-12-21,North East,23,79.0,112,29,105.9,166,47,209.6,316,69,216.7,315,90,220.7,390,91,267.0,481,98,286.4,484,84,269.9,434,87,321.0,464,78,267.5,449,77,234.0,438,80,217.8,410,60,158.7,268,31,113.8,170,15,98.8,143,12,108.2,105,18,177.1,132,9,256.3,112,7,331.7,75,1,,3,152,143.4,1005,854,226.6,4462
2020-12-20,North East,14,74.8,106,35,102.1,160,34,226.2,341,53,207.1,301,54,198.1,350,64,255.9,461,67,270.4,457,60,259.4,417,61,296.1,428,54,262.1,440,75,235.6,441,51,209.3,394,47,155.7,263,17,111.1,166,11,102.2,148,13,114.4,111,11,189.2,141,15,279.1,122,6,389.2,88,0,,2,120,148.2,1039,622,218.3,4298
2020-12-19,North East,7,69.8,99,16,88.1,138,33,228.8,345,28,196.1,285,34,189.6,335,58,245.9,443,57,258.0,436,54,248.2,399,44,289.8,419,53,253.8,426,47,224.4,420,42,204.5,385,30,144.5,244,21,115.1,172,21,106.4,154,20,114.4,111,13,187.8,140,14,276.9,121,12,411.4,93,1,,2,131,147.7,1035,474,209.8,4132
2020-12-18,North East,23,72.0,102,23,84.9,133,53,232.8,351,44,198.8,289,58,194.1,343,70,237.6,428,64,245.5,415,57,237.0,381,56,283.6,410,73,240.1,403,69,227.1,425,60,205.6,387,33,139.1,235,29,111.1,166,16,101.6,147,11,110.3,107,18,189.2,141,17,270.0,118,9,389.2,88,0,,1,133,143.0,1002,650,206.6,4068
2020-12-17,North East,11,67.0,95,15,83.0,130,31,232.8,351,33,194.0,282,44,183.9,325,45,223.7,403,65,231.9,392,53,235.7,379,57,276.7,400,54,225.8,379,54,214.8,402,50,195.5,368,27,142.7,241,15,103.8,155,16,104.3,151,13,112.3,109,25,187.8,140,13,299.7,131,7,437.9,99,1,,6,116,146.4,1026,513,198.7,3912
2020-12-16,North East,16,69.8,99,24,92.5,145,60,238.8,360,40,196.1,285,46,182.2,322,75,226.5,408,72,230.2,389,60,233.9,376,70,266.3,385,61,227.0,381,55,214.8,402,53,194.4,366,34,142.1,240,29,112.5,168,36,106.4,154,18,112.3,109,21,166.4,124,24,308.9,135,20,455.6,103,0,,5,182,147.4,1033,632,199.2,3923
2020-12-15,North East,18,67.0,95,24,93.8,147,58,234.2,353,48,189.2,275,64,183.9,325,78,220.4,397,61,215.4,364,66,232.0,373,89,241.4,349,76,220.4,370,61,215.3,403,74,196.0,369,37,142.1,240,28,103.8,155,28,89.8,130,18,105.1,102,26,151.6,113,20,288.3,126,14,420.2,95,0,,5,171,137.1,961,717,194.3,3825
