date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-28,London,256,313.4,1899,246,341.8,2061,378,531.2,2856,544,817.6,3823,865,1114.6,6302,1053,1044.3,8041,1189,972.2,8148,1039,1005.3,7857,988,1110.7,7342,862,1059.8,6323,856,998.4,5661,657,956.3,4738,492,855.6,3346,305,656.1,2053,222,515.8,1411,137,455.2,880,134,496.6,749,108,555.3,519,65,659.6,379,2,,67,1463,634.1,9337,8935,869.5,65118
2020-12-27,London,339,320.5,1942,340,365.5,2204,456,569.4,3061,698,846.2,3957,1130,1147.3,6487,1391,1113.1,8571,1499,1026.4,8602,1378,1049.1,8199,1309,1144.4,7565,1069,1096.9,6544,974,1019.9,5783,836,987.1,4891,591,861.5,3369,325,674.6,2111,249,511.4,1399,136,451.1,872,116,476.1,718,90,514.7,481,57,670.1,385,3,,104,1564,633.9,9335,11422,906.7,67910
2020-12-26,London,296,304.6,1846,355,356.6,2150,435,559.7,3009,650,797.3,3728,979,1083.3,6125,1247,1073.2,8264,1169,972.5,8151,1271,995.8,7782,1198,1068.5,7063,1027,1038.7,6197,900,951.5,5395,814,921.6,4566,544,802.9,3140,347,643.9,2015,209,478.2,1308,136,418.0,808,93,442.9,668,72,474.0,443,49,621.3,357,7,,118,1450,593.4,8739,10348,859.8,64394
2020-12-25,London,93,292.1,1770,108,333.8,2013,150,553.4,2975,197,742.5,3472,320,1009.3,5707,447,1022.7,7875,407,933.5,7824,479,928.4,7256,447,988.8,6536,381,964.3,5753,344,874.2,4957,311,830.3,4114,212,732.6,2865,136,592.5,1854,100,451.5,1235,68,386.9,748,54,421.7,636,36,435.5,407,31,579.6,333,0,,142,637,548.6,8078,3684,806.4,60394
2020-12-24,London,265,321.6,1949,274,373.3,2251,377,633.0,3403,474,820.6,3837,762,1117.0,6316,961,1140.2,8780,1012,1030.8,8639,963,1005.0,7854,980,1070.0,7073,835,1050.9,6270,723,946.2,5365,587,894.9,4434,416,778.9,3046,265,623.2,1950,172,473.0,1294,110,408.7,790,89,452.2,682,66,476.1,445,36,609.2,350,8,,183,1154,581.1,8557,8221,886.0,66354
2020-12-23,London,335,320.0,1939,339,373.6,2253,509,662.9,3564,611,854.8,3997,1067,1143.7,6467,1440,1185.0,9125,1364,1062.5,8905,1298,1010.0,7893,1212,1059.3,7002,1022,1039.9,6204,884,936.8,5312,775,878.4,4352,491,768.7,3006,320,604.0,1890,218,471.9,1291,135,404.5,782,141,444.9,671,66,472.9,442,68,652.7,375,22,,185,1439,574.3,8457,10878,897.2,67198
2020-12-22,London,315,302.0,1830,399,369.2,2226,551,682.3,3668,649,862.3,4032,1179,1107.3,6261,1502,1165.0,8971,1508,1039.8,8715,1429,966.3,7552,1208,1015.4,6712,1127,990.9,5912,980,896.3,5082,758,820.0,4063,600,734.9,2874,355,565.9,1771,241,445.6,1219,158,384.9,744,122,412.4,622,81,480.4,449,73,633.5,364,25,,172,1630,546.2,8043,11630,870.5,65196
2020-12-21,London,299,281.5,1706,389,353.6,2132,583,696.1,3742,678,862.3,4032,1050,1027.5,5810,1583,1115.8,8592,1643,972.2,8148,1381,894.7,6992,1211,950.6,6284,1083,911.5,5438,978,831.2,4713,810,769.8,3814,515,654.9,2561,363,503.3,1575,210,397.7,1088,129,349.2,675,103,382.6,577,70,446.2,417,71,581.3,334,39,,157,1461,490.8,7227,11727,822.0,61560
2020-12-20,London,243,267.5,1621,286,345.3,2082,404,712.0,3828,469,851.8,3983,768,962.6,5443,1084,1025.2,7894,1048,877.6,7355,961,812.1,6347,807,878.2,5805,722,845.6,5045,586,757.1,4293,511,697.3,3455,362,600.4,2348,229,437.8,1370,158,363.4,994,72,324.3,627,66,364.0,549,52,438.7,410,29,558.7,321,17,,134,968,449.5,6619,7906,764.9,57285
2020-12-19,London,220,254.6,1543,218,334.3,2016,401,724.3,3894,394,851.8,3983,561,896.3,5068,858,953.2,7340,842,820.8,6879,745,760.6,5944,671,830.5,5490,583,796.7,4753,462,721.7,4092,362,645.9,3200,269,559.7,2189,186,400.4,1253,136,336.7,921,76,319.7,618,61,344.1,519,36,421.6,394,25,551.7,317,31,,117,789,421.8,6211,6348,725.3,54319
