date,areaName,cases_00_04,rollingRate_00_04,rollingSum_00_04,cases_05_09,rollingRate_05_09,rollingSum_05_09,cases_10_14,rollingRate_10_14,rollingSum_10_14,cases_15_19,rollingRate_15_19,rollingSum_15_19,cases_20_24,rollingRate_20_24,rollingSum_20_24,cases_25_29,rollingRate_25_29,rollingSum_25_29,cases_30_34,rollingRate_30_34,rollingSum_30_34,cases_35_39,rollingRate_35_39,rollingSum_35_39,cases_40_44,rollingRate_40_44,rollingSum_40_44,cases_45_49,rollingRate_45_49,rollingSum_45_49,cases_50_54,rollingRate_50_54,rollingSum_50_54,cases_55_59,rollingRate_55_59,rollingSum_55_59,cases_60_64,rollingRate_60_64,rollingSum_60_64,cases_65_69,rollingRate_65_69,rollingSum_65_69,cases_70_74,rollingRate_70_74,rollingSum_70_74,cases_75_79,rollingRate_75_79,rollingSum_75_79,cases_80_84,rollingRate_80_84,rollingSum_80_84,cases_85_89,rollingRate_85_89,rollingSum_85_89,cases_90+,rollingRate_90+,rollingSum_90+,cases_unassigned,rollingRate_unassigned,rollingSum_unassigned,cases_60+,rollingRate_60+,rollingSum_60+,cases_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,North West,96,89.8,386,113,94.7,433,204,179.4,785,356,286.1,1159,609,436.6,2038,732,459.3,2303,631,460.3,2227,555,420.6,1948,518,432.2,1800,498,364.9,1741,575,375.9,1934,529,349.8,1727,364,287.6,1207,233,202.5,765,185,168.6,628,142,165.5,431,105,203.8,388,74,251.9,280,56,338.8,213,5,,11,1159,218.0,3912,5421,333.4,18492
2020-12-28,North West,67,81.2,349,53,87.7,401,119,165.2,723,143,232.8,943,349,352.8,1647,355,370.5,1858,344,384.2,1859,317,353.3,1636,276,357.1,1487,290,303.1,1446,323,309.4,1592,273,284.4,1404,216,232.5,976,131,163.6,618,110,142.3,530,60,130.9,341,63,181.7,346,46,231.2,257,31,322.9,203,1,,6,657,182.2,3271,2910,276.8,15351
2020-12-27,North West,55,79.6,342,68,90.1,412,100,171.9,752,182,240.2,973,332,326.3,1523,366,362.4,1817,369,370.6,1793,289,338.4,1567,308,353.2,1471,285,292.4,1395,285,294.9,1517,276,273.6,1351,197,216.1,907,129,154.0,582,88,133.7,498,71,141.3,368,63,183.3,349,29,236.6,263,23,345.2,217,3,,8,600,177.4,3184,2918,269.0,14921
2020-12-26,North West,51,74.9,322,48,87.1,398,81,170.0,744,124,223.4,905,219,284.1,1326,265,326.7,1638,292,330.7,1600,274,320.4,1484,225,314.8,1311,167,267.0,1274,246,270.6,1392,227,244.9,1209,132,192.3,807,88,137.4,519,74,125.7,468,39,127.9,333,43,174.9,333,28,227.6,253,28,337.2,212,0,,7,432,163.0,2925,2219,245.4,13610
2020-12-25,North West,14,70.8,304,12,84.4,386,34,173.9,761,49,214.0,867,65,261.8,1222,83,307.1,1540,91,300.9,1456,79,290.9,1347,76,285.0,1187,81,255.5,1219,79,247.2,1272,70,226.2,1117,41,178.0,747,25,128.6,486,37,120.3,448,27,132.8,346,23,175.4,334,17,241.1,268,8,362.6,228,0,,7,178,159.2,2857,733,228.7,12685
2020-12-24,North West,47,74.9,322,55,93.8,429,107,188.1,823,120,228.6,926,205,284.5,1328,214,328.4,1647,222,319.7,1547,194,313.5,1452,165,306.2,1275,200,277.3,1323,210,267.7,1377,160,242.2,1196,120,190.8,801,61,139.2,526,58,125.1,466,40,148.6,387,45,185.4,353,44,264.5,294,30,394.5,248,2,,8,398,171.3,3075,1901,246.2,13653
2020-12-23,North West,56,72.6,312,84,91.4,418,140,181.7,795,185,226.4,917,259,275.1,1284,288,325.3,1631,278,310.2,1501,240,307.9,1426,232,305.0,1270,220,267.2,1275,216,254.8,1311,192,234.7,1159,137,188.4,791,98,140.8,532,76,123.5,460,52,148.2,386,46,181.2,345,42,269.9,300,37,413.5,260,0,,6,488,171.3,3074,2390,239.9,13305
2020-12-22,North West,59,66.3,285,81,84.0,384,142,169.1,740,140,217.2,880,218,254.3,1187,287,309.5,1552,263,293.5,1420,243,294.8,1365,205,284.1,1183,203,251.9,1202,233,241.8,1244,206,221.0,1091,133,178.4,749,86,133.9,506,87,122.7,457,52,147.4,384,63,178.1,339,51,279.8,311,46,396.0,249,0,,7,518,166.9,2995,2280,226.1,12540
2020-12-21,North West,60,61.9,266,64,77.7,355,148,160.2,701,173,216.2,876,225,241.2,1126,314,294.9,1479,278,278.2,1346,248,280.3,1298,260,278.3,1159,239,243.5,1162,248,228.6,1176,220,208.4,1029,147,170.8,717,95,129.4,489,78,112.2,418,87,144.4,376,66,176.0,335,52,276.2,307,45,375.4,236,3,,9,570,160.3,2878,2480,216.0,11982
2020-12-20,North West,35,58.4,251,54,81.4,372,92,154.3,675,114,204.1,827,135,228.6,1067,187,273.8,1373,176,262.5,1270,206,268.2,1242,148,258.1,1075,164,234.3,1118,160,213.2,1097,134,191.6,946,97,163.4,686,66,119.4,451,58,108.5,404,36,129.4,337,47,175.4,334,19,263.6,293,18,354.7,223,2,,6,341,152.0,2728,1607,204.1,11319
2020-12-19,North West,33,55.2,237,36,77.9,356,98,146.7,642,86,194.8,789,115,220.7,1030,167,258.9,1298,148,247.6,1198,137,246.2,1140,101,248.1,1033,112,223.4,1066,126,201.0,1034,135,183.7,907,72,155.8,654,55,115.1,435,54,105.5,393,52,129.0,336,44,172.3,328,43,277.1,308,44,369.0,232,0,,4,364,149.6,2686,1294,193.5,10734
2020-12-18,North West,32,54.2,233,55,77.9,356,96,138.5,606,108,193.0,782,171,217.4,1015,190,245.9,1233,182,241.4,1168,184,239.7,1110,164,247.1,1029,185,222.4,1061,184,196.7,1012,149,173.6,857,95,152.0,638,65,107.7,407,55,99.9,372,68,122.9,320,42,165.5,315,43,264.5,294,28,330.8,208,1,,4,396,142.3,2554,1701,188.7,10466
2020-12-17,North West,37,53.3,229,44,74.6,341,79,137.6,602,111,197.2,799,161,204.6,955,198,232.7,1167,176,235.4,1139,168,233.0,1079,160,234.6,977,152,207.3,989,144,184.7,950,123,163.7,808,110,151.5,636,67,107.7,407,52,96.1,358,39,114.0,297,37,169.7,323,50,260.9,290,42,345.2,217,0,,6,397,140.8,2528,1553,181.0,10041
2020-12-16,North West,29,52.6,226,50,73.3,335,85,140.3,614,148,197.0,798,162,193.2,902,209,223.4,1120,197,227.1,1099,179,229.8,1064,145,230.1,958,147,198.5,947,149,181.2,932,124,161.2,796,95,144.1,605,72,99.3,375,73,97.7,364,50,114.8,299,40,175.4,334,53,254.6,283,26,327.7,206,1,,10,409,137.4,2466,1625,176.7,9801
2020-12-15,North West,40,52.8,227,52,73.1,334,103,143.3,627,136,183.2,742,157,183.4,856,214,214.6,1076,189,212.5,1028,176,219.4,1016,181,227.4,947,163,188.2,898,165,174.5,898,144,159.8,789,101,138.9,583,69,89.7,339,48,90.2,336,44,112.5,293,59,179.1,341,47,249.2,277,33,340.4,214,2,,9,401,132.8,2383,1722,170.3,9447
2020-12-14,North West,45,50.7,218,81,73.1,334,122,141.2,618,124,173.0,701,166,171.8,802,208,197.6,991,202,204.4,989,192,209.0,968,176,212.8,886,195,178.8,853,169,164.4,846,137,154.1,761,116,132.9,558,57,82.8,313,64,89.1,332,48,109.8,286,65,170.2,324,38,250.1,278,32,338.8,213,0,,7,420,128.4,2304,1817,161.8,8974
2020-12-13,North West,21,50.7,218,38,69.8,319,59,136.0,595,76,168.6,683,98,164.7,769,112,184.1,923,104,195.5,946,104,200.8,930,106,204.1,850,112,168.1,802,97,159.2,819,95,153.9,760,65,125.6,527,50,83.9,317,47,86.7,323,35,114.0,297,41,160.7,306,34,247.4,275,27,343.6,216,0,,7,299,126.0,2261,1022,155.4,8621
2020-12-12,North West,29,52.1,224,36,68.7,314,62,137.8,603,79,167.1,677,100,162.8,760,102,176.1,883,118,195.3,945,107,197.4,914,97,199.1,829,107,162.9,777,104,158.0,813,85,150.7,744,56,123.6,519,27,81.5,308,33,83.2,310,36,112.1,292,31,158.6,302,29,240.2,267,20,329.2,207,0,,9,232,122.9,2205,1026,153.1,8492
2020-12-11,North West,28,48.9,210,40,66.9,306,92,136.4,597,125,162.7,659,111,157.0,733,124,173.1,868,153,186.4,902,153,188.9,875,112,197.4,822,113,158.7,757,122,153.9,792,100,149.1,736,93,120.5,506,65,83.1,314,41,85.4,318,45,109.8,286,50,152.9,291,39,232.1,258,37,314.9,198,3,,11,370,121.0,2171,1276,149.1,8268
2020-12-10,North West,34,48.6,209,38,68.3,312,91,135.1,591,110,154.3,625,108,153.4,716,151,168.1,843,136,178.2,862,153,180.1,834,141,197.2,821,110,154.7,738,126,154.5,795,111,146.6,724,79,114.6,481,35,78.1,295,58,86.2,321,41,116.0,302,48,152.9,291,43,237.5,264,31,335.6,211,4,,13,335,120.6,2165,1313,145.7,8083
2020-12-09,North West,30,44.2,190,49,70.9,324,98,134.8,590,92,148.6,602,116,150.0,700,165,161.9,812,126,170.5,825,131,172.1,797,134,190.4,793,98,155.1,740,115,148.9,766,117,140.8,695,73,112.4,472,36,76.5,289,45,80.5,300,44,114.0,297,47,156.0,297,47,229.4,255,34,318.1,200,0,,9,326,117.6,2110,1271,141.4,7843
2020-12-08,North West,31,43.8,188,52,70.7,323,94,129.4,566,95,149.1,604,103,148.0,691,129,152.8,766,150,172.6,835,128,172.1,797,120,183.2,763,118,158.0,754,113,146.9,756,116,136.1,672,76,112.4,472,43,80.5,304,44,77.6,289,37,107.9,281,42,152.9,291,48,220.4,245,32,310.2,195,0,,13,322,115.7,2077,1249,139.3,7728
2020-12-07,North West,45,44.9,193,66,72.0,329,99,131.6,576,106,149.6,606,133,152.5,712,140,151.8,761,159,169.7,821,154,172.7,800,140,180.1,750,144,163.1,778,142,148.5,764,136,136.3,673,85,115.3,484,61,83.9,317,55,79.7,297,59,111.3,290,47,162.3,309,35,234.8,261,35,335.6,211,0,,14,377,120.8,2169,1464,140.2,7777
2020-12-06,North West,27,41.4,178,33,72.4,331,67,134.6,589,70,144.4,585,89,147.8,690,72,154.4,774,103,171.5,830,88,169.1,783,85,183.2,763,87,165.8,791,91,151.8,781,79,133.9,661,57,115.8,486,41,85.5,323,34,80.3,299,30,111.3,290,37,166.5,317,26,251.9,280,18,351.5,221,2,,15,243,123.5,2216,893,140.1,7771
2020-12-05,North West,15,41.0,176,28,74.2,339,56,131.6,576,61,144.7,586,73,144.4,674,87,155.7,781,75,168.2,814,68,171.7,795,90,176.3,734,87,163.7,781,83,150.6,775,77,133.5,659,43,111.3,467,33,85.8,324,41,76.5,285,30,109.8,286,20,164.4,313,20,259.1,288,11,380.1,239,2,,13,198,122.7,2202,802,138.9,7703
2020-12-04,North West,27,43.1,185,46,77.2,353,86,133.5,584,91,145.6,590,94,145.2,678,99,156.1,783,113,176.5,854,112,176.4,817,111,177.9,741,94,166.2,793,125,153.2,788,88,134.5,664,68,113.4,476,46,85.2,322,44,73.8,275,61,107.1,279,50,165.5,315,45,260.9,290,50,394.5,248,5,,11,364,122.9,2205,1091,141.4,7841
2020-12-03,North West,15,42.1,181,50,79.6,364,90,138.0,604,87,149.1,604,92,144.0,672,120,157.3,789,99,178.4,863,116,177.9,824,113,179.1,746,112,169.1,807,97,150.3,773,82,134.5,664,70,116.0,487,29,85.0,321,37,74.4,277,36,99.1,258,54,152.9,291,34,239.3,266,20,353.1,222,0,,9,280,118.2,2122,1073,142.4,7900
2020-12-02,North West,28,47.2,203,48,80.7,369,74,146.5,641,94,154.3,625,107,144.8,676,119,159.7,801,136,186.2,901,131,183.1,848,104,185.1,771,112,165.4,789,105,150.8,776,94,142.8,705,73,117.0,491,51,89.7,339,34,73.3,273,28,104.4,272,41,144.5,275,37,242.0,269,29,373.8,235,4,,11,293,120.0,2154,1156,146.3,8116
2020-12-01,North West,36,49.6,213,58,85.1,389,104,165.5,724,97,158.7,643,124,149.1,696,124,162.7,816,136,192.0,929,131,185.7,860,107,194.8,811,142,171.2,817,121,155.7,801,117,147.4,728,88,120.1,504,56,91.8,347,52,78.4,292,46,112.5,293,60,145.5,277,64,237.5,264,48,388.1,244,1,,9,414,123.7,2221,1298,152.1,8436
