date,areaName,deathsRegistered
2020-03-13,West Midlands,2
2020-03-14,West Midlands,14
2020-03-15,West Midlands,14
2020-03-16,West Midlands,14
2020-03-17,West Midlands,14
2020-03-18,West Midlands,14
2020-03-19,West Midlands,14
2020-03-20,West Midlands,14
2020-03-21,West Midlands,67
2020-03-22,West Midlands,67
2020-03-23,West Midlands,67
2020-03-24,West Midlands,67
2020-03-25,West Midlands,67
2020-03-26,West Midlands,67
2020-03-27,West Midlands,67
2020-03-28,West Midlands,400
2020-03-29,West Midlands,400
2020-03-30,West Midlands,400
2020-03-31,West Midlands,400
2020-04-01,West Midlands,400
2020-04-02,West Midlands,400
2020-04-03,West Midlands,400
2020-04-04,West Midlands,807
2020-04-05,West Midlands,807
2020-04-06,West Midlands,807
2020-04-07,West Midlands,807
2020-04-08,West Midlands,807
2020-04-09,West Midlands,807
2020-04-10,West Midlands,807
2020-04-11,West Midlands,999
2020-04-12,West Midlands,999
2020-04-13,West Midlands,999
2020-04-14,West Midlands,999
2020-04-15,West Midlands,999
2020-04-16,West Midlands,999
2020-04-17,West Midlands,999
2020-04-18,West Midlands,880
2020-04-19,West Midlands,880
2020-04-20,West Midlands,880
2020-04-21,West Midlands,880
2020-04-22,West Midlands,880
2020-04-23,West Midlands,880
2020-04-24,West Midlands,880
2020-04-25,West Midlands,651
2020-04-26,West Midlands,651
2020-04-27,West Midlands,651
2020-04-28,West Midlands,651
2020-04-29,West Midlands,651
2020-04-30,West Midlands,651
2020-05-01,West Midlands,651
2020-05-02,West Midlands,443
2020-05-03,West Midlands,443
2020-05-04,West Midlands,443
2020-05-05,West Midlands,443
2020-05-06,West Midlands,443
2020-05-07,West Midlands,443
2020-05-08,West Midlands,443
2020-05-09,West Midlands,382
2020-05-10,West Midlands,382
2020-05-11,West Midlands,382
2020-05-12,West Midlands,382
2020-05-13,West Midlands,382
2020-05-14,West Midlands,382
2020-05-15,West Midlands,382
2020-05-16,West Midlands,290
2020-05-17,West Midlands,290
2020-05-18,West Midlands,290
2020-05-19,West Midlands,290
2020-05-20,West Midlands,290
2020-05-21,West Midlands,290
2020-05-22,West Midlands,290
2020-05-23,West Midlands,184
2020-05-24,West Midlands,184
2020-05-25,West Midlands,184
2020-05-26,West Midlands,184
2020-05-27,West Midlands,184
2020-05-28,West Midlands,184
2020-05-29,West Midlands,184
2020-05-30,West Midlands,158
2020-05-31,West Midlands,158
2020-06-01,West Midlands,158
2020-06-02,West Midlands,158
