date,areaName,deathsRegistered
2020-01-03,South West,0
2020-01-10,South West,0
2020-01-17,South West,0
2020-01-24,South West,0
2020-01-31,South West,0
2020-02-07,South West,0
2020-02-14,South West,0
2020-02-21,South West,0
2020-02-28,South West,0
2020-03-06,South West,0
2020-03-13,South West,0
2020-03-20,South West,1
2020-03-27,South West,19
2020-04-03,South West,155
2020-04-10,South West,298
2020-04-17,South West,501
2020-04-24,South West,531
2020-05-01,South West,404
2020-05-08,South West,276
2020-05-15,South West,239
2020-05-22,South West,126
2020-05-29,South West,103
2020-06-05,South West,85
2020-06-12,South West,48
2020-06-19,South West,36
2020-06-26,South West,16
2020-07-03,South West,17
2020-07-10,South West,7
2020-07-17,South West,11
2020-07-24,South West,5
2020-07-31,South West,2
2020-08-07,South West,2
2020-08-14,South West,4
2020-08-21,South West,5
2020-08-28,South West,6
2020-09-04,South West,2
2020-09-11,South West,7
2020-09-18,South West,5
2020-09-25,South West,8
2020-10-02,South West,3
2020-10-09,South West,6
2020-10-16,South West,18
2020-10-23,South West,30
2020-10-30,South West,46
2020-11-06,South West,58
2020-11-13,South West,100
2020-11-20,South West,114
2020-11-27,South West,194
2020-12-04,South West,191
2020-12-11,South West,162
2020-12-18,South West,200
2020-12-25,South West,155
2021-01-01,South West,158
2021-01-08,South West,285
2021-01-15,South West,398
2021-01-22,South West,540
2021-01-29,South West,670
