date,areaName,deathsRegistered
2020-01-03,Yorkshire and The Humber,0
2020-01-10,Yorkshire and The Humber,0
2020-01-17,Yorkshire and The Humber,0
2020-01-24,Yorkshire and The Humber,0
2020-01-31,Yorkshire and The Humber,0
2020-02-07,Yorkshire and The Humber,0
2020-02-14,Yorkshire and The Humber,0
2020-02-21,Yorkshire and The Humber,0
2020-02-28,Yorkshire and The Humber,0
2020-03-06,Yorkshire and The Humber,0
2020-03-13,Yorkshire and The Humber,0
2020-03-20,Yorkshire and The Humber,5
2020-03-27,Yorkshire and The Humber,12
2020-04-03,Yorkshire and The Humber,174
2020-04-10,Yorkshire and The Humber,374
2020-04-17,Yorkshire and The Humber,690
2020-04-24,Yorkshire and The Humber,755
2020-05-01,Yorkshire and The Humber,647
2020-05-08,Yorkshire and The Humber,432
2020-05-15,Yorkshire and The Humber,452
2020-05-22,Yorkshire and The Humber,297
2020-05-29,Yorkshire and The Humber,237
2020-06-05,Yorkshire and The Humber,210
2020-06-12,Yorkshire and The Humber,136
2020-06-19,Yorkshire and The Humber,111
2020-06-26,Yorkshire and The Humber,69
2020-07-03,Yorkshire and The Humber,58
2020-07-10,Yorkshire and The Humber,47
2020-07-17,Yorkshire and The Humber,30
2020-07-24,Yorkshire and The Humber,32
2020-07-31,Yorkshire and The Humber,23
2020-08-07,Yorkshire and The Humber,16
2020-08-14,Yorkshire and The Humber,13
2020-08-21,Yorkshire and The Humber,12
2020-08-28,Yorkshire and The Humber,13
2020-09-04,Yorkshire and The Humber,10
2020-09-11,Yorkshire and The Humber,14
2020-09-18,Yorkshire and The Humber,21
2020-09-25,Yorkshire and The Humber,29
2020-10-02,Yorkshire and The Humber,30
2020-10-09,Yorkshire and The Humber,52
2020-10-16,Yorkshire and The Humber,87
2020-10-23,Yorkshire and The Humber,159
2020-10-30,Yorkshire and The Humber,204
2020-11-06,Yorkshire and The Humber,329
2020-11-13,Yorkshire and The Humber,450
2020-11-20,Yorkshire and The Humber,481
2020-11-27,Yorkshire and The Humber,537
2020-12-04,Yorkshire and The Humber,444
2020-12-11,Yorkshire and The Humber,390
2020-12-18,Yorkshire and The Humber,394
2020-12-25,Yorkshire and The Humber,285
2021-01-01,Yorkshire and The Humber,266
2021-01-08,Yorkshire and The Humber,425
2021-01-15,Yorkshire and The Humber,394
2021-01-22,Yorkshire and The Humber,459
2021-01-29,Yorkshire and The Humber,462
2021-02-05,Yorkshire and The Humber,385
2021-02-12,Yorkshire and The Humber,347
2021-02-19,Yorkshire and The Humber,320
2021-02-26,Yorkshire and The Humber,249
2021-03-05,Yorkshire and The Humber,187
2021-03-12,Yorkshire and The Humber,139
2021-03-19,Yorkshire and The Humber,110
