date,cc_open,cc_occupied
2012-11-06,440,376
2012-11-07,456,387
2012-11-08,456,387
2012-11-09,456,366
2012-11-12,456,392
2012-11-13,456,397
2012-11-14,455,400
2012-11-15,455,388
2012-11-16,454,379
2012-11-19,431,357
2012-11-20,447,378
2012-11-21,454,393
2012-11-22,458,387
2012-11-25,455,383
2012-11-26,455,389
2012-11-27,455,391
2012-11-28,456,394
2012-11-29,456,384
2012-12-02,457,381
2012-12-03,456,397
2012-12-04,456,393
2012-12-05,457,400
2012-12-06,457,405
2012-12-09,459,392
2012-12-10,456,404
2012-12-11,455,412
2012-12-12,458,391
2012-12-13,456,382
2012-12-16,454,383
2012-12-17,455,394
2012-12-18,459,399
2012-12-19,459,403
2012-12-20,458,393
2012-12-21,471,380
2012-12-27,457,376
2012-12-30,456,384
2012-12-31,454,377
2013-01-02,454,391
2013-01-03,458,384
2013-01-06,460,399
2013-01-07,455,397
2013-01-08,456,406
2013-01-09,456,394
2013-01-10,457,395
2013-01-13,456,398
2013-01-14,457,376
2013-01-15,463,413
2013-01-16,457,407
2013-01-17,457,388
2013-01-20,456,391
2013-01-21,456,392
2013-01-22,453,400
2013-01-23,456,397
2013-01-24,456,385
2013-01-27,458,371
2013-01-28,457,394
2013-01-29,459,413
2013-01-30,457,405
2013-01-31,457,407
2013-02-03,457,393
2013-02-04,457,400
2013-02-05,459,399
2013-02-06,458,402
2013-02-07,457,392
2013-02-10,457,395
2013-02-11,456,394
2013-02-12,457,405
2013-02-13,454,411
2013-02-14,456,401
2013-02-17,457,395
2013-02-18,461,406
2013-02-19,461,403
2013-02-20,458,395
2013-02-21,457,402
2013-02-24,458,413
2013-02-25,458,415
2013-02-26,461,422
2013-02-27,469,426
2013-02-28,462,406
