date,cc_open,cc_occupied
2012-11-06,357,307
2012-11-07,358,316
2012-11-08,360,315
2012-11-09,361,280
2012-11-12,357,305
2012-11-13,358,296
2012-11-14,358,291
2012-11-15,358,276
2012-11-16,363,281
2012-11-19,363,301
2012-11-20,362,307
2012-11-21,363,305
2012-11-22,363,304
2012-11-25,363,291
2012-11-26,365,309
2012-11-27,365,308
2012-11-28,364,307
2012-11-29,364,311
2012-12-02,362,292
2012-12-03,362,307
2012-12-04,363,302
2012-12-05,365,297
2012-12-06,364,310
2012-12-09,365,296
2012-12-10,363,304
2012-12-11,363,307
2012-12-12,364,308
2012-12-13,364,317
2012-12-16,369,291
2012-12-17,365,302
2012-12-18,364,307
2012-12-19,363,314
2012-12-20,365,310
2012-12-21,368,296
2012-12-27,368,303
2012-12-30,369,276
2012-12-31,369,308
2013-01-02,368,314
2013-01-03,368,315
2013-01-06,368,294
2013-01-07,368,319
2013-01-08,368,324
2013-01-09,369,322
2013-01-10,368,321
2013-01-13,367,299
2013-01-14,354,308
2013-01-15,364,325
2013-01-16,371,318
2013-01-17,371,325
2013-01-20,371,300
2013-01-21,372,317
2013-01-22,368,318
2013-01-23,369,325
2013-01-24,368,309
2013-01-27,368,301
2013-01-28,368,319
2013-01-29,368,307
2013-01-30,372,324
2013-01-31,373,328
2013-02-03,371,292
2013-02-04,373,307
2013-02-05,372,318
2013-02-06,372,323
2013-02-07,371,327
2013-02-10,370,299
2013-02-11,369,320
2013-02-12,371,320
2013-02-13,371,319
2013-02-14,372,331
2013-02-17,371,296
2013-02-18,374,320
2013-02-19,373,302
2013-02-20,372,305
2013-02-21,371,306
2013-02-24,371,299
2013-02-25,366,324
2013-02-26,371,303
2013-02-27,366,309
2013-02-28,370,317
