date,areaName,admissions,admissionsRollingRate,patients,patientsMv
2021-10-05,Northern Ireland,36,10.9,407,27
2021-10-06,Northern Ireland,35,11.1,408,27
2021-10-07,Northern Ireland,30,11.2,408,26
2021-10-08,Northern Ireland,24,10.7,395,28
2021-10-09,Northern Ireland,33,11.2,407,26
2021-10-10,Northern Ireland,17,10.8,412,26
2021-10-11,Northern Ireland,33,11.0,415,25
2021-10-12,Northern Ireland,37,11.0,405,21
2021-10-13,Northern Ireland,39,11.2,403,26
2021-10-14,Northern Ireland,31,11.3,398,27
2021-10-15,Northern Ireland,26,11.4,391,22
2021-10-16,Northern Ireland,18,10.6,388,24
2021-10-17,Northern Ireland,37,11.7,406,24
2021-10-18,Northern Ireland,41,12.1,414,24
2021-10-19,Northern Ireland,42,12.3,405,20
2021-10-20,Northern Ireland,35,12.1,405,22
2021-10-21,Northern Ireland,27,11.9,392,25
2021-10-22,Northern Ireland,17,11.4,364,24
2021-10-23,Northern Ireland,17,11.4,355,23
2021-10-24,Northern Ireland,24,10.7,368,22
2021-10-25,Northern Ireland,23,9.8,358,24
2021-10-26,Northern Ireland,,,,26
