date,areaName,deathsRegistered
2021-03-05,Croydon,13
2021-02-26,Croydon,13
2021-02-19,Croydon,23
2021-02-12,Croydon,42
2021-02-05,Croydon,61
2021-01-29,Croydon,70
2021-01-22,Croydon,65
2021-01-15,Croydon,56
2021-01-08,Croydon,38
2021-01-01,Croydon,20
2020-12-25,Croydon,13
2020-12-18,Croydon,6
2020-12-11,Croydon,16
2020-12-04,Croydon,7
2020-11-27,Croydon,12
2020-11-20,Croydon,13
2020-11-13,Croydon,3
2020-11-06,Croydon,0
2020-10-30,Croydon,0
2020-10-23,Croydon,2
2020-10-16,Croydon,3
2020-10-09,Croydon,0
2020-10-02,Croydon,0
2020-09-25,Croydon,1
2020-09-18,Croydon,2
2020-09-11,Croydon,0
2020-09-04,Croydon,0
2020-08-28,Croydon,0
2020-08-21,Croydon,0
2020-08-14,Croydon,0
2020-08-07,Croydon,0
2020-07-31,Croydon,0
2020-07-24,Croydon,1
2020-07-17,Croydon,1
2020-07-10,Croydon,2
2020-07-03,Croydon,5
2020-06-26,Croydon,1
2020-06-19,Croydon,4
2020-06-12,Croydon,6
2020-06-05,Croydon,7
2020-05-29,Croydon,8
2020-05-22,Croydon,17
2020-05-15,Croydon,31
2020-05-08,Croydon,34
2020-05-01,Croydon,44
2020-04-24,Croydon,89
2020-04-17,Croydon,100
2020-04-10,Croydon,75
2020-04-03,Croydon,57
2020-03-27,Croydon,10
2020-03-20,Croydon,1
2020-03-13,Croydon,0
2020-03-06,Croydon,0
2020-02-28,Croydon,0
2020-02-21,Croydon,0
2020-02-14,Croydon,0
2020-02-07,Croydon,0
2020-01-31,Croydon,0
2020-01-24,Croydon,0
2020-01-17,Croydon,0
2020-01-10,Croydon,0
2020-01-03,Croydon,0
