date,areaName,deathsRegistered
2021-02-12,Dudley,44
2021-02-05,Dudley,59
2021-01-29,Dudley,50
2021-01-22,Dudley,34
2021-01-15,Dudley,25
2021-01-08,Dudley,27
2021-01-01,Dudley,10
2020-12-25,Dudley,24
2020-12-18,Dudley,19
2020-12-11,Dudley,25
2020-12-04,Dudley,24
2020-11-27,Dudley,27
2020-11-20,Dudley,16
2020-11-13,Dudley,19
2020-11-06,Dudley,15
2020-10-30,Dudley,7
2020-10-23,Dudley,6
2020-10-16,Dudley,1
2020-10-09,Dudley,0
2020-10-02,Dudley,1
2020-09-25,Dudley,1
2020-09-18,Dudley,0
2020-09-11,Dudley,0
2020-09-04,Dudley,1
2020-08-28,Dudley,0
2020-08-21,Dudley,1
2020-08-14,Dudley,0
2020-08-07,Dudley,1
2020-07-31,Dudley,0
2020-07-24,Dudley,0
2020-07-17,Dudley,2
2020-07-10,Dudley,1
2020-07-03,Dudley,0
2020-06-26,Dudley,4
2020-06-19,Dudley,6
2020-06-12,Dudley,4
2020-06-05,Dudley,5
2020-05-29,Dudley,9
2020-05-22,Dudley,12
2020-05-15,Dudley,14
2020-05-08,Dudley,14
2020-05-01,Dudley,26
2020-04-24,Dudley,52
2020-04-17,Dudley,45
2020-04-10,Dudley,58
2020-04-03,Dudley,38
2020-03-27,Dudley,4
2020-03-20,Dudley,1
2020-03-13,Dudley,1
2020-03-06,Dudley,0
2020-02-28,Dudley,0
2020-02-21,Dudley,0
2020-02-14,Dudley,0
2020-02-07,Dudley,0
2020-01-31,Dudley,0
2020-01-24,Dudley,0
2020-01-17,Dudley,0
2020-01-10,Dudley,0
2020-01-03,Dudley,0
