date,areaName,deathsRegistered
2021-02-19,Sandwell,34
2021-02-12,Sandwell,65
2021-02-05,Sandwell,63
2021-01-29,Sandwell,75
2021-01-22,Sandwell,70
2021-01-15,Sandwell,34
2021-01-08,Sandwell,30
2021-01-01,Sandwell,19
2020-12-25,Sandwell,16
2020-12-18,Sandwell,25
2020-12-11,Sandwell,37
2020-12-04,Sandwell,25
2020-11-27,Sandwell,29
2020-11-20,Sandwell,30
2020-11-13,Sandwell,28
2020-11-06,Sandwell,16
2020-10-30,Sandwell,9
2020-10-23,Sandwell,5
2020-10-16,Sandwell,5
2020-10-09,Sandwell,3
2020-10-02,Sandwell,1
2020-09-25,Sandwell,2
2020-09-18,Sandwell,3
2020-09-11,Sandwell,1
2020-09-04,Sandwell,1
2020-08-28,Sandwell,0
2020-08-21,Sandwell,0
2020-08-14,Sandwell,0
2020-08-07,Sandwell,4
2020-07-31,Sandwell,2
2020-07-24,Sandwell,1
2020-07-17,Sandwell,0
2020-07-10,Sandwell,2
2020-07-03,Sandwell,3
2020-06-26,Sandwell,3
2020-06-19,Sandwell,8
2020-06-12,Sandwell,8
2020-06-05,Sandwell,9
2020-05-29,Sandwell,12
2020-05-22,Sandwell,12
2020-05-15,Sandwell,30
2020-05-08,Sandwell,21
2020-05-01,Sandwell,30
2020-04-24,Sandwell,53
2020-04-17,Sandwell,86
2020-04-10,Sandwell,54
2020-04-03,Sandwell,24
2020-03-27,Sandwell,6
2020-03-20,Sandwell,2
2020-03-13,Sandwell,0
2020-03-06,Sandwell,0
2020-02-28,Sandwell,0
2020-02-21,Sandwell,0
2020-02-14,Sandwell,0
2020-02-07,Sandwell,0
2020-01-31,Sandwell,0
2020-01-24,Sandwell,0
2020-01-17,Sandwell,0
2020-01-10,Sandwell,0
2020-01-03,Sandwell,0
