date,areaName,deathsRegistered
2021-01-29,Southampton,40
2021-01-22,Southampton,31
2021-01-15,Southampton,19
2021-01-08,Southampton,11
2021-01-01,Southampton,6
2020-12-25,Southampton,2
2020-12-18,Southampton,2
2020-12-11,Southampton,1
2020-12-04,Southampton,2
2020-11-27,Southampton,2
2020-11-20,Southampton,1
2020-11-13,Southampton,2
2020-11-06,Southampton,0
2020-10-30,Southampton,4
2020-10-23,Southampton,2
2020-10-16,Southampton,0
2020-10-09,Southampton,1
2020-10-02,Southampton,0
2020-09-25,Southampton,0
2020-09-18,Southampton,0
2020-09-11,Southampton,0
2020-09-04,Southampton,0
2020-08-28,Southampton,0
2020-08-21,Southampton,0
2020-08-14,Southampton,1
2020-08-07,Southampton,0
2020-07-31,Southampton,2
2020-07-24,Southampton,0
2020-07-17,Southampton,0
2020-07-10,Southampton,1
2020-07-03,Southampton,1
2020-06-26,Southampton,0
2020-06-19,Southampton,0
2020-06-12,Southampton,3
2020-06-05,Southampton,9
2020-05-29,Southampton,8
2020-05-22,Southampton,12
2020-05-15,Southampton,11
2020-05-08,Southampton,14
2020-05-01,Southampton,20
2020-04-24,Southampton,25
2020-04-17,Southampton,32
2020-04-10,Southampton,15
2020-04-03,Southampton,8
2020-03-27,Southampton,2
2020-03-20,Southampton,2
2020-03-13,Southampton,0
2020-03-06,Southampton,0
2020-02-28,Southampton,0
2020-02-21,Southampton,0
2020-02-14,Southampton,0
2020-02-07,Southampton,0
2020-01-31,Southampton,0
2020-01-24,Southampton,0
2020-01-17,Southampton,0
2020-01-10,Southampton,0
2020-01-03,Southampton,0
