date,cc_open,cc_occupied
2015-11-30,3759,3184
2015-12-01,3808,3188
2015-12-02,3837,3311
2015-12-03,3785,3300
2015-12-04,3745,3037
2015-12-07,3844,3260
2015-12-08,3721,3188
2015-12-09,3794,3272
2015-12-10,3847,3330
2015-12-11,3793,3166
2015-12-14,3827,3262
2015-12-15,3834,3331
2015-12-16,3836,3357
2015-12-17,3853,3303
2015-12-18,3825,3127
2015-12-21,3811,3182
2015-12-22,3833,3201
2015-12-23,3818,3123
2015-12-24,3726,2904
2015-12-29,3791,3097
2015-12-30,3776,3107
2015-12-31,3969,3261
2016-01-04,3842,3291
2016-01-05,3816,3411
2016-01-06,3875,3429
2016-01-07,3865,3394
2016-01-08,4018,3393
2016-01-11,3876,3405
2016-01-12,3821,3306
2016-01-13,3860,3371
2016-01-14,3865,3375
2016-01-15,4021,3360
2016-01-18,3867,3356
2016-01-19,3877,3367
2016-01-20,3882,3382
2016-01-21,3837,3351
2016-01-22,3853,3273
2016-01-25,3851,3318
2016-01-26,3850,3429
2016-01-27,3866,3399
2016-01-28,3863,3392
2016-01-29,3833,3263
2016-02-01,3836,3312
2016-02-02,3829,3364
2016-02-03,3858,3382
2016-02-04,3750,3315
2016-02-05,3826,3211
2016-02-08,3851,3353
2016-02-09,3845,3357
2016-02-10,3845,3376
2016-02-11,3834,3319
2016-02-12,3808,3160
2016-02-15,3809,3286
2016-02-16,3828,3340
2016-02-17,3829,3293
2016-02-18,3817,3233
2016-02-19,3768,3171
2016-02-22,3862,3356
2016-02-23,3861,3412
2016-02-24,3853,3384
2016-02-25,3862,3424
2016-02-26,3733,3129
