date,areaName,deaths_00_04,rollingRate_00_04,rollingSum_00_04,deaths_10_14,rollingRate_10_14,rollingSum_10_14,deaths_15_19,rollingRate_15_19,rollingSum_15_19,deaths_20_24,rollingRate_20_24,rollingSum_20_24,deaths_25_29,rollingRate_25_29,rollingSum_25_29,deaths_30_34,rollingRate_30_34,rollingSum_30_34,deaths_35_39,rollingRate_35_39,rollingSum_35_39,deaths_40_44,rollingRate_40_44,rollingSum_40_44,deaths_45_49,rollingRate_45_49,rollingSum_45_49,deaths_50_54,rollingRate_50_54,rollingSum_50_54,deaths_55_59,rollingRate_55_59,rollingSum_55_59,deaths_05_09,rollingRate_05_09,rollingSum_05_09,deaths_60_64,rollingRate_60_64,rollingSum_60_64,deaths_65_69,rollingRate_65_69,rollingSum_65_69,deaths_70_74,rollingRate_70_74,rollingSum_70_74,deaths_75_79,rollingRate_75_79,rollingSum_75_79,deaths_80_84,rollingRate_80_84,rollingSum_80_84,deaths_85_89,rollingRate_85_89,rollingSum_85_89,deaths_90+,rollingRate_90+,rollingSum_90+,deaths_60+,rollingRate_60+,rollingSum_60+,deaths_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-26,North East,1,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.7000000000000001,1,0,1.2,2,0,0.5,1,0,0.5,1,0,0.0,0,0,2.4,4,0,4.0,6,4,12.4,18,2,13.4,13,9,45.6,34,5,80.1,35,4,88.5,20,24,18.5,130,2,0.30000000000000004,6
2020-12-25,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,2,0,0.5,1,0,0.5,1,0,0.0,0,0,3.0,5,1,5.4,8,1,10.4,15,2,16.5,16,0,34.9,26,6,84.7,37,2,97.3,22,12,18.4,129,0,0.2,4
2020-12-24,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,2,0,0.5,1,0,0.5,1,0,0.0,0,0,3.6,6,2,6.7,10,2,11.7,17,2,17.5,17,3,47.0,35,3,80.1,35,3,119.4,27,15,21.0,147,0,0.2,4
2020-12-23,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.4,4,0,0.5,1,0,0.5,1,0,0.0,0,1,3.6,6,0,5.4,8,4,11.1,16,1,17.5,17,7,51.0,38,5,89.2,39,3,119.4,27,21,21.5,151,0,0.30000000000000004,6
2020-12-22,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,2.4,4,1,0.5,1,0,1.1,2,0,0.0,0,2,3.0,5,2,6.0,9,2,9.7,14,2,19.6,19,7,44.3,33,5,82.4,36,3,106.2,24,23,20.0,140,2,0.4,7
2020-12-21,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.8,3,0,0.5,1,0,2.1,4,0,0.0,0,1,1.8,3,0,5.4,8,1,10.4,15,3,18.5,18,4,37.6,28,3,77.8,34,2,110.6,25,14,18.7,131,1,0.4,8
2020-12-20,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,2,0,1.1,2,1,2.1,4,0,0.0,0,0,1.8,3,1,6.0,9,4,11.7,17,1,17.5,17,4,36.2,27,8,98.4,43,3,128.3,29,21,20.7,145,1,0.4,8
2020-12-19,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,2,0,1.1,2,0,1.6,3,0,0.0,0,1,1.8,3,2,5.4,8,1,10.4,15,5,18.5,18,1,33.5,25,7,93.8,41,6,132.7,30,23,20.0,140,0,0.4,7
2020-12-18,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,2,0,1.6,3,0,1.6,3,0,0.0,0,1,1.2,2,3,4.0,6,3,9.7,14,3,16.5,16,9,37.6,28,4,91.5,40,7,132.7,30,30,19.4,136,0,0.4,8
2020-12-17,North East,0,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,0.7000000000000001,1,2,1.2,2,0,1.6,3,0,1.6,3,0,0.0,0,0,1.2,2,0,2.7,4,1,8.3,12,2,14.4,14,6,30.9,23,7,91.5,40,3,128.3,29,19,17.7,124,2,0.6000000000000001,11
2020-12-16,North East,0,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,0.7000000000000001,1,0,0.0,0,0,1.6,3,1,1.6,3,0,0.0,0,0,1.2,2,1,5.4,8,2,10.4,15,3,19.6,19,2,28.2,21,2,86.9,38,0,128.3,29,10,18.8,132,1,0.5,9
2020-12-15,North East,0,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,0.7000000000000001,1,0,0.6000000000000001,1,1,2.7,5,2,2.1,4,0,0.0,0,0,2.4,4,1,5.4,8,3,10.4,15,1,16.5,16,2,25.5,19,3,89.2,39,4,141.5,32,14,19.0,133,3,0.7000000000000001,13
2020-12-14,North East,0,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,0.7000000000000001,1,0,0.6000000000000001,1,1,2.7,5,0,1.6,3,0,0.0,0,1,2.4,4,1,5.4,8,3,9.7,14,2,20.6,20,3,26.8,20,12,89.2,39,6,137.1,31,28,19.4,136,1,0.6000000000000001,12
2020-12-13,North East,0,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,0.7000000000000001,1,0,0.6000000000000001,1,0,2.1,4,0,1.6,3,0,0.0,0,0,2.4,4,0,5.4,8,2,9.7,14,2,22.7,22,2,26.8,20,6,82.4,36,4,137.1,31,16,19.3,135,0,0.6000000000000001,11
2020-12-12,North East,0,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,0.7000000000000001,1,0,0.6000000000000001,1,1,2.1,4,0,1.6,3,0,0.0,0,0,2.4,4,0,5.4,8,0,10.4,15,3,25.8,25,4,28.2,21,6,84.7,37,6,132.7,30,19,20.0,140,1,0.6000000000000001,11
2020-12-11,North East,1,0.7000000000000001,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.6000000000000001,1,1,0.7000000000000001,1,0,0.6000000000000001,1,0,1.6,3,0,1.6,3,0,0.0,0,1,2.4,4,1,6.7,10,1,10.4,15,1,29.9,29,4,30.9,23,4,86.9,38,6,128.3,29,18,21.1,148,3,0.5,10
2020-12-10,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,1,0,1.6,3,0,1.6,3,0,0.0,0,0,1.8,3,4,7.4,11,4,12.4,18,7,30.9,30,4,32.2,24,5,82.4,36,3,115.0,26,27,21.1,148,0,0.4,7
2020-12-09,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.6000000000000001,1,2,1.6,3,2,1.6,3,0,0.0,0,2,3.0,5,1,6.0,9,2,10.4,15,0,28.9,28,0,30.9,23,3,80.1,35,3,115.0,26,11,20.1,141,5,0.4,7
2020-12-08,North East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.5,1,1,0.5,1,0,0.0,0,0,1.8,3,1,5.4,8,2,11.7,17,5,34.0,33,3,33.5,25,3,80.1,35,3,119.4,27,17,21.1,148,2,0.1,2
