date,cc_open,cc_occupied
2011-11-01,3530,2955
2011-11-02,3550,3042
2011-11-03,3546,3001
2011-11-06,3621,2944
2011-11-07,3542,2946
2011-11-08,3522,2986
2011-11-09,3535,2970
2011-11-10,3526,2996
2011-11-13,3550,2845
2011-11-14,3541,2904
2011-11-15,3517,2937
2011-11-16,3541,2977
2011-11-17,3538,2975
2011-11-20,3561,2821
2011-11-21,3582,2970
2011-11-22,3541,3007
2011-11-23,3510,2988
2011-11-24,3511,2953
2011-11-27,3526,2850
2011-11-28,3543,3009
2011-11-29,3538,3058
2011-11-30,3553,3044
2011-12-01,3546,3029
2011-12-04,3560,2938
2011-12-05,3538,2954
2011-12-06,3547,3081
2011-12-07,3541,3054
2011-12-08,3547,3046
2011-12-11,3553,2943
2011-12-12,3523,3020
2011-12-13,3543,3103
2011-12-14,3555,3081
2011-12-15,3553,3073
2011-12-18,3575,2979
2011-12-19,3538,2973
2011-12-20,3538,3009
2011-12-21,3563,2998
2011-12-22,3550,2979
2011-12-28,3531,2859
2011-12-29,3533,2957
2012-01-02,3548,2816
2012-01-03,3552,2979
2012-01-04,3556,3043
2012-01-05,3515,3058
2012-01-08,3568,2954
2012-01-09,3511,2978
2012-01-10,3547,3083
2012-01-11,3540,3068
2012-01-12,3544,3069
2012-01-15,3516,2864
2012-01-16,3550,2980
2012-01-17,3554,3025
2012-01-18,3559,3067
2012-01-19,3550,3082
2012-01-22,3532,2900
2012-01-23,3538,3046
2012-01-24,3552,3050
2012-01-25,3555,3076
2012-01-26,3549,3057
2012-01-29,3532,2875
2012-01-30,3559,2993
2012-01-31,3558,3061
2012-02-01,3555,3027
2012-02-02,3577,3075
2012-02-05,3546,2851
2012-02-06,3558,2984
2012-02-07,3565,3050
2012-02-08,3578,3084
2012-02-09,3570,3085
2012-02-12,3525,2960
2012-02-13,3552,3010
2012-02-14,3569,3067
2012-02-15,3572,3040
2012-02-16,3536,3001
2012-02-19,3557,2963
2012-02-20,3553,3070
2012-02-21,3581,3104
2012-02-22,3557,3106
2012-02-23,3560,3114
2012-02-26,3541,2948
2012-02-27,3563,3053
2012-02-28,3540,3078
2012-02-29,3585,3132
2012-03-01,3580,3081
