date,areaName,deaths_00_04,rollingRate_00_04,rollingSum_00_04,deaths_10_14,rollingRate_10_14,rollingSum_10_14,deaths_15_19,rollingRate_15_19,rollingSum_15_19,deaths_20_24,rollingRate_20_24,rollingSum_20_24,deaths_25_29,rollingRate_25_29,rollingSum_25_29,deaths_30_34,rollingRate_30_34,rollingSum_30_34,deaths_35_39,rollingRate_35_39,rollingSum_35_39,deaths_40_44,rollingRate_40_44,rollingSum_40_44,deaths_45_49,rollingRate_45_49,rollingSum_45_49,deaths_50_54,rollingRate_50_54,rollingSum_50_54,deaths_55_59,rollingRate_55_59,rollingSum_55_59,deaths_05_09,rollingRate_05_09,rollingSum_05_09,deaths_60_64,rollingRate_60_64,rollingSum_60_64,deaths_65_69,rollingRate_65_69,rollingSum_65_69,deaths_70_74,rollingRate_70_74,rollingSum_70_74,deaths_75_79,rollingRate_75_79,rollingSum_75_79,deaths_80_84,rollingRate_80_84,rollingSum_80_84,deaths_85_89,rollingRate_85_89,rollingSum_85_89,deaths_90+,rollingRate_90+,rollingSum_90+,deaths_60+,rollingRate_60+,rollingSum_60+,deaths_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,South East,1,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.0,0,1,0.5,3,1,0.2,1,0,0.6000000000000001,4,0,1.2,8,1,2.1,13,0,0.0,0,3,2.9,15,6,10.1,47,9,11.2,54,17,25.0,84,22,54.3,136,15,86.1,137,27,162.9,162,99,27.5,635,4,0.5,31
2020-12-28,South East,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.2,1,0,0.30000000000000004,2,0,0.0,0,1,0.8,5,1,1.2,8,2,2.4,15,0,0.0,0,3,2.7,14,6,9.5,44,9,11.0,53,8,24.4,82,24,47.5,119,21,88.6,141,29,166.9,166,100,26.8,619,4,0.5,32
2020-12-27,South East,0,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.2,1,0,0.30000000000000004,2,0,0.2,1,0,0.6000000000000001,4,2,1.1,7,4,2.3,14,0,0.0,0,4,2.3,12,8,9.0,42,6,10.6,51,17,26.5,89,18,46.7,117,29,88.6,141,26,160.9,160,108,26.5,612,6,0.5,31
2020-12-26,South East,0,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.2,1,2,0.30000000000000004,2,0,0.2,1,0,0.6000000000000001,4,2,0.9,6,0,1.8,11,0,0.0,0,1,1.7000000000000002,9,6,8.2,38,11,10.4,50,7,24.1,81,17,44.3,111,21,86.8,138,23,154.9,154,86,25.2,581,4,0.4,27
2020-12-25,South East,0,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,1,0.2,1,0,0.2,1,0,0.0,0,0,0.2,1,2,0.6000000000000001,4,0,0.8,5,0,1.8,11,0,0.0,0,2,1.7000000000000002,9,7,8.2,38,7,9.7,47,11,23.8,80,21,42.3,106,19,83.0,132,19,147.8,147,86,24.2,559,3,0.30000000000000004,24
2020-12-24,South East,0,0.4,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.0,0,0,0.30000000000000004,2,0,0.30000000000000004,2,2,0.9,6,4,1.8,11,0,0.0,0,0,1.5,8,8,7.5,35,6,9.1,44,9,23.5,79,13,37.9,95,15,80.5,128,18,140.8,140,69,22.9,529,6,0.30000000000000004,24
2020-12-23,South East,0,0.4,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.0,0,0,0.30000000000000004,2,1,0.30000000000000004,2,1,0.9,6,2,1.5,9,0,0.0,0,2,1.5,8,6,7.5,35,6,9.5,46,15,23.8,80,21,38.3,96,17,85.5,136,20,138.8,138,87,23.3,539,4,0.30000000000000004,22
2020-12-22,South East,0,0.4,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.2,1,0,0.0,0,0,0.30000000000000004,2,1,0.2,1,0,0.8,5,3,1.6,10,0,0.0,0,2,1.5,8,3,7.3,34,8,9.7,47,15,22.3,75,5,34.7,87,19,85.5,136,31,134.8,134,83,22.6,521,5,0.30000000000000004,21
2020-12-21,South East,1,0.4,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.30000000000000004,2,0,0.0,0,0,1.2,8,1,1.5,9,0,0.0,0,1,1.2,6,4,7.5,35,7,10.2,49,15,18.8,63,22,37.5,94,21,84.2,134,23,121.7,121,93,21.7,502,3,0.30000000000000004,21
2020-12-20,South East,0,0.2,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,0,0.0,0,1,1.2,8,1,1.6,10,0,0.0,0,1,1.2,6,4,7.3,34,5,9.5,46,9,17.9,60,12,33.1,83,26,81.1,129,20,114.6,114,77,20.4,472,2,0.30000000000000004,20
