date,areaName,deaths_00_04,rollingRate_00_04,rollingSum_00_04,deaths_10_14,rollingRate_10_14,rollingSum_10_14,deaths_15_19,rollingRate_15_19,rollingSum_15_19,deaths_20_24,rollingRate_20_24,rollingSum_20_24,deaths_25_29,rollingRate_25_29,rollingSum_25_29,deaths_30_34,rollingRate_30_34,rollingSum_30_34,deaths_35_39,rollingRate_35_39,rollingSum_35_39,deaths_40_44,rollingRate_40_44,rollingSum_40_44,deaths_45_49,rollingRate_45_49,rollingSum_45_49,deaths_50_54,rollingRate_50_54,rollingSum_50_54,deaths_55_59,rollingRate_55_59,rollingSum_55_59,deaths_05_09,rollingRate_05_09,rollingSum_05_09,deaths_60_64,rollingRate_60_64,rollingSum_60_64,deaths_65_69,rollingRate_65_69,rollingSum_65_69,deaths_70_74,rollingRate_70_74,rollingSum_70_74,deaths_75_79,rollingRate_75_79,rollingSum_75_79,deaths_80_84,rollingRate_80_84,rollingSum_80_84,deaths_85_89,rollingRate_85_89,rollingSum_85_89,deaths_90+,rollingRate_90+,rollingSum_90+,deaths_60+,rollingRate_60+,rollingSum_60+,deaths_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-26,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2,1,2,0.8,3,0,0.0,0,0,0.9,3,1,1.8,6,2,2.9,10,3,8.4,20,2,18.0,31,13,33.1,36,3,74.0,49,24,9.7,155,2,0.1,4
2020-12-25,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5,2,1,0.30000000000000004,1,0,0.0,0,0,1.2,4,2,2.4,8,2,2.6,9,6,8.0,19,4,21.0,36,4,26.7,29,7,77.1,51,25,9.8,156,1,0.1,3
2020-12-24,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5,2,0,0.0,0,0,0.0,0,0,1.2,4,2,1.8,6,2,2.4,8,2,6.3,15,5,21.0,36,7,27.6,30,6,74.0,49,24,9.3,148,0,0.0,2
2020-12-23,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5,2,0,0.30000000000000004,1,0,0.0,0,0,1.2,4,0,1.2,4,0,2.4,8,2,7.2,17,4,21.5,37,5,30.3,33,7,78.6,52,18,9.7,155,0,0.1,3
2020-12-22,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,1,0.5,2,0,0.30000000000000004,1,0,0.0,0,1,1.2,4,0,1.5,5,1,3.2,11,1,6.7,16,6,21.0,36,2,27.6,30,8,81.6,54,19,9.8,156,1,0.1,4
2020-12-21,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.5,2,0,0.30000000000000004,1,0,0.0,0,0,1.4,5,1,1.8,6,1,3.8,13,4,8.0,19,3,19.8,34,5,34.0,37,13,78.6,52,27,10.4,166,0,0.1,4
2020-12-20,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,1.0,4,0,0.30000000000000004,1,0,0.0,0,2,1.4,5,0,2.4,8,2,4.4,15,2,8.0,19,7,19.8,34,0,34.9,38,5,71.0,47,18,10.4,166,0,0.1,6
2020-12-19,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,1,1.0,4,0,0.30000000000000004,1,0,0.0,0,1,0.9,3,3,3.3,11,1,4.4,15,2,8.0,19,7,17.5,30,6,37.7,41,5,81.6,54,25,10.8,173,1,0.1,6
2020-12-18,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.7000000000000001,3,0,0.30000000000000004,1,0,0.0,0,0,0.6000000000000001,2,0,2.4,8,1,4.4,15,2,8.8,21,4,15.7,27,5,34.0,37,5,81.6,54,17,10.3,164,0,0.1,5
2020-12-17,South West,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.7000000000000001,3,1,0.8,3,0,0.0,0,0,0.6000000000000001,2,0,2.4,8,2,4.7,16,4,8.8,21,6,16.9,29,10,38.6,42,9,86.1,57,31,10.9,175,1,0.2,7
