date,areaName,deaths_00_04,rollingRate_00_04,rollingSum_00_04,deaths_10_14,rollingRate_10_14,rollingSum_10_14,deaths_15_19,rollingRate_15_19,rollingSum_15_19,deaths_20_24,rollingRate_20_24,rollingSum_20_24,deaths_25_29,rollingRate_25_29,rollingSum_25_29,deaths_30_34,rollingRate_30_34,rollingSum_30_34,deaths_35_39,rollingRate_35_39,rollingSum_35_39,deaths_40_44,rollingRate_40_44,rollingSum_40_44,deaths_45_49,rollingRate_45_49,rollingSum_45_49,deaths_50_54,rollingRate_50_54,rollingSum_50_54,deaths_55_59,rollingRate_55_59,rollingSum_55_59,deaths_05_09,rollingRate_05_09,rollingSum_05_09,deaths_60_64,rollingRate_60_64,rollingSum_60_64,deaths_65_69,rollingRate_65_69,rollingSum_65_69,deaths_70_74,rollingRate_70_74,rollingSum_70_74,deaths_75_79,rollingRate_75_79,rollingSum_75_79,deaths_80_84,rollingRate_80_84,rollingSum_80_84,deaths_85_89,rollingRate_85_89,rollingSum_85_89,deaths_90+,rollingRate_90+,rollingSum_90+,deaths_60+,rollingRate_60+,rollingSum_60+,deaths_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,West Midlands,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.30000000000000004,1,0,0.30000000000000004,1,0,1.3,5,1,1.0,4,0,1.1,4,0,0.0,0,1,2.8,9,2,6.8,20,3,10.3,30,5,21.3,46,8,38.3,60,13,78.3,73,15,157.6,84,47,22.6,322,1,0.4,17
2020-12-28,West Midlands,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.30000000000000004,1,1,0.30000000000000004,1,0,0.30000000000000004,1,1,1.8,7,0,0.7000000000000001,3,2,1.6,6,0,0.0,0,0,2.5,8,3,7.4,22,4,10.6,31,7,22.7,49,8,40.9,64,7,74.0,69,9,153.9,82,38,22.8,325,5,0.4,20
2020-12-27,West Midlands,0,0.8,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.9,3,1,1.8,7,1,0.7000000000000001,3,1,1.8,7,0,0.0,0,1,2.8,9,6,7.1,21,1,12.7,37,9,23.2,50,6,40.3,63,8,76.1,71,14,153.9,82,45,23.3,333,3,0.5,23
2020-12-26,West Midlands,1,1.1,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.2,4,0,1.6,6,2,0.7000000000000001,3,0,1.8,7,0,0.0,0,2,2.8,9,2,6.1,18,9,14.8,43,6,22.7,49,7,40.3,63,8,79.4,74,14,142.6,76,48,23.3,332,4,0.5,24
2020-12-25,West Midlands,0,1.1,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,4,0,1.8,7,0,0.5,2,0,2.1,8,0,0.0,0,0,3.1,10,4,6.1,18,6,12.7,37,4,21.8,47,13,40.3,63,15,85.8,80,10,131.4,70,52,22.8,325,0,0.6000000000000001,25
2020-12-24,West Midlands,0,1.1,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,4,3,2.1,8,0,1.2,5,0,2.4,9,0,0.0,0,5,3.1,10,2,5.8,17,4,12.4,36,11,23.2,50,10,44.7,70,13,80.4,75,7,129.5,69,52,22.9,327,3,0.7000000000000001,30
2020-12-23,West Midlands,0,1.1,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,4,0,1.3,5,0,1.5,6,1,2.6,10,0,0.0,0,0,1.9,6,1,6.4,19,3,12.7,37,4,21.8,47,8,46.6,73,9,75.1,70,15,142.6,76,40,23.0,328,1,0.6000000000000001,29
2020-12-22,West Midlands,0,1.1,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.2,4,2,1.6,6,0,1.5,6,2,2.9,11,0,0.0,0,0,2.2,7,4,6.8,20,4,13.1,38,8,23.2,50,12,46.6,73,9,75.1,70,13,138.9,74,50,23.3,332,4,0.7000000000000001,31
2020-12-21,West Midlands,2,1.1,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,1.2,4,1,1.6,6,0,1.7000000000000002,7,3,2.4,9,0,0.0,0,1,2.2,7,2,6.8,20,10,12.7,37,8,21.3,46,7,45.4,71,9,78.3,73,9,138.9,74,46,23.0,328,8,0.7000000000000001,30
2020-12-20,West Midlands,1,0.6000000000000001,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.6000000000000001,2,0,1.6,6,1,2.2,9,1,1.8,7,0,0.0,0,1,2.2,7,3,7.4,22,7,10.3,30,8,22.3,48,6,46.0,72,11,77.2,72,8,142.6,76,44,22.9,327,4,0.6000000000000001,26
