date,areaName,deaths_00_04,rollingRate_00_04,rollingSum_00_04,deaths_10_14,rollingRate_10_14,rollingSum_10_14,deaths_15_19,rollingRate_15_19,rollingSum_15_19,deaths_20_24,rollingRate_20_24,rollingSum_20_24,deaths_25_29,rollingRate_25_29,rollingSum_25_29,deaths_30_34,rollingRate_30_34,rollingSum_30_34,deaths_35_39,rollingRate_35_39,rollingSum_35_39,deaths_40_44,rollingRate_40_44,rollingSum_40_44,deaths_45_49,rollingRate_45_49,rollingSum_45_49,deaths_50_54,rollingRate_50_54,rollingSum_50_54,deaths_55_59,rollingRate_55_59,rollingSum_55_59,deaths_05_09,rollingRate_05_09,rollingSum_05_09,deaths_60_64,rollingRate_60_64,rollingSum_60_64,deaths_65_69,rollingRate_65_69,rollingSum_65_69,deaths_70_74,rollingRate_70_74,rollingSum_70_74,deaths_75_79,rollingRate_75_79,rollingSum_75_79,deaths_80_84,rollingRate_80_84,rollingSum_80_84,deaths_85_89,rollingRate_85_89,rollingSum_85_89,deaths_90+,rollingRate_90+,rollingSum_90+,deaths_60+,rollingRate_60+,rollingSum_60+,deaths_00_59,rollingRate_00_59,rollingSum_00_59
2020-12-29,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.6000000000000001,2,1,1.7000000000000002,6,1,2.4,8,0,0.0,0,0,1.4,4,3,9.2,24,3,8.1,21,5,15.7,28,9,31.6,40,7,57.8,44,9,126.1,55,36,17.7,216,2,0.5,17
2020-12-28,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,1,0.9,3,1,1.4,5,0,2.1,7,0,0.0,0,1,1.8,5,3,10.0,26,2,9.6,25,3,15.2,27,5,32.3,41,6,59.1,45,6,126.1,55,26,18.3,224,2,0.4,16
2020-12-27,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,1,0.9,3,1,1.7000000000000002,6,1,2.7,9,0,0.0,0,2,1.8,5,5,10.4,27,4,11.2,29,4,18.0,32,3,34.7,44,8,68.3,52,5,135.3,59,31,20.3,248,3,0.5,19
2020-12-26,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.9,3,0,1.4,5,2,3.0,10,0,0.0,0,1,1.1,3,2,9.6,25,2,10.4,27,7,20.8,37,8,38.7,49,5,70.9,54,12,142.2,62,37,21.0,257,2,0.5,19
2020-12-25,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.9,3,2,1.7000000000000002,6,1,2.7,9,0,0.0,0,0,0.7000000000000001,2,5,9.2,24,2,10.0,26,6,18.0,32,5,36.3,46,5,82.7,63,10,137.6,60,33,20.7,253,4,0.5,19
2020-12-24,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.9,3,1,1.2,4,3,3.4,11,0,0.0,0,0,1.1,3,0,8.1,21,5,9.6,25,2,19.1,34,5,45.8,58,2,91.9,70,5,139.9,61,19,22.2,272,4,0.5,18
2020-12-23,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.9,3,0,0.9,3,0,3.4,11,0,0.0,0,0,1.4,4,6,9.6,25,3,9.3,24,1,23.0,41,5,50.5,64,11,101.1,77,8,149.1,65,34,24.5,300,0,0.5,17
2020-12-22,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.9,3,0,0.9,3,0,3.4,11,0,0.0,0,1,1.8,5,5,8.1,21,7,8.9,23,4,29.8,53,10,52.1,66,8,97.2,74,9,149.1,65,44,25.1,307,1,0.5,17
2020-12-21,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.6000000000000001,2,2,0.9,3,2,3.7,12,0,0.0,0,1,1.8,5,4,6.2,16,6,7.3,19,8,29.2,52,8,52.1,66,13,97.2,74,10,165.1,72,50,24.8,304,5,0.5,17
2020-12-20,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.30000000000000004,1,0,0.6000000000000001,2,2,4.0,13,0,0.0,0,0,2.5,7,3,6.2,16,2,6.2,16,9,32.6,58,8,53.6,68,10,91.9,70,8,165.1,72,40,25.1,307,3,0.4,16
2020-12-19,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.6000000000000001,2,1,4.0,13,0,0.0,0,0,2.5,7,1,6.5,17,1,7.3,19,2,29.2,52,5,52.1,66,14,91.9,70,10,169.7,74,33,24.9,305,2,0.4,15
2020-12-18,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,3,4.3,14,0,0.0,0,1,2.9,8,2,6.5,17,1,9.3,24,8,31.4,56,17,57.6,73,12,84.1,64,11,181.2,79,52,26.2,321,3,0.4,15
2020-12-17,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6000000000000001,2,3,4.3,14,0,0.0,0,1,2.9,8,4,6.9,18,4,9.6,25,9,29.8,53,11,53.6,68,9,78.8,60,9,181.2,79,47,25.4,311,3,0.4,16
2020-12-16,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.6000000000000001,2,0,3.4,11,0,0.0,0,1,3.6,10,2,6.2,16,2,10.4,27,13,27.5,49,7,49.7,63,8,77.5,59,8,183.4,80,41,24.8,304,0,0.4,14
2020-12-15,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,0.6000000000000001,2,1,3.4,11,0,0.0,0,1,3.2,9,0,6.5,17,3,10.0,26,3,23.6,42,10,48.1,61,8,80.1,61,16,204.1,89,41,24.9,305,1,0.4,14
2020-12-14,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,1,1.4,5,3,3.0,10,0,0.0,0,3,2.9,8,4,7.3,19,3,10.0,26,14,24.7,44,10,42.6,54,9,76.2,58,10,194.9,85,53,24.0,294,4,0.4,16
2020-12-13,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,1.7000000000000002,6,2,2.1,7,0,0.0,0,0,2.9,8,4,6.9,18,5,10.0,26,3,20.2,36,6,41.0,52,10,80.1,61,10,199.5,87,38,23.5,288,2,0.4,14
2020-12-12,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.0,0,0,2.0,7,2,1.5,5,0,0.0,0,1,3.2,9,1,6.9,18,6,8.9,23,6,20.8,37,12,41.8,53,8,86.7,66,15,204.1,89,49,24.1,295,2,0.4,13
2020-12-11,East Midlands,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,0,0.30000000000000004,1,1,2.0,7,3,1.5,5,0,0.0,0,1,2.9,8,3,8.5,22,2,6.9,18,5,23.0,41,12,39.4,50,8,88.0,67,11,185.7,81,42,23.5,287,4,0.4,14
2020-12-10,East Midlands,0,0.4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.30000000000000004,1,0,0.0,0,1,0.30000000000000004,1,0,0.4,1,0,0.30000000000000004,1,0,1.7000000000000002,6,0,0.9,3,0,0.0,0,3,2.9,8,2,8.1,21,6,7.3,19,5,22.5,40,6,36.3,46,8,93.3,71,10,197.2,86,40,23.8,291,1,0.4,14
