date,cc_open,cc_occupied
2018-12-03,653,531
2018-12-04,659,544
2018-12-05,648,508
2018-12-06,657,516
2018-12-07,650,511
2018-12-08,645,489
2018-12-09,645,485
2018-12-10,648,529
2018-12-11,656,534
2018-12-12,659,551
2018-12-13,656,540
2018-12-14,654,529
2018-12-15,648,483
2018-12-16,657,515
2018-12-17,658,542
2018-12-18,658,547
2018-12-19,654,552
2018-12-20,660,548
2018-12-21,649,525
2018-12-22,646,507
2018-12-23,649,483
2018-12-24,641,474
2018-12-25,638,462
2018-12-26,629,482
2018-12-27,643,498
2018-12-28,643,517
2018-12-29,642,515
2018-12-30,639,501
2018-12-31,643,519
2019-01-01,648,539
2019-01-02,643,539
2019-01-03,659,552
2019-01-04,661,563
2019-01-05,664,557
2019-01-06,662,551
2019-01-07,662,570
2019-01-08,664,589
2019-01-09,661,577
2019-01-10,655,566
2019-01-11,653,557
2019-01-12,653,534
2019-01-13,656,540
2019-01-14,659,576
2019-01-15,655,580
2019-01-16,663,580
2019-01-17,658,553
2019-01-18,654,528
2019-01-19,657,513
2019-01-20,659,544
2019-01-21,658,563
2019-01-22,659,565
2019-01-23,653,570
2019-01-24,659,573
2019-01-25,655,563
2019-01-26,651,552
2019-01-27,651,535
2019-01-28,655,549
2019-01-29,650,547
2019-01-30,653,571
2019-01-31,650,553
2019-02-01,654,554
2019-02-02,653,550
2019-02-03,654,547
2019-02-04,653,543
2019-02-05,651,563
2019-02-06,659,573
2019-02-07,659,565
2019-02-08,659,565
2019-02-09,657,527
2019-02-10,654,528
2019-02-11,658,557
2019-02-12,659,560
2019-02-13,654,574
2019-02-14,654,564
2019-02-15,653,564
2019-02-16,651,541
2019-02-17,652,541
2019-02-18,652,547
2019-02-19,658,563
2019-02-20,655,556
2019-02-21,652,549
2019-02-22,655,538
2019-02-23,651,525
2019-02-24,654,521
2019-02-25,656,545
2019-02-26,660,552
2019-02-27,655,560
2019-02-28,658,547
2019-03-01,651,514
2019-03-02,653,500
2019-03-03,656,502
