date,cc_open,cc_occupied
2015-11-30,530,456
2015-12-01,550,478
2015-12-02,546,494
2015-12-03,548,490
2015-12-04,540,459
2015-12-07,550,496
2015-12-08,533,480
2015-12-09,542,485
2015-12-10,542,484
2015-12-11,547,453
2015-12-14,547,473
2015-12-15,549,483
2015-12-16,546,464
2015-12-17,549,476
2015-12-18,546,447
2015-12-21,542,454
2015-12-22,541,450
2015-12-23,538,448
2015-12-24,532,407
2015-12-29,537,435
2015-12-30,492,398
2015-12-31,541,454
2016-01-04,549,466
2016-01-05,551,500
2016-01-06,547,485
2016-01-07,559,473
2016-01-08,545,456
2016-01-11,549,494
2016-01-12,545,485
2016-01-13,536,469
2016-01-14,547,478
2016-01-15,536,448
2016-01-18,546,482
2016-01-19,544,486
2016-01-20,545,473
2016-01-21,544,478
2016-01-22,549,475
2016-01-25,548,501
2016-01-26,542,499
2016-01-27,539,490
2016-01-28,547,491
2016-01-29,540,474
2016-02-01,545,476
2016-02-02,537,482
2016-02-03,545,484
2016-02-04,545,482
2016-02-05,543,476
2016-02-08,543,492
2016-02-09,546,484
2016-02-10,541,488
2016-02-11,537,477
2016-02-12,540,461
2016-02-15,539,487
2016-02-16,550,493
2016-02-17,549,488
2016-02-18,547,485
2016-02-19,548,469
2016-02-22,546,494
2016-02-23,548,497
2016-02-24,550,509
2016-02-25,548,503
2016-02-26,534,452
