date,cc_open,cc_occupied
2015-11-30,620,522
2015-12-01,609,500
2015-12-02,615,516
2015-12-03,617,535
2015-12-04,611,519
2015-12-07,616,520
2015-12-08,614,536
2015-12-09,610,528
2015-12-10,610,516
2015-12-11,616,522
2015-12-14,621,543
2015-12-15,627,550
2015-12-16,620,561
2015-12-17,618,539
2015-12-18,619,499
2015-12-21,584,494
2015-12-22,611,516
2015-12-23,611,496
2015-12-24,607,482
2015-12-29,604,507
2015-12-30,610,483
2015-12-31,607,497
2016-01-04,615,525
2016-01-05,620,551
2016-01-06,624,566
2016-01-07,621,548
2016-01-08,624,540
2016-01-11,632,555
2016-01-12,618,534
2016-01-13,622,538
2016-01-14,624,531
2016-01-15,627,530
2016-01-18,628,537
2016-01-19,632,546
2016-01-20,632,544
2016-01-21,597,517
2016-01-22,623,538
2016-01-25,619,511
2016-01-26,619,555
2016-01-27,617,544
2016-01-28,620,561
2016-01-29,622,527
2016-02-01,625,533
2016-02-02,624,531
2016-02-03,623,542
2016-02-04,621,549
2016-02-05,619,528
2016-02-08,627,540
2016-02-09,618,526
2016-02-10,620,534
2016-02-11,615,515
2016-02-12,617,508
2016-02-15,626,531
2016-02-16,618,536
2016-02-17,610,528
2016-02-18,615,521
2016-02-19,584,479
2016-02-22,621,544
2016-02-23,623,565
2016-02-24,619,537
2016-02-25,619,549
2016-02-26,613,512
