date,cc_open,cc_occupied
2015-11-30,306,246
2015-12-01,326,279
2015-12-02,365,310
2015-12-03,361,313
2015-12-04,324,250
2015-12-07,366,294
2015-12-08,363,289
2015-12-09,365,294
2015-12-10,364,303
2015-12-11,366,297
2015-12-14,333,269
2015-12-15,344,286
2015-12-16,365,307
2015-12-17,365,304
2015-12-18,363,292
2015-12-21,363,293
2015-12-22,363,299
2015-12-23,360,292
2015-12-24,358,278
2015-12-29,358,288
2015-12-30,359,296
2015-12-31,365,289
2016-01-04,363,304
2016-01-05,347,297
2016-01-06,372,315
2016-01-07,368,318
2016-01-08,368,310
2016-01-11,366,316
2016-01-12,366,324
2016-01-13,371,330
2016-01-14,365,321
2016-01-15,367,288
2016-01-18,363,309
2016-01-19,365,310
2016-01-20,367,306
2016-01-21,366,310
2016-01-22,362,307
2016-01-25,362,308
2016-01-26,361,319
2016-01-27,362,314
2016-01-28,357,313
2016-01-29,354,302
2016-02-01,357,317
2016-02-02,349,308
2016-02-03,359,314
2016-02-04,333,289
2016-02-05,356,288
2016-02-08,357,308
2016-02-09,358,319
2016-02-10,358,315
2016-02-11,357,314
2016-02-12,358,298
2016-02-15,356,309
2016-02-16,356,315
2016-02-17,355,312
2016-02-18,356,303
2016-02-19,340,286
2016-02-22,357,312
2016-02-23,358,313
2016-02-24,346,292
2016-02-25,359,306
2016-02-26,357,303
