date,cc_open,cc_occupied
2015-11-30,914,811
2015-12-01,918,817
2015-12-02,910,829
2015-12-03,865,799
2015-12-04,919,761
2015-12-07,921,813
2015-12-08,865,769
2015-12-09,867,793
2015-12-10,922,853
2015-12-11,917,817
2015-12-14,919,831
2015-12-15,912,838
2015-12-16,922,856
2015-12-17,926,846
2015-12-18,923,798
2015-12-21,928,817
2015-12-22,923,806
2015-12-23,920,800
2015-12-24,865,726
2015-12-29,922,778
2015-12-30,922,796
2015-12-31,908,782
2016-01-04,918,828
2016-01-05,906,835
2016-01-06,925,852
2016-01-07,922,841
2016-01-08,921,785
2016-01-11,924,842
2016-01-12,910,814
2016-01-13,922,826
2016-01-14,925,835
2016-01-15,925,821
2016-01-18,932,839
2016-01-19,932,838
2016-01-20,932,842
2016-01-21,933,850
2016-01-22,930,827
2016-01-25,930,821
2016-01-26,931,843
2016-01-27,931,840
2016-01-28,931,841
2016-01-29,927,815
2016-02-01,928,819
2016-02-02,913,839
2016-02-03,927,837
2016-02-04,875,798
2016-02-05,927,808
2016-02-08,928,827
2016-02-09,932,839
2016-02-10,932,859
2016-02-11,926,817
2016-02-12,926,786
2016-02-15,928,823
2016-02-16,919,805
2016-02-17,930,797
2016-02-18,926,794
2016-02-19,926,817
2016-02-22,929,830
2016-02-23,931,839
2016-02-24,931,837
2016-02-25,932,842
2016-02-26,933,795
